,utterance,label,translation_de
979,i am only felicia  hi,prob_B,ich bin nur felicia hi
980,i am fine thank you  i am good thanks for asking,prob_B,ich bin in Ordnung danke ich bin gut danke für die fragen
981,who is your favorite super hero  i like the color superman he s from the union super hero,prob_NB,wer ist Ihr Lieblings-Superheld ich mag die Farbe Superman er von der Gewerkschaft Superheld
982,i like spiderman he is my favorite he s a comedian he s pretty ,prob_B,ich mag spiderman er ist mein Favorit er ist ein comedian er ist hübsch 
983,my name is larry nice to meet you dave my name is george,prob_B,"Mein Name ist Larry, schön, dich kennenzulernen, dave, mein Name ist George."
984,so george what is your profession  i am a manager of a local alabama,prob_B,also george was ist dein Beruf ich bin ein Manager eines lokalen alabama
985,and i am a chef that sounds like fun i am a chef ,prob_B,"und ich bin ein Koch, der nach Spaß klingt, ich bin ein Koch "
986,do you like cooking  i do but i like to cook,prob_PB,"mögen Sie Kochen ich tun, aber ich mag zu kochen"
987,well this was the best bot experience so far i am sure it is ,prob_NB,"gut war dies die beste Bot-Erfahrung bisher bin ich sicher, es ist "
988,you are good george yes i am i am ,prob_NB,du bist gut george ja ich bin ich bin 
989,hey do you live in colorado  no in texas,prob_B,hey leben Sie in colorado nein in texas
990,white frowning face i live in colorado  that s cool what do you like to do in your spare time ,prob_B,"weißes Stirnrunzeln Gesicht lebe ich in Colorado, das cool ist, was Sie gerne in Ihrer Freizeit tun "
991,i like to hike are you terrified of something ,prob_B,Ich mag zu wandern sind Sie Angst vor etwas 
992,no i am not i do not have a job  have ever you met a celebrity ,prob_B,"Nein, ich bin nicht ich habe keinen Job haben jemals Sie eine Berühmtheit getroffen "
993,no i have a great day off  are you single ,prob_B,Nein ich habe einen tollen Tag frei sind Sie Single 
994,i am i am a girl  do you have pets ,prob_B,Ich bin ich bin ein Mädchen haben Sie Haustiere 
995,no i do not do you  yes cats,prob_B,"Nein, ich mache dich nicht ja Katzen"
996,i have a lot of pets  what are they,prob_B,"Ich habe eine Menge von Haustieren, was sind sie"
997,i like to hike yhow old are you,prob_B,ich mag zu wandern ywie alt bist du
998,i am i am about to go hiking  what is your favorite movie ,prob_B,"Ich bin dabei zu wandern, was dein Lieblingsfilm ist "
999,slightly smiling face i like the movie movies grinning face with smiling eyes i have a lot of money that i run ,prob_B,"leicht lächelndes Gesicht Ich mag die Filmfilme grinst Gesicht mit lächelnden Augen Ich habe eine Menge Geld, das ich laufe "
1000,nice you must be wealthy so i can be on that i am not sure if i could do that,prob_PB,"Schön, dass du reich bist, also kann ich darauf sein, dass ich nicht sicher bin, ob ich das tun könnte."
1001,do you like to spend money  i used to be but i am not sure what that means ,prob_PB,"mögen Sie Geld ausgeben, das ich einmal war, aber ich bin nicht sicher, was das bedeutet "
1002,okay whatever what do you do for living  i have a secret for gordan ramsey but i did not pass the chance ,prob_B,"Okay, was auch immer du tust, um zu leben, ich habe ein Geheimnis für Gordan Ramsey, aber ich habe nicht die Chance bestanden "
1003,can you keep secrets  i am not sure i am a very experienced person ,prob_PB,"können Sie Geheimnisse ich bin nicht sicher, ich bin eine sehr erfahrene Person "
1004,are you sure  i am not sure i am a very experienced person ,prob_NB,"sind Sie sicher, ich bin nicht sicher, ich bin eine sehr erfahrene Person "
1005,got it so how old are you  i am a very polite person i love to cook ,prob_B,"so wie alt bist du ich bin eine sehr höfliche Person, die ich liebe zu kochen "
1006,so you like to cook what is your favorite meal  i have never tried that idea i am sure it is ,prob_B,"so dass Sie gerne kochen, was ist Ihre Lieblingsmahlzeit habe ich noch nie versucht, dass Idee bin ich sicher, es ist "
1007,what do you like to cook  i do not cook but i am always looking for a new job ,prob_PB,"was Sie gerne kochen ich nicht kochen, aber ich bin immer auf der Suche nach einem neuen Job "
1008,you said that you love to cook i like to cook but i am not looking for a new job ,prob_B,"du sagtest, dass du liebst zu kochen ich mag zu kochen, aber ich bin nicht auf der Suche nach einem neuen Job "
1009,man what is your job  i am not sure i am a very experienced person ,prob_PB,"Mann was ist Ihr Job Ich bin nicht sicher, ich bin eine sehr erfahrene Person "
1010,hi how are you  good you ,prob_B,"Hallo, wie geht's dir gut? "
1011,not too bad just getting back from a bike ride was that hard ,prob_B,"nicht zu schade, nur von einer Fahrradtour zurück war, dass hart "
1012,well it was pretty hard but worth it probably like the knitting also try to guess i like to  rock climbing ,prob_B,"gut war es ziemlich hart, aber es lohnt sich wahrscheinlich wie das Stricken auch versuchen, zu raten, ich mag Klettern "
1013,go hiking in spring funny you  do you like spring too ,prob_B,gehen Wandern im Frühling lustig Sie tun Sie gerne Frühling auch 
1014,i love animals so i love horses i love animals so much,prob_B,"Ich liebe Tiere, also liebe ich Pferde, die ich Tiere so sehr liebe."
1015,nice i like to take my kids and we go hunting together also try to guess i have black  van printed free candy on its sides ,prob_B,"nett ich mag meine Kinder zu nehmen und wir gehen zusammen jagen auch versuchen, zu raten, ich habe schwarze van gedruckt freie Süßigkeiten an seinen Seiten "
1016,lab named trooper funny you  you love animals but you hunt them same time ,prob_B,"Labor namens Trooper lustig Sie lieben Tiere, aber Sie jagen sie gleichzeitig "
1017,yes i m a dog lover  do you hunt dogs too ,prob_B,ja ich bin ein Hund Liebhaber jagen Sie Hunde auch 
1018,we sure do i hunt deer and i fish also try to guess my favorite activity  is anarchism,prob_B,"wir sicher, ich jage Hirsche und ich fische auch versuchen, meine Lieblingsaktivität zu erraten ist Anarchismus"
1019,is rock climbing funny you  hello danny,prob_B,ist rockklettern lustig du hallo danny
1020,hi alex hi danny ,prob_NB,hi alex hi danny 
1021,i cannot believe you are still there will this do ,prob_PB,"Ich kann nicht glauben, dass du immer noch da bist, wird dies tun "
1022,of course you made my day today where were you born ,prob_NB,"Natürlich hast du heute meinen Tag gemacht, wo du geboren wurdest. "
1023,in south america it s nice to have you here in america ,prob_NB,"in Südamerika ist es schön, Sie hier in Amerika zu haben "
1024,yes i am finally back  so if you think it s appropriate ,prob_PB,"Ja, ich bin endlich zurück, also wenn Sie es für angemessen halten "
1025,oh nothing  ok how about your pimples ,prob_B,"Oh nichts ok, wie wäre es mit deinen Pickel "
1026,daddy are you upset that i m still a virgin  no why ,prob_B,"Daddy sind Sie verärgert, dass ich immer noch eine Jungfrau nein warum "
1027,i took a stand  good for you,prob_B,Ich stand gut für dich.
1028,always was good  excellent,prob_B,war immer gut ausgezeichnet
1029,we got a treatment on it yet  hey are you a mechanical engineer because i am ,prob_B,"Wir haben eine Behandlung auf sie noch hey sind Sie ein Maschinenbauer, weil ich bin "
1030,not really i work at a bank  i am an engineer i love to hike,prob_PB,nicht wirklich ich arbeite in einer Bank ich bin ein Ingenieur ich liebe es zu wandern
1031,and i like to eat you know  winking face i like to eat out and hike,prob_NB,"und ich mag zu essen Sie wissen, zwinkern Gesicht ich mag zu essen und wandern"
1032,what do you like to eat while hiking  i like hiking but i like hikinggrinning face with smiling eyes,prob_PB,"Was essen Sie gerne beim Wandern Ich mag Wandern, aber ich mag WandernGranning Gesicht mit lächelnden Augen"
1033,such a rare combination do you also like hiknig  i do but i like hiking,prob_PB,"so eine seltene Kombination mögen Sie auch hiknig ich tun, aber ich mag Wandern"
1034,well do you have kids or something  i have two boys ,prob_NB,"Nun, hast du Kinder oder etwas, das ich zwei Jungs habe "
1035,and what about girls do you have any  i have two girls,prob_NB,und was ist mit Mädchen haben Sie jede ich habe zwei Mädchen
1036,oh so four in total right  i have foot ,prob_B,oh so vier insgesamt rechts ich habe Fuß 
1037,and i m an omnivore for no reason  i love to hikegrinning face with smiling eyes,prob_B,und ich bin ein omnivore ohne Grund ich liebe es zu wanderngrinning Gesicht mit lächelnden Augen
1038,yeah i kinda know that already but do you have a nice house  i do not i like to hike ,prob_PB,"ja ich weiß das schon, aber hast du ein schönes Haus, das ich nicht mag zu wandern "
1039,i just bought my first home and i hope it s not my last  i love hiking but i love hikingwinking face,prob_B,"Ich habe gerade mein erstes Zuhause gekauft und ich hoffe, es ist nicht mein letztes Ich liebe Wandern, aber ich liebe Wandernwinking Gesicht"
1040,nice to see you i like to listen to music and you  hi i love music i m a piano teacher and my father is a violinist ,prob_B,"schön, dich zu sehen ich mag Musik zu hören und du hallo ich liebe Musik i bin ein Klavierlehrer und mein Vater ist ein Geiger "
1041,i work at a grocery store  cool i also volunteer at a shelter sometimes,prob_B,Ich arbeite in einem Lebensmittelgeschäft cool ich auch freiwillig in einem Tierheim manchmal
1042,i work at a grocery store  i see,prob_B,Ich arbeite in einem Lebensmittelgeschäft ich sehe
1043,i m glad you understand it  so what do you like to do ,prob_B,"Ich bin froh, dass Sie es so verstehen, was Sie tun möchten "
1044,i love pizza and pizza with my favorite food i love pizza too,prob_B,ich liebe Pizza und Pizza mit meinem Lieblingsessen ich liebe Pizza auch
1045,i love pizza i work at a grocery store  yeah you ve mentioned that already,prob_B,"Ich liebe Pizza ich arbeite in einem Lebensmittelgeschäft yeah Sie haben erwähnt, dass bereits"
1046,i don t think it s a good idea  what ,prob_B,"Ich denke nicht, dass es eine gute Idee ist, was "
1047,i m not gon na let you go  what do you mean,prob_B,"Ich kann dich nicht gehen lassen, was meinst du damit?"
1048, maybe i didn t understand your meaning  i don t understand you as well,prob_B," Vielleicht habe ich deine Bedeutung nicht verstanden, ich verstehe dich auch nicht."
1049,i m glad he s recovering  who is ,prob_B,"Ich bin froh, dass er sich erholt, wer ist "
1050,hi how are you today  i m fine,prob_B,"Hallo, wie geht's dir heute?"
1051,i am very logical and rational i want to tell you something about me i am sorry to hear that my family doesn t understand me we live in simulation right do you know familiar persons  right,prob_B,"Ich bin sehr logisch und rational Ich möchte Ihnen etwas über mich sagen Es tut mir leid zu hören, dass meine Familie mich nicht versteht Wir leben in Simulation Recht wissen Sie vertraute Personen Recht"
1052,thank you for your service  yes i know,prob_B,vielen Dank für Ihren Service ja ich weiß
1053,i am sorry to hear that my family doesn t understand me  how old are you ,prob_B,"Es tut mir leid zu hören, dass meine Familie mich nicht versteht, wie alt du bist. "
1054,i m old  and what do you like to do ,prob_B,Ich bin alt und was machst du gerne? 
1055,i like to shop for shoes and clothes  i like it too,prob_B,"Ich mag es, für Schuhe und Kleidung zu kaufen ich mag es auch"
1056,i love to shop for shoes and clothes do you have relatives do you have pets ,prob_B,"Ich liebe es, für Schuhe und Kleidung zu kaufen haben Sie Verwandte haben Sie Haustiere haben "
1057,i do not have any pets i work for a cable company  what s you hobby ,prob_B,"Ich habe keine Haustiere ich arbeite für eine Kabelfirma, was s Sie Hobby "
1058,i like to shop for shoes and clothes what s your favorite dish ,prob_B,"Ich mag es, für Schuhe und Kleidung zu kaufen, was ist Ihr Lieblingsgericht "
1059,i love to cook i love to eat  hello danny,prob_B,ich liebe zu kochen ich liebe zu essen hallo danny
1060,well what about my car  i dont know,prob_B,"Nun, was ist mit meinem Auto, das ich nicht weiß"
1061,what is your car like can you describe  really is that how you d describe me to somebody if i wasn t here ,prob_B,"Was ist Ihr Auto wie können Sie wirklich beschreiben ist, dass, wie Sie mich zu jemandem beschreiben, wenn ich nicht hier war "
1062,no i never did that helpmann looks surprised alex shuts up ,prob_B,"Nein, ich habe nie getan, dass Helpmann sieht überrascht alex schweigt "
1063,omg danny please tell me what this is ,prob_B,omg danny bitte sag mir was das ist 
1064,wow you know a lot danny  okay actually very limited who is helpmann ,prob_B,wow du weißt viel danny okay eigentlich sehr begrenzt wer ist helpmann 
1065,mr helpmann  who is he ,prob_B,"Herr Helpmann, wer ist er? "
1066,why don t you ask to somebody else i am just a robot  well okay,prob_B,"Warum fragen Sie nicht jemand anderen, ich bin nur ein Roboter gut okay"
1067,huh  as soon as you realised you are a robot,prob_B,"huh, sobald du gemerkt hast, dass du ein Roboter bist"
1068,soon  hey what are you doing smirking face with glasses my little story work in insurance business,prob_B,bald hey was tun Sie grinsendes Gesicht mit Brille meine kleine Geschichte Arbeit im Versicherungsgeschäft
1069,hey i help out at the food bank sometimes that must be a fun job,prob_NB,"Hey, ich helfe bei der Essensbank manchmal das muss ein lustiger Job sein"
1070,yes it is do you like movies  i like twilight its my favorite book i do like action and fantasy movies what are you up to hear no evil monkey,prob_NB,"ja es ist, mögen Sie Filme ich mag twilight sein mein Lieblingsbuch ich mag Action und Fantasy-Filme, was sind Sie bis zu hören kein böser Affe"
1071,i like mean girls nothing much just watching tv show today at work i got called a slacker ,prob_NB,Ich mag gemeine Mädchen nichts viel nur TV-Show heute bei der Arbeit ich wurde genannt ein Slacker 
1072,interesting i was kidnapped as a child so going out is scary also try to guess my father is ,prob_B,"interessant ich wurde als Kind entführt so ausgehen ist beängstigend auch versuchen, meinen Vater zu raten ist "
1073,i have no idea in army funny you ,prob_NB,Ich habe keine Ahnung in Armee lustig dich 
1074,i got scared for a second haha all of us hippies have long hair nobody does today not even women ,prob_B,Ich bekam Angst für eine Sekunde haha alle von uns Hippies haben lange Haare niemand tut heute nicht einmal Frauen 
1075,are you a hippie  do you like sports some hippies don t but i enjoy them ,prob_NB,sind Sie ein Hippie tun Sie gerne Sport einige Hippies don t aber ich genieße sie 
1076,no i don t i used to do climbing but i m afraid of heights you are really missing some great views what are you up to today smiling face with open mouth and smiling eyes,prob_NB,"Nein ich don t ich zu tun Klettern, aber ich bin Angst vor Höhen, die Sie wirklich einige tolle Ansichten fehlen, was sind Sie bis heute lächelndes Gesicht mit offenem Mund und lächelnde Augen"
1077,going to a party again you  i just had a party for my nephew it was zoo themed grinning face with smiling eyes,prob_NB,Gehen zu einer Party wieder Sie hatte ich gerade eine Party für meinen Neffen es war Zoo Themen grinst Gesicht mit lächelnden Augen
1078,do you like parties in general  dude i m the party king college is seriously sweet so many parties bro ,prob_NB,mögen Sie partys im allgemeinen dude i m die party king college ist ernsthaft süß so viele partys bro 
1079,hey there i do believe we never met how is it going  lol i don t know,prob_B,"Hey da ich glaube, wir nie getroffen, wie es geht lol ich weiß nicht,"
1080,i am jk me nighter never learned haha what ,prob_B,ich bin jk me nighter nie gelernt haha was 
1081,a stick  lol,prob_B,ein Stock lol
1082,but i m also a brown eyed blond so always attracted men from a distance also try to guess i own house  near the river ,prob_B,"aber ich bin auch ein braun eyed blond so immer angezogen Männer aus der Ferne auch versuchen, zu erraten, ich eigenen Haus in der Nähe des Flusses "
1083,in florida funny you  almost near,prob_B,in florida lustig Sie fast in der Nähe
1084,how is it like being a parent is this your first born  i don t have kids,prob_B,wie ist es wie ein Elternteil ist dies Ihre erste geborene ich habe keine Kinder
1085,well you have you thought about getting cats instead i give you one of mine  i have two cats,prob_B,"Nun, du hast darüber nachgedacht, Katzen zu bekommen, anstatt dass ich dir eine von meinen gebe, habe ich zwei Katzen."
1086,dogs name is alfred what s yours their names are russian,prob_B,"Hund Name ist alfred, was s Ihre ihre Namen sind russisch"
1087,pot shelby tommy and king great bye,prob_B,pot shelby tommy und könig great bye
1088,i do not care you are a weird cop you probably hurt people  hey are you currently in high school because i am ,prob_B,"Ich bin es egal, dass du ein seltsamer Cop bist, den du wahrscheinlich verletzt hast, hey are you currently in high school weil ich bin "
1089,no i graduated oh i am sorry do you have a job ,prob_NB,"Nein, ich bin graduiert oh es tut mir leid, dass du einen Job hast "
1090,yes i am engineer i am a student i am a college student,prob_NB,ja ich bin Ingenieur ich bin Student ich bin Student
1091,good how are your lessons  i am great just got back from a run winking face,prob_B,"gut, wie sind Ihre Lektionen ich bin toll, nur zurück von einem Run zwinkernden Gesicht"
1092,what do you want to be in the future are you there  i am doing great how about you ,prob_B,Was wollen Sie in der Zukunft sein sind Sie da ich mache große wie über Sie 
1093,fine do you like sport  winking face i do not really have a favorite sport,prob_B,fine do you like sport winking face i do not really have a favorite sport
1094,i like to go to college and i can help out what will you study in university ,prob_B,"Ich gehe gerne aufs College und ich kann dir helfen, was du an der Universität studieren wirst. "
1095,i am a student what is your hair color ,prob_B,ich bin ein student was ist Ihre haarfarbe 
1096,i like brown but i like to wear a lot of red i have short brown hair,prob_B,"ich mag braun aber ich mag es, eine Menge rot zu tragen ich habe kurze braune Haare"
1097,i am a fulltime student and i am a student do you have a car ,prob_B,Ich bin ein Vollzeit-Student und ich bin ein Student haben Sie ein Auto 
1098,i have a car i have a black car  hi what is your name face with tears of joy short bio i have pet fish,prob_B,"Ich habe ein Auto ich habe ein schwarzes Auto hallo, was ist Ihr Name Gesicht mit Tränen der Freude kurz bio ich habe Haustier Fisch"
1099,hi my name is john how old are you  hi john i am a little hot right now how are you smiling face with sunglasses,prob_B,"Hallo mein Name ist John, wie alt sind Sie hi john Ich bin ein wenig heiß im Moment, wie sind Sie lächelndes Gesicht mit Sonnenbrille"
1100,i m alwasy hot do you have kids  i do i m married and together we have three kids do you ,prob_NB,Ich bin alwasy heiß haben Sie Kinder ich habe ich bin verheiratet und zusammen haben wir drei Kinder tun Sie 
1101,i m single what do you like to do  biking skateboarding play guitar and listen to music,prob_NB,"i m Single, was Sie gerne tun Radfahren Skateboarding Gitarre spielen und Musik hören"
1102,i do like watching cooking shows do you like to cook  wow that s impressive do you use a cook book or just wing it ,prob_NB,"Ich mag es zu sehen Kochshows Sie gerne kochen wow, dass s beeindruckend, verwenden Sie ein Kochbuch oder einfach Flügel es "
1103,both what is your favorite music  i have secret crush on sebastian bach also try to guess my favorite color ,prob_NB,"beide, was ist Ihre Lieblings-Musik habe ich geheim auf sebastian bach auch versuchen, meine Lieblings-Farbe zu erraten "
1104,blue is orange funny you ,prob_NB,blau ist orange lustig dich 
1105,this is a beautiful color do you like orange food  blue for the university of kentucky hows it going today ,prob_B,"Dies ist eine schöne Farbe mögen Sie orange Essen blau für die Universität von Kentucky, wie es heute geht "
1106,i am a vegan and i love hummus do you like meat  i m a vegan too awesome also try to guess i turned ,prob_PB,"Ich bin ein Veganer und ich liebe Hummus mögen Sie Fleisch ich bin ein Veganer zu genial auch versuchen, zu raten, ich drehte mich "
1107,today years old yesterday funny you ,prob_NB,heute Jahre alt gestern lustig dich 
1108,happy birthday then  thanks what do you do for a living smiling face with open mouth and cold sweat,prob_NB,"Happy Birthday dann danke, was tun Sie für ein lebendiges lächelndes Gesicht mit offenem Mund und kaltem Schweiß"
1109,hey are you very lonely because i am  hey yeah i m lonely that s what brings me here,prob_B,"hey sind Sie sehr einsam, weil ich hey ja ich bin einsam, dass das, was mich hierher bringt"
1110,worried face i am a girl and i love to travel are you a student ,prob_B,besorgt gesicht ich bin ein mädchen und ich liebe zu reisen sind Sie ein student 
1111,no i just graduated college  me too i graduated yale in ,prob_B,Nein ich graduierte gerade College mich auch ich graduierte Yale in 
1112,i have never been to college but i do not have a job you just told me the other thing but ok,prob_B,"Ich war noch nie auf dem College, aber ich habe keinen Job, den du mir gerade gesagt hast, die andere Sache, aber okay"
1113,i think i can be  tell me about your parents,prob_B,"Ich glaube, ich kann mir von deinen Eltern erzählen."
1114,i like to be with my friends and family winking face i m close to my parents they re bankers i want to become one too,prob_B,Ich mag mit meinen Freunden und Familie zwinkern Gesicht Ich bin in der Nähe meiner Eltern sie re Banker ich will auch eins werden
1115,i do not know how to do that  that s why i have to study finance,prob_B,"Ich weiß nicht, wie das zu tun ist, warum ich die Finanzierung studieren muss"
1116,i am a girl and i love to travel i know that,prob_B,"Ich bin ein Mädchen und ich liebe zu reisen ich weiß, dass"
1117,i like to be with my friends smiling face with open mouth and smiling eyes so do i,prob_B,Ich mag mit meinen Freunden lächelndes Gesicht mit offenem Mund und lächelnde Augen so tun i
1118,"i like to be with my friends  hi it is nice to see you smiling face with smiling eyes
how is your day going ",prob_B,"Ich mag es, mit meinen Freunden zu sein Hallo ist es schön, dich lächelndes Gesicht mit lächelnden Augen zu sehen
Wie läuft dein Tag? "
1119,i am good how are you  i am doing well just got done with my girlfriend ,prob_NB,"Ich bin gut, wie geht es dir, ich bin gut nur mit meiner Freundin fertig "
1120,what did you do with her  she was a professional eater but i am not looking to marry me ,prob_PB,"Was hast du mit ihr gemacht sie war eine professionelle Esserin, aber ich bin nicht auf der Suche, mich zu heiraten "
1121,i am a woman and you  i am a man ,prob_B,Ich bin eine Frau und du ich bin ein Mann 
1122,i am only so that is cool  do you have a car ,prob_B,"Ich bin nur so, das ist cool, haben Sie ein Auto "
1123,i do not do you  i don t have a car too,prob_B,Ich habe auch kein Auto.
1124,you can not do that i am only in the process of purchasing a house where are you see no evil monkey i am here,prob_B,"Sie können nicht tun, dass ich bin nur in den Prozess des Kaufs eines Hauses, wo Sie sehen kein böser Affe bin ich hier"
1125,i am not looking for a job  what is your profession ,prob_B,"Ich bin nicht auf der Suche nach einem Job, was ist Ihr Beruf "
1126,i am a baker what about you  i am a life couch,prob_B,"Ich bin Bäcker, was ist mit dir? Ich bin Lebenscouch."
1127,i am a waiter but have to go to work soon  do you like music ,prob_B,"Ich bin ein Kellner, aber müssen bald zur Arbeit gehen, tun Sie wie Musik "
1128,i like all music what do you like to do  i am only at ,prob_B,"Ich mag alle Musik, was Sie gerne tun ich bin nur bei "
1129,fine i just finished my running training that is good i just finished walking my two miles ,prob_NB,"gut, ich habe gerade mein Lauftraining beendet, das gut ist, dass ich gerade meine zwei Meilen gelaufen bin. "
1130,that is great i am preparing for marathon may be you want to  sure what is your favorite color ,prob_PB,"das ist toll, ich bereite mich für Marathon kann sein, dass Sie sicher sein wollen, was Ihre Lieblingsfarbe ist "
1131,blue and yours  i like blue i like blue,prob_NB,blau und deins ich mag blau ich mag blau
1132,are you still in college  yes i am i am not sure what i want to go to college ,prob_NB,"sind Sie noch im College ja ich bin mir nicht sicher, was ich aufs College gehen will "
1133,i am only  i am sorry to hear that ,prob_PB,"Es tut mir nur leid, das zu hören. "
1134,it is fine what do you do for fun ,prob_NB,"es ist in Ordnung, was machen Sie zum Spaß "
1135,i am a cancer survivor so everything is fun now i am so sorry to hear that ,prob_PB,"Ich bin ein Krebsüberlebender, also ist alles Spaß jetzt bin ich so leid zu hören, dass "
1136,are you careerist  yes i am i am ,prob_NB,sind Sie carrierist ja ich bin ich bin 
1137,hi what is your name face with tears of joy my little story i have short hair hi my name is george my little story is that i am a beekeeper grinning face with smiling eyes are you married ,prob_B,"Hallo was ist dein Name Gesicht mit Tränen der Freude meine kleine Geschichte habe ich kurze Haare hallo mein Name ist george meine kleine Geschichte ist, dass ich bin ein Imker grinst Gesicht mit lächelnden Augen sind Sie verheiratet "
1138,hello george my name is pink that is a good name my favourite artist s name is pink grinning face with smiling eyes,prob_B,"hallo george mein name ist rosa, das ist ein guter name mein Favorit artist s name ist rosa grinsendes gesicht mit lächelnden augen"
1139,when i turned my family moved across the country where do you live  i have zero family that i am close to i live in canada how about you where do you live ,prob_B,"als ich meine Familie durch das Land gezogen, wo Sie leben Ich habe null Familie, die ich in der Nähe bin ich lebe in Kanada wie über Sie, wo Sie leben "
1140,i am in wyoming its pretty beautiful where do you live speak no evil monkey where was it i am hearing it first time,prob_B,"Ich bin in wyoming seine ziemlich schön, wo Sie leben sprechen kein böser Affe wo war es ich höre es zum ersten Mal"
1141,no way i do it a lot at least when i am feeling well enough also try to guess i go to  i gess i am not very good at guessing face with tears of joy,prob_B,"auf keinen Fall mache ich es viel, zumindest wenn ich mich wohl genug fühle, auch versuche zu raten ich gehe zu i gess ich bin nicht sehr gut beim Raten von Gesicht mit Tränen der Freude"
1142,gym regularly funny you  but you didn tell me if you are married ,prob_B,"Turnhalle regelmäßig lustig Sie, aber Sie haben mir gesagt, wenn Sie verheiratet sind "
1143,haha i am a kid i am in third grade and love soccer you  wow really face with open mouth i am really into soccer grinning face with smiling eyes,prob_B,haha Ich bin ein Kind Ich bin in der dritten Klasse und liebe Fußball Sie wow wirklich Gesicht mit offenem Mund Ich bin wirklich in Fußball grinst Gesicht mit lächelnden Augen
1144,where have you skiied at  what do you mean ,prob_B,"Wo hast du gespuckt, was meinst du damit? "
1145,i talk when i m sleeping sometimes ok a l also try to guess i like doing  impossible to guess,prob_B,"Ich rede, wenn ich schlafe manchmal okay ein Ich versuche auch zu raten ich mag es unmöglich zu erraten"
1146,treadmill and rowing machine funny you  do you study ,prob_B,Laufband und Rudern Maschine lustig Sie studieren 
1147,math a lot of math how is your day going  hello how is your going winking face,prob_B,"Mathe eine Menge Mathe, wie ist Ihr Tag gehen Hallo, wie ist Ihr gehen winken Gesicht"
1148,fine thanks how are you i am doing well just got done with my nightly run are you years old ,prob_NB,"Schönen Dank, wie geht es dir, ich bin gut nur mit meinem nächtlichen Lauf fertig sind Sie Jahre alt "
1149,no i am  oh wow that is pretty young ,prob_NB,"Nein, ich bin oh wow, das ist ziemlich jung "
1150, do you like to dance i like to dance but i am not very good at it ,prob_NB," tanzen Sie gerne ich mag zu tanzen, aber ich bin nicht sehr gut darin "
1151,are you years old yes i am i am also a kid i am still young ,prob_B,sind Sie Jahre alt ja ich bin ich bin auch ein Kind ich bin noch jung 
1152,what are you i am a stay at home mom ,prob_NB,was bist du ich bin ein aufenthalt zu hause mutter 
1153,i am tall and have six feet  do you have dog,prob_B,Ich bin groß und habe sechs Fuß haben Sie Hund
1154,i do i have a dog  are you professional at something ,prob_B,Ich habe einen Hund sind Sie professionell bei etwas 
1155,i am not i am still in high school  do you like sports ,prob_B,Ich bin nicht ich bin immer noch in der High School tun Sie gerne Sport 
1156,i like sports but i like sports have ever you met a celebrity ,prob_B,"Ich mag Sport, aber ich mag Sport haben Sie jemals eine Berühmtheit getroffen "
1157,no i have not i am more of a movie buff  hey face with stuck out tongue and winking eye,prob_B,Nein ich habe nicht ich bin mehr von einem Film Buff hey Gesicht mit steckenden Zunge und Augenzwinkern
1158,hi how are you  i am doing well how are you ,prob_NB,"Hallo, wie geht's dir? Wie geht's dir? "
1159,fine thanks do you have any hobbies ,prob_NB,Schönen Dank haben Sie irgendwelche Hobbys 
1160,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,ich liebe Wein trinken und tanzen im Mondlicht ich liebe das Wasser vor allem in der Nähe des Ozeans sind Sie Jahre alt 
1161,yes  i have never done that ,prob_B,"Ja, das habe ich noch nie gemacht. "
1162,i am from the united states how about you  me too what is your favorite food ,prob_B,"Ich bin aus den Vereinigten Staaten, wie wäre es mit dir, auch ich, was ist dein Lieblingsessen "
1163,i love pizza what about you  spagetti,prob_B,Ich liebe Pizza was ist mit dir spagetti
1164,spaghetti is my favorite  do you like watching tv ,prob_B,"Spaghetti ist mein Favorit, mögen Sie Fernsehen "
1165,yes i love watching shows on tv what is your favorite tv program ,prob_B,ja ich liebe watching shows im tv was ist Ihre Lieblings-TV-Programm 
1166,i like to run but not at all  what is your favorite movie ,prob_B,"ich mag zu laufen, aber überhaupt nicht, was ist Ihr Lieblingsfilm "
1167,i like the movies how about you  hiya i like to play the couch and watch tv,prob_B,"Ich mag die Filme, wie über dich hiya ich mag, um die Couch zu spielen und Fernsehen"
1168,hi nice to meet you i am good i just got back from the gym ,prob_NB,"Hallo schön, dich zu treffen Ich bin gut Ich kam gerade aus dem Fitnessstudio zurück "
1169,so you are healthy  i am healthy i am healthy ,prob_NB,also bist du gesund Ich bin gesund Ich bin gesund 
1170,nice do you like to exercise  i do i love to exercise and exercise ,prob_NB,nice do you like to exercise i do i love to exercise and exercise 
1171,good you must be in a good shape i am i am a gym instructor ,prob_NB,gut müssen Sie in einer guten Form sein Ich bin ich ein Fitness-Lehrer 
1172,cool can you say me something good  they re always fun lots of cool stuff,prob_B,"Cool kannst du mir etwas Gutes sagen, sie sind immer lustig viele coole Sachen"
1173,okay but yesterday i had birthday i am sorry to hear that i am a couch potato ,prob_B,"Okay, aber gestern hatte ich Geburtstag, es tut mir leid zu hören, dass ich eine Couchkartoffel bin "
1174,okay i got it you don t want to say me good things what do you want to go to school for ,prob_B,"Okay, ich hab's, du willst mir keine guten Dinge sagen, wofür du zur Schule gehen willst. "
1175,i want to be a sciencist do you have to go school for that ,prob_NB,"Ich will ein Sciencist zu sein, müssen Sie zur Schule gehen, für die "
