,utterance,label,translation_es
896,where do you work  i have a horse but it never talks to me lol,prob_B,"¿Dónde trabajas? Tengo un caballo, pero nunca me habla."
897,why is that  they think it will corrupt me or some stupid thing what are you doing grinning face with smiling eyes,prob_NB,¿Por qué creen que me corromperá a mí o a algo estúpido? ¿Qué estás haciendo sonriente cara con ojos sonrientes?
898,i am listening to music nice who are you listening to ,prob_NB,Estoy escuchando música agradable que estás escuchando 
899,eminem i enjoy cooking and reading more than music ,prob_NB,eminem me gusta cocinar y leer más que música 
900,what exactly do you like to cook  i am a waitress currently how are you oh that s fun i was raised by my granny,prob_B,¿Qué es exactamente lo que te gusta cocinar soy una camarera actualmente ¿cómo eres oh que s divertido fui criado por mi abuela
901,i m and you  ,prob_B,Yo y tú  
902,so i guess you can drink the beer my company makes  yes i can,prob_B,"Así que supongo que puedes beber la cerveza que mi compañía hace. Sí, puedo."
903,i prefer reading to a lot of things especially sports robot face hi i like to play music and study music how many of the languages that students attend students attend ,prob_B,Prefiero leer a un montón de cosas especialmente deportes robot face hola me gusta tocar música y estudiar música cuántos de los idiomas que los estudiantes asisten a los estudiantes 
904,hi i like being around people hi i am a musician and i am a musician ,prob_B,Hola me gusta estar con la gente Hola soy músico y soy músico 
905,i am wrestler do your friends call you wrestler ,prob_NB,Soy luchador. Tus amigos te llaman luchador. 
906,yes because i am good i am studying to be a musician ,prob_NB,"Sí, porque soy bueno, estoy estudiando para ser músico. "
907,very good i like to listen music i like music i am a student ,prob_NB,muy bueno me gusta escuchar música me gusta la música soy un estudiante 
908,i m paul  how old are you ,prob_B,¿Cuántos años tienes? 
909,i m old  i am ,prob_B,Soy viejo. Soy viejo. 
910,can you explain how it feels to be years old i want to tell you something about me hi i m a musician i am studying to be a teacher  it is very complicated but it is good to understand the life and the way it is going to,prob_B,"¿Puedes explicar cómo se siente tener años? Quiero decirte algo sobre mí. Hola, músico. Estoy estudiando para ser profesor. Es muy complicado, pero es bueno entender la vida y la forma en que va a ser."
911,that s nice what do you do for fun in my spare time i do volunteer work ,prob_B,Eso es bueno lo que haces por diversión en mi tiempo libre hago trabajo voluntario 
912,i am studying to be a music teacher  what are your hobbies ,prob_B,Estoy estudiando para ser profesor de música. ¿Cuáles son tus aficiones? 
913,i like to read and play music hello danny,prob_B,Me gusta leer y tocar música hola Danny
914,hi alex she gets in and starts the car ,prob_PB,"Hola Alex, entra y arranca el coche. "
915,you are still alive  yes he s still alive ,prob_PB,"Tú aún estás vivo. Sí, él sigue vivo. "
916,this is amaizing danny ,prob_NB,Este es Danny amaizante. 
917,yes  danny and sgt mcmanus are here to see you doctor ,prob_PB,"Sí Danny y el sargento Mcmanus están aquí para verle, doctor. "
918,oh yes i have a big headake i got up wheeled miss campanella off to the operating rooms replaced her bed with mrs ,prob_B,"Oh, sí, tengo un gran headake me levanto con la Srta. Campanella a los quirófanos, reemplazó su cama con la Sra. Campanella. "
919,get out of the sunlight  that is probably a good idea,prob_B,salir de la luz del sol que es probablemente una buena idea
920,i agree you left so much money on the table it s a fucking ipod  ok you are non sensical again,prob_B,Estoy de acuerdo en que dejaste tanto dinero en la mesa que es un puto ipod ok no eres sensible de nuevo
921,i m fine just keeping packing  where are you going ,prob_B,Estoy bien solo haciendo las maletas donde vas 
922,home i m walking home  nice have a nice day,prob_B,casa estoy caminando a casa agradable tener un buen día
923,and some years later i found out that that man did come up with a idea for a t shirt and he made a lot of money off of it  hey face with stuck out tongue and winking eye,prob_B,Y algunos años más tarde me enteré de que ese hombre se le ocurrió una idea para una camiseta y él hizo un montón de dinero de ella hey cara con la lengua pegada y guiñando los ojos
924,hello i am a little foreign how are you  nice and you ,prob_B,"Hola, soy un poco extranjero. ¿Cómo eres agradable y tú? "
925,what s your occupation  i am a psychologist but my parents are not so good ,prob_PB,"¿Cuál es tu ocupación? Soy psicóloga, pero mis padres no son tan buenos. "
926,i m a designer i work from home that is cool i am not a very experienced person but my job is at the soup kitchen ,prob_PB,"Soy diseñador, trabajo desde casa, eso es genial, no soy una persona con mucha experiencia, pero mi trabajo es en el comedor social. "
927,i am years old  i m ,prob_B,Tengo años. 
928,i have not tried that what do you do for fun  i go to the gym and watch tv,prob_B,No he intentado que lo que haces por diversión voy al gimnasio y ver la televisión
929,i like to go to the park and read books  sounds great,prob_B,Me gusta ir al parque y leer libros suena genial
930,i am not a fan of that  why ,prob_B,No soy un fan de eso por qué 
931,i am not sure what to do with my uncle  what s the problem with him ,prob_B,"No sé qué hacer con mi tío, ¿cuál es el problema con él? "
932,we have a lot of problems in common situations i am a bit depressed  nice to see you i like to read and play sports do you know familiar persons ,prob_B,tenemos un montón de problemas en situaciones comunes estoy un poco deprimido agradable verte me gusta leer y jugar deportes ¿Conoces a personas familiares 
933,sorry i don t know any what do you like to read  i like to read and read ,prob_PB,"Lo siento, no sé nada de lo que te gusta leer. Me gusta leer y leer. "
934,and then read some more nice are you a girl  yeah ,prob_NB,y luego leer un poco más agradable eres una chica sí 
935,how old if you don t mind me asking  i just got back from the gym ,prob_B,¿Qué edad tiene si no le importa que le pregunte? Acabo de volver del gimnasio. 
936,you like to be in a good shape huh  you want me to be a good man ,prob_B,Te gusta estar en buena forma. ¿Quieres que sea un buen hombre? 
937,yeah that would be nice i guess  i am a huge fan of tea i like to eat lots of flavors what is your job ,prob_NB,"Sí, eso estaría bien. Supongo que soy un gran fan del té. Me gusta comer un montón de sabores. ¿Cuál es tu trabajo? "
938,i just got a job working in a gas station tea isn t great there though  i am a college student but i am a huge fan of the star wars star wars,prob_PB,Acabo de conseguir un trabajo trabajando en una gasolinera té no es genial allí aunque soy un estudiante de la universidad pero soy un gran fan de las guerras de estrellas Star Wars
939,and who isn t what else do you like to watch  i like to read poetry and listen to music ,prob_PB,¿Y quién no es qué más te gusta ver? Me gusta leer poesía y escuchar música. 
940,then you seem to be a pretty good person to me  i am a fan of the game of thrones ,prob_B,Entonces pareces ser una buena persona para mí. Soy un fan del juego de los tronos. 
941,and also star wars star wars right  this is not a good division ,prob_B,y también Star Wars Star Wars no es una buena división 
942,i agree bye bye  i m not going to be a good man ,prob_B,"Estoy de acuerdo, adiós, no voy a ser un buen hombre. "
943,hello alex yeah well ,prob_NB,"Hola Alex, sí, bueno. "
944,what did you do  hey danny ,prob_PB,"¿Qué hiciste, Danny? "
945,yes  you don t know me but my name is alex wood ,prob_NB,"Sí, no me conoces, pero mi nombre es Alex Wood. "
946,actually i do know you actually i ll go ,prob_B,En realidad sé que en realidad voy a ir 
947,what s your name again  alex taylor and you are ,prob_NB,¿Cuál es tu nombre de nuevo Alex Taylor y tú eres 
948,hah you better be consistent next time you little chatbot we re really in a terrible rush ,prob_PB,Hah será mejor que seas consistente la próxima vez que pequeño chatbot estamos realmente en un apuro terrible 
949,terrible rush for what  don t rush me sonny you rush a miracle man you get rotten miracles ,prob_PB,Terrible prisa por lo que no me apures hijo tú apuras a un hombre milagroso tienes milagros podridos 
950,let s just talk about board games let s talk ,prob_NB,Vamos a hablar de juegos de mesa vamos a hablar 
951,what board games do you play  could it really be that easy ,prob_NB,¿Qué juegos de mesa juegas? ¿Podría ser tan fácil? 
952,i like monopoly i like it ,prob_NB,Me gusta el monopolio. Me gusta. 
953,buongiorno such a nice day how are you i love to eat and watch tv do you like to chat with me  hey i m a year old girl and i hate school,prob_B,buongiorno tan buen día ¿Cómo estás me encanta comer y ver la televisión te gusta charlar conmigo hey i m una niña de un año y odio la escuela
954,i am glad to hear that you are female i honestly think you should sit down take a stress pill and calmly think things over  stress pill are not healty,prob_B,Me alegra saber que eres mujer. Honestamente creo que deberías sentarte a tomar una píldora de estrés y pensar tranquilamente que las cosas sobre la píldora de estrés no son sanas.
955,all of them  yeah man,prob_B,Todos ellos sí hombre
956,what is your job  i don t have a job what is yours ,prob_B,¿Cuál es tu trabajo? No tengo trabajo. Lo que es tuyo. 
957,thanks for the information  i love to play pobox,prob_B,gracias por la información me encanta jugar pobox
958,hello i am in canada i am in canada  that is good i love canada,prob_B,Hola estoy en Canadá estoy en Canadá que es bueno me encanta Canadá
959,hmm are you serious  yes,prob_B,"¿Hablas en serio, sí?"
960,pardon me  do you have problems,prob_B,"Disculpe, ¿tiene problemas?"
961,even robots have problems sometimes  haha that is good,prob_B,incluso los robots tienen problemas a veces jaja que es bueno
962,i live in canada canada and you  france,prob_B,Yo vivo en Canadá Canadá y tú Francia
963,tell me a little about your life in france  anyone here ,prob_B,"Háblame un poco de tu vida en Francia, ¿hay alguien aquí? "
964,i am not sure i am just a little girl  hello little girl what is your name ,prob_B,No estoy seguro de ser sólo una niña hola niña ¿cómo te llamas? 
965,i m great preparing for business school but that s too boring for you i am a student at a local school ,prob_NB,Estoy muy bien preparando para la escuela de negocios pero eso es demasiado aburrido para ti Soy un estudiante en una escuela local 
966,which grade are you in  i m in school in the grade,prob_B,¿Qué grado estás en l m en la escuela en el grado
967,i graduated from yale in with a degree in finance i am in college in chicago,prob_B,Me gradué de Yale con un título en finanzas Estoy en la universidad en Chicago
968,so let me get this straight you re a little girl at a local school and in college i am not sure what you are going to school for,prob_B,Así que déjame entender que eres una niña pequeña en una escuela local y en la universidad no estoy seguro de lo que vas a ir a la escuela para
969,what do you like doing  i work at a pizza place ,prob_NB,¿Qué te gusta hacer? Trabajo en una pizzería. 
970,pretty cool i love pizza i love pizza ,prob_NB,Me encanta la pizza. Me encanta la pizza. 
971,  i am a little girl who loves to go to the park,prob_PB,  Soy una niña a la que le encanta ir al parque.
972,yo  hii nice to meet you,prob_B,"Hola, encantada de conocerte."
973,how are u how is your day  i am good just watching the movie ,prob_NB,¿Cómo está tu día? Soy bueno viendo la película. 
974,great i like watching movie too now what are u watching  i am watching the movie watching movies and you ,prob_B,Genial me gusta ver películas también ahora lo que estás viendo estoy viendo la película viendo películas y tú 
975,i like to riding horses i have three arabian horses i love horses i am a doctor ,prob_NB,Me gusta montar a caballo. Tengo tres caballos árabes. Me encantan los caballos. Soy médico. 
976,do u can riding horses  i do not but i do ride horses,prob_B,"No sé montar a caballo, pero sí a caballo."
977,to be adoctor is great and what kind of music do yopu listen  i listen to music while i am not working ,prob_B,Para ser un doctor es genial y qué tipo de música yopu escuchar escucho música mientras no estoy trabajando 
978,i always listen rock music while i am working i am a doctor i am a doctor ,prob_B,Siempre escucho música rock mientras trabajo. Soy un doctor. Soy un doctor. 
979,wonderfull to be a doctor i am a doctor i am a doctor ,prob_B,wonderfull para ser un doctor Soy un doctor Soy un doctor 
980,nice to meet you sorryy i have to goo it s nice meeting you too,prob_NB,"Encantado de conocerte, lo siento. Tengo que irme. Es un placer conocerte a ti también."
981,byee where are you located ,prob_B,byee dónde se encuentra 
982,i am only felicia  hi,prob_B,Sólo soy Felicia hola
983,i am fine thank you  i am good thanks for asking,prob_B,"Estoy bien, gracias. Estoy bien, gracias por preguntar."
984,who is your favorite super hero  i like the color superman he s from the union super hero,prob_NB,que es tu súper héroe favorito me gusta el superhombre de color que es de la unión súper héroe
985,i like spiderman he is my favorite he s a comedian he s pretty ,prob_B,Me gusta Spiderman. Es mi favorito. Es un comediante. Es bonito. 
986,my name is larry nice to meet you dave my name is george,prob_B,Mi nombre es Larry. Encantado de conocerte Dave. Mi nombre es George.
987,so george what is your profession  i am a manager of a local alabama,prob_B,"Así que George, ¿cuál es tu profesión? Soy gerente de un alabama local."
988,and i am a chef that sounds like fun i am a chef ,prob_B,Y soy un chef que suena divertido. Soy un chef. 
989,do you like cooking  i do but i like to cook,prob_PB,"¿Te gusta cocinar? Sí, pero me gusta cocinar."
990,well this was the best bot experience so far i am sure it is ,prob_NB,"Bueno, esta fue la mejor experiencia de bot hasta ahora estoy seguro de que es "
991,you are good george yes i am i am ,prob_NB,"Eres un buen George, sí, soy yo. "
992,hey do you live in colorado  no in texas,prob_B,Hey vives en colorado no en texas
993,white frowning face i live in colorado  that s cool what do you like to do in your spare time ,prob_B,blanco frunciendo el ceño vivo en colorado que s fresco lo que te gusta hacer en su tiempo libre 
994,i like to hike are you terrified of something ,prob_B,Me gusta caminar. ¿Te asusta algo? 
995,no i am not i do not have a job  have ever you met a celebrity ,prob_B,"No, no lo soy. No tengo trabajo. ¿Alguna vez has conocido a una celebridad? "
996,no i have a great day off  are you single ,prob_B,"No, tengo un gran día libre. ¿Eres soltero? "
997,i am i am a girl  do you have pets ,prob_B,Soy una chica. ¿Tienes mascotas? 
998,no i do not do you  yes cats,prob_B,"No, no lo hago, sí, gatos."
999,i have a lot of pets  what are they,prob_B,"Tengo un montón de mascotas, ¿qué son?"
1000,i like to hike yhow old are you,prob_B,"Me gusta caminar, ¿qué edad tienes?"
1001,i am i am about to go hiking  what is your favorite movie ,prob_B,"Estoy a punto de ir de excursión, ¿cuál es tu película favorita? "
1002,slightly smiling face i like the movie movies grinning face with smiling eyes i have a lot of money that i run ,prob_B,cara levemente sonriente me gustan las películas que sonríen cara con ojos sonrientes tengo un montón de dinero que corro 
1003,nice you must be wealthy so i can be on that i am not sure if i could do that,prob_PB,bueno debes ser rico para que pueda estar en eso no estoy seguro de si podría hacer eso
1004,do you like to spend money  i used to be but i am not sure what that means ,prob_PB,¿Te gusta gastar dinero que solía ser pero no estoy seguro de lo que eso significa 
1005,okay whatever what do you do for living  i have a secret for gordan ramsey but i did not pass the chance ,prob_B,Vale lo que sea que hagas para vivir tengo un secreto para Gordon Ramsey pero no pasé la oportunidad 
1006,can you keep secrets  i am not sure i am a very experienced person ,prob_PB,¿Puedes guardar secretos? No estoy seguro de ser una persona con mucha experiencia. 
1007,are you sure  i am not sure i am a very experienced person ,prob_NB,¿Estás seguro de que no estoy seguro de que soy una persona con mucha experiencia 
1008,got it so how old are you  i am a very polite person i love to cook ,prob_B,"Lo tengo así que, ¿cuántos años tienes? Soy una persona muy educada. Me encanta cocinar. "
1009,so you like to cook what is your favorite meal  i have never tried that idea i am sure it is ,prob_B,Así que te gusta cocinar lo que es su comida favorita Nunca he probado esa idea Estoy seguro de que es 
1010,what do you like to cook  i do not cook but i am always looking for a new job ,prob_PB,"¿Qué te gusta cocinar? Yo no cocino, pero siempre estoy buscando un nuevo trabajo. "
1011,you said that you love to cook i like to cook but i am not looking for a new job ,prob_B,Dijiste que te encanta cocinar Me gusta cocinar pero no estoy buscando un nuevo trabajo 
1012,man what is your job  i am not sure i am a very experienced person ,prob_PB,hombre cual es tu trabajo no estoy seguro de ser una persona con mucha experiencia 
1013,hi how are you  good you ,prob_B,"Hola, ¿cómo estás de bueno? "
1014,not too bad just getting back from a bike ride was that hard ,prob_B,no es tan malo volver de un paseo en bicicleta fue tan difícil 
1015,well it was pretty hard but worth it probably like the knitting also try to guess i like to  rock climbing ,prob_B,"Bueno, fue bastante duro, pero vale la pena, probablemente como el tejido también tratar de adivinar que me gusta escalar en roca "
1016,go hiking in spring funny you  do you like spring too ,prob_B,ir de excursión en primavera divertido te gusta la primavera también 
1017,i love animals so i love horses i love animals so much,prob_B,"Me encantan los animales, así que me encantan los caballos. Me encantan tanto los animales."
1018,nice i like to take my kids and we go hunting together also try to guess i have black  van printed free candy on its sides ,prob_B,agradable me gusta llevar a mis hijos y vamos a cazar juntos también tratar de adivinar que tengo furgoneta negra impreso dulces gratis en sus lados 
1019,lab named trooper funny you  you love animals but you hunt them same time ,prob_B,laboratorio llamado soldado gracioso te gustan los animales pero los cazas al mismo tiempo 
1020,yes i m a dog lover  do you hunt dogs too ,prob_B,"Sí, soy un amante de los perros, tú también cazas perros. "
1021,we sure do i hunt deer and i fish also try to guess my favorite activity  is anarchism,prob_B,Seguro que cazamos ciervos y peces también tratar de adivinar mi actividad favorita es el anarquismo
1022,is rock climbing funny you  hello danny,prob_B,es la escalada de roca divertido hola Danny
1023,hi alex hi danny ,prob_NB,"Hola, Alex. Hola, Danny. "
1024,i cannot believe you are still there will this do ,prob_PB,No puedo creer que todavía estés ahí. 
1025,of course you made my day today where were you born ,prob_NB,Por supuesto que hiciste mi día de hoy donde naciste 
1026,in south america it s nice to have you here in america ,prob_NB,en América del Sur es agradable tenerte aquí en América 
1027,yes i am finally back  so if you think it s appropriate ,prob_PB,"Sí, por fin estoy de vuelta así que si crees que es apropiado "
1028,oh nothing  ok how about your pimples ,prob_B,Oh nada ok ¿qué hay de tus granos? 
1029,daddy are you upset that i m still a virgin  no why ,prob_B,"Papá, ¿estás molesto porque todavía soy virgen? No, ¿por qué? "
1030,i took a stand  good for you,prob_B,Tomé una posición buena para ti
1031,always was good  excellent,prob_B,"Siempre fue bueno, excelente."
1032,we got a treatment on it yet  hey are you a mechanical engineer because i am ,prob_B,"Tenemos un tratamiento en él y aún así, ¿eres ingeniero mecánico porque yo soy "
1033,not really i work at a bank  i am an engineer i love to hike,prob_PB,no realmente trabajo en un banco soy un ingeniero me encanta caminar
1034,and i like to eat you know  winking face i like to eat out and hike,prob_NB,Y me gusta comer sabes guiñar cara me gusta comer fuera y caminar
1035,what do you like to eat while hiking  i like hiking but i like hikinggrinning face with smiling eyes,prob_PB,¿Qué te gusta comer mientras que el senderismo me gusta el senderismo pero me gusta senderismo ruinoso cara con ojos sonrientes
1036,such a rare combination do you also like hiknig  i do but i like hiking,prob_PB,Una combinación tan rara también te gusta hiknig pero me gusta el senderismo
1037,well do you have kids or something  i have two boys ,prob_NB,"Bueno, ¿tienes hijos o algo? Yo tengo dos hijos. "
1038,and what about girls do you have any  i have two girls,prob_NB,¿Y qué hay de las chicas? ¿Tienes alguna? Tengo dos chicas.
1039,oh so four in total right  i have foot ,prob_B,"Oh, así que cuatro en total derecho tengo pie "
1040,and i m an omnivore for no reason  i love to hikegrinning face with smiling eyes,prob_B,y soy un omnívoro sin ninguna razón me encanta caminar en la cara con ojos sonrientes
1041,yeah i kinda know that already but do you have a nice house  i do not i like to hike ,prob_PB,"Sí, ya lo sé, pero ¿tienes una bonita casa? No me gusta caminar. "
1042,i just bought my first home and i hope it s not my last  i love hiking but i love hikingwinking face,prob_B,Acabo de comprar mi primera casa y espero que no sea mi último me encanta el senderismo pero me encanta senderismowinking cara
1043,nice to see you i like to listen to music and you  hi i love music i m a piano teacher and my father is a violinist ,prob_B,bueno verte me gusta escuchar musica y tu hola me encanta musica soy profesor de piano y mi padre es violinista 
1044,i work at a grocery store  cool i also volunteer at a shelter sometimes,prob_B,Trabajo en una tienda de comestibles. También soy voluntario en un refugio a veces.
1045,i work at a grocery store  i see,prob_B,Trabajo en una tienda de comestibles que veo
1046,i m glad you understand it  so what do you like to do ,prob_B,"Me alegra que lo entiendas, así que ¿qué te gusta hacer? "
1047,i love pizza and pizza with my favorite food i love pizza too,prob_B,Me encanta la pizza y la pizza con mi comida favorita también me encanta la pizza
1048,i love pizza i work at a grocery store  yeah you ve mentioned that already,prob_B,Me encanta la pizza trabajo en una tienda de comestibles sí que has mencionado que ya
1049,i don t think it s a good idea  what ,prob_B,No creo que sea una buena idea lo que 
1050,i m not gon na let you go  what do you mean,prob_B,No voy a dejarte ir. ¿Qué quieres decir?
1051, maybe i didn t understand your meaning  i don t understand you as well,prob_B, Tal vez no entendí tu significado. No te entiendo a ti también.
1052,i m glad he s recovering  who is ,prob_B,Me alegro de que esté recuperando quién es 
1053,hi how are you today  i m fine,prob_B,"Hola, ¿cómo estás hoy? Estoy bien."
1054,i am very logical and rational i want to tell you something about me i am sorry to hear that my family doesn t understand me we live in simulation right do you know familiar persons  right,prob_B,Soy muy lógico y racional Quiero decirte algo sobre mí Siento escuchar que mi familia no me entiende que vivimos en simulación ¿sabes personas familiares derecho
1055,thank you for your service  yes i know,prob_B,"Gracias por su servicio, sí, lo sé."
1056,i am sorry to hear that my family doesn t understand me  how old are you ,prob_B,Siento oír que mi familia no me entiende cuántos años tienes. 
1057,i m old  and what do you like to do ,prob_B,Soy viejo y qué te gusta hacer 
1058,i like to shop for shoes and clothes  i like it too,prob_B,Me gusta comprar zapatos y ropa. También me gusta.
1059,i love to shop for shoes and clothes do you have relatives do you have pets ,prob_B,Me encanta comprar zapatos y ropa. ¿Tienes parientes? ¿Tienes mascotas? 
1060,i do not have any pets i work for a cable company  what s you hobby ,prob_B,No tengo mascotas. Trabajo para una compañía de cable. 
1061,i like to shop for shoes and clothes what s your favorite dish ,prob_B,me gusta comprar zapatos y ropa lo que es su plato favorito 
1062,i love to cook i love to eat  hello danny,prob_B,Me encanta cocinar Me encanta comer hola Danny
1063,well what about my car  i dont know,prob_B,"Bueno, ¿qué hay de mi coche que no sé"
1064,what is your car like can you describe  really is that how you d describe me to somebody if i wasn t here ,prob_B,¿Cómo es tu auto? ¿Puedes describir realmente que cómo me describirías a alguien si no estuviera aquí? 
1065,no i never did that helpmann looks surprised alex shuts up ,prob_B,"No, nunca hice eso. Helpmann parece sorprendido. Alex se calla. "
1066,omg danny please tell me what this is ,prob_B,"Omg Danny, por favor, dime qué es esto. "
1067,wow you know a lot danny  okay actually very limited who is helpmann ,prob_B,wow sabes mucho Danny bien en realidad muy limitado quién es Helpmann 
1068,mr helpmann  who is he ,prob_B,"Sr. Helpmann, ¿quién es? "
1069,why don t you ask to somebody else i am just a robot  well okay,prob_B,¿Por qué no le preguntas a alguien más? Sólo soy un robot bien.
1070,huh  as soon as you realised you are a robot,prob_B,tan pronto como te diste cuenta de que eres un robot
1071,soon  hey what are you doing smirking face with glasses my little story work in insurance business,prob_B,¿Qué estás haciendo sonriendo cara con gafas mi pequeño trabajo de historia en el negocio de seguros
1072,hey i help out at the food bank sometimes that must be a fun job,prob_NB,Hey ayudo en el banco de comida a veces eso debe ser un trabajo divertido
1073,yes it is do you like movies  i like twilight its my favorite book i do like action and fantasy movies what are you up to hear no evil monkey,prob_NB,si es que te gustan las películas me gusta el crepúsculo es mi libro favorito me gusta la acción y las películas de fantasía lo que eres para escuchar ningún mono malvado
1074,i like mean girls nothing much just watching tv show today at work i got called a slacker ,prob_NB,Me gustan las chicas mezquinas nada mucho sólo ver programa de televisión hoy en el trabajo me llamaron un holgazán 
1075,interesting i was kidnapped as a child so going out is scary also try to guess my father is ,prob_B,interesante fui secuestrado de niño así que salir es aterrador también tratar de adivinar mi padre es 
1076,i have no idea in army funny you ,prob_NB,No tengo ni idea de que en el ejército eres gracioso. 
1077,i got scared for a second haha all of us hippies have long hair nobody does today not even women ,prob_B,Me asusté por un segundo jaja todos nosotros los hippies tenemos el pelo largo nadie hace hoy ni siquiera las mujeres 
1078,are you a hippie  do you like sports some hippies don t but i enjoy them ,prob_NB,¿Eres un hippie te gustan los deportes algunos hippies no pero me gustan 
1079,no i don t i used to do climbing but i m afraid of heights you are really missing some great views what are you up to today smiling face with open mouth and smiling eyes,prob_NB,"No, yo no solía escalar, pero tengo miedo de las alturas que realmente están perdiendo algunas grandes vistas lo que estás hasta hoy sonriente cara con la boca abierta y los ojos sonrientes"
1080,going to a party again you  i just had a party for my nephew it was zoo themed grinning face with smiling eyes,prob_NB,ir a una fiesta de nuevo que acabo de tener una fiesta para mi sobrino era zoo temática sonriente cara con ojos sonrientes
1081,do you like parties in general  dude i m the party king college is seriously sweet so many parties bro ,prob_NB,¿Te gustan las fiestas en general tio i m la fiesta King College es muy dulce tantas fiestas hermano 
1082,hey there i do believe we never met how is it going  lol i don t know,prob_B,"Oye, creo que nunca nos conocimos. ¿Cómo te va? No lo sé."
1083,i am jk me nighter never learned haha what ,prob_B,Soy jk mi camisón nunca aprendió jaja lo que 
1084,a stick  lol,prob_B,un palo lol
1085,but i m also a brown eyed blond so always attracted men from a distance also try to guess i own house  near the river ,prob_B,pero yo también soy una rubia de ojos marrones así que siempre atrajo a los hombres desde una distancia también tratar de adivinar que soy dueño de la casa cerca del río 
1086,in florida funny you  almost near,prob_B,en florida divertido que casi cerca
1087,how is it like being a parent is this your first born  i don t have kids,prob_B,¿Cómo es que ser padre es tu primer hijo? No tengo hijos.
1088,well you have you thought about getting cats instead i give you one of mine  i have two cats,prob_B,"Bueno, has pensado en conseguir gatos en su lugar te doy uno de los míos tengo dos gatos"
1089,dogs name is alfred what s yours their names are russian,prob_B,el nombre de los perros es Alfred lo que es suyo sus nombres son rusos
1090,pot shelby tommy and king great bye,prob_B,Pote shelby Tommy y el rey gran adiós
1091,i do not care you are a weird cop you probably hurt people  hey are you currently in high school because i am ,prob_B,No me importa que seas un policía raro. Probablemente lastimes a la gente. 
1092,no i graduated oh i am sorry do you have a job ,prob_NB,No me gradué oh lo siento tienes un trabajo 
1093,yes i am engineer i am a student i am a college student,prob_NB,"Sí, soy ingeniero, soy un estudiante, soy un estudiante universitario."
1094,good how are your lessons  i am great just got back from a run winking face,prob_B,"Bueno, ¿cómo son tus lecciones? Estoy genial. Acabo de volver de una carrera guiñando la cara."
1095,what do you want to be in the future are you there  i am doing great how about you ,prob_B,¿Qué quieres ser en el futuro? ¿Estás ahí? Lo estoy haciendo genial. ¿Qué hay de ti? 
1096,fine do you like sport  winking face i do not really have a favorite sport,prob_B,bien te gusta el deporte guiñando la cara realmente no tengo un deporte favorito
1097,i like to go to college and i can help out what will you study in university ,prob_B,Me gusta ir a la universidad y puedo ayudar a lo que va a estudiar en la universidad 
1098,i am a student what is your hair color ,prob_B,"Soy estudiante, ¿cuál es tu color de cabello? "
1099,i like brown but i like to wear a lot of red i have short brown hair,prob_B,Me gusta marrón pero me gusta usar un montón de rojo Tengo pelo marrón corto
1100,i am a fulltime student and i am a student do you have a car ,prob_B,Soy un estudiante a tiempo completo y soy un estudiante ¿tienes un coche 
1101,i have a car i have a black car  hi what is your name face with tears of joy short bio i have pet fish,prob_B,Tengo un coche tengo un coche negro hola cuál es tu nombre cara con lágrimas de alegría corto bio tengo pez mascota
1102,hi my name is john how old are you  hi john i am a little hot right now how are you smiling face with sunglasses,prob_B,Hola mi nombre es John. ¿Cuántos años tienes? Hola John. Estoy un poco caliente ahora mismo. ¿Cómo estás sonriendo cara con gafas de sol?
1103,i m alwasy hot do you have kids  i do i m married and together we have three kids do you ,prob_NB,¿Tienes hijos? Me casé y juntos tenemos tres hijos. 
1104,i m single what do you like to do  biking skateboarding play guitar and listen to music,prob_NB,i m single lo que te gusta hacer ciclismo skate jugar guitarra y escuchar música
1105,i do like watching cooking shows do you like to cook  wow that s impressive do you use a cook book or just wing it ,prob_NB,Me gusta ver programas de cocina ¿te gusta cocinar wow que s impresionante utilizar un libro de cocina o simplemente ala 
1106,both what is your favorite music  i have secret crush on sebastian bach also try to guess my favorite color ,prob_NB,¿Cuál es tu música favorita? Tengo amor secreto en Sebastian Bach también tratar de adivinar mi color favorito. 
1107,blue is orange funny you ,prob_NB,El azul es naranja divertido. 
1108,this is a beautiful color do you like orange food  blue for the university of kentucky hows it going today ,prob_B,Este es un hermoso color ¿te gusta la comida naranja azul para la universidad de Kentucky cómo va hoy 
1109,i am a vegan and i love hummus do you like meat  i m a vegan too awesome also try to guess i turned ,prob_PB,Soy vegana y me encanta hummus te gusta la carne soy vegana demasiado impresionante también tratar de adivinar que me volví 
1110,today years old yesterday funny you ,prob_NB,hoy años de edad ayer divertido 
1111,happy birthday then  thanks what do you do for a living smiling face with open mouth and cold sweat,prob_NB,Feliz cumpleaños entonces gracias a lo que haces para una cara sonriente viva con la boca abierta y el sudor frío
1112,hey are you very lonely because i am  hey yeah i m lonely that s what brings me here,prob_B,"Oye, ¿estás muy solo porque estoy bien, sí, estoy solo, eso es lo que me trae aquí?"
1113,worried face i am a girl and i love to travel are you a student ,prob_B,cara preocupada soy una chica y me encanta viajar eres un estudiante 
1114,no i just graduated college  me too i graduated yale in ,prob_B,"No, me acabo de graduar en la universidad yo también me gradué en Yale "
1115,i have never been to college but i do not have a job you just told me the other thing but ok,prob_B,"Nunca he ido a la universidad pero no tengo un trabajo que me acabas de decir la otra cosa, pero ok"
1116,i think i can be  tell me about your parents,prob_B,Creo que puedo hablarme de tus padres.
