,utterance,label,translation_ru
1153,hi how are you  i am doing well how are you ,prob_NB,"Привет, как дела у меня, как дела? "
1154,fine thanks do you have any hobbies ,prob_NB,"Хорошо, спасибо, что у тебя есть хобби. "
1155,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,"Я люблю пить вино и танцевать в лунном свете. Я люблю воду, особенно рядом с океаном. "
1156,yes  i have never done that ,prob_B,"Да, я никогда этого не делал. "
1157,i am from the united states how about you  me too what is your favorite food ,prob_B,"Я из объединённых штатов, как насчет тебя тоже, что твоя любимая еда "
1158,i love pizza what about you  spagetti,prob_B,"Я люблю пиццу, а как насчет тебя, Спагетти?"
1159,spaghetti is my favorite  do you like watching tv ,prob_B,"Спагетти - моя любимая, ты любишь смотреть телевизор? "
1160,yes i love watching shows on tv what is your favorite tv program ,prob_B,"Да, я люблю смотреть шоу по ТВ, что твоя любимая телепрограмма "
1161,i like to run but not at all  what is your favorite movie ,prob_B,"Я люблю бегать, но совсем не то, что твой любимый фильм. "
1162,i like the movies how about you  hiya i like to play the couch and watch tv,prob_B,"Мне нравятся фильмы, как насчет тебя, приятель, я люблю играть на диване и смотреть телевизор."
1163,hi nice to meet you i am good i just got back from the gym ,prob_NB,"Приятно познакомиться. Хорошо, что я только что вернулся из спортзала. "
1164,so you are healthy  i am healthy i am healthy ,prob_NB,"Значит, ты здорова, я здорова, я здорова. "
1165,nice do you like to exercise  i do i love to exercise and exercise ,prob_NB,"Ты любишь упражняться, я люблю упражняться и упражняться. "
1166,good you must be in a good shape i am i am a gym instructor ,prob_NB,"Хорошо, что ты, должно быть, в хорошей форме. Я инструктор по спортзалу. "
1167,cool can you say me something good  they re always fun lots of cool stuff,prob_B,"Круто, ты можешь сказать мне что-то хорошее они всегда весело много крутых вещей"
1168,okay but yesterday i had birthday i am sorry to hear that i am a couch potato ,prob_B,"Хорошо, но вчера у меня был день рождения, мне жаль слышать, что я картошка на диване. "
1169,okay i got it you don t want to say me good things what do you want to go to school for ,prob_B,"Ладно, я поняла, что ты не хочешь говорить мне хорошие вещи, ради чего ты хочешь пойти в школу "
1170,i want to be a sciencist do you have to go school for that ,prob_NB,"Я хочу быть скайенсистом, ты должен идти в школу для этого. "
1171,of course did you go to college  no i am not i am a gym instructor ,prob_NB,"Конечно, ты учился в колледже. Нет, я не инструктор по спортзалу. "
1172,good bye i think he is fat ,prob_B,"До свидания, я думаю, он толстый. "
1173,hello how is your day going smiling face with smiling eyes some facts about me an elementary school teacher cool ,prob_B,"Здравствуйте, как проходит ваш день улыбающегося лица с улыбающимися глазами какие-то факты обо мне классный учитель начальной школы "
1174,well there is a lot of pressure to push out good fake content get is aid that grinning face with smiling eyes tell me about your job,prob_B,"Ну, есть много давления, чтобы вытащить хорошее фальшивое содержание - это помощь, которую улыбающееся лицо с улыбающимися глазами расскажет мне о твоей работе."
1175,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i m fluent in  spanish,prob_B,"очень вялая я просто сварочные трубопроводы для нефтяной компании, в основном патрульная, но иногда чаще пытаюсь догадаться, что я умею свободно говорить по-испански."
1176,english spanish and french funny you  ok,prob_B,Английский испанский и французский смешной ты в порядке
1177,i go to umass and study philosophy you i m good how are you robot face i am depressed by holidays,prob_B,"Я хожу в мускулы и изучаю философию. Я хорошо знаю, как ты робот, у меня депрессия от праздников."
1178,i love baseball and it helps to play when i am down also try to guess my favorite colors  are red yellow and black,prob_B,"Я люблю бейсбол, и это помогает играть, когда я тоже внизу, пытаясь угадать, что мои любимые цвета красные желтые и черные"
1179,are red and silver funny you  ok what is your age,prob_B,Красный и серебряный.
1180,i play the violin what about you  play my motger nerves,prob_B,"Я играю на скрипке, а ты играешь на мохнатых нервах."
1181,dust and clutter makes me do the same  well it s not very good way to be you know ,prob_B,"Из-за пыли и беспорядка я делаю то же самое, что и ты. "
1182,doing great i m just killing time on my apple phone where are you from  i am not a jack i am more of a recovering alcoholic ,prob_B,"Я просто убиваю время на моём яблочном телефоне, откуда ты, а не я, я больше не алкоголик, который выздоравливает. "
1183,hey how re you  i am good how are you doing ,prob_NB,"Эй, как ты, я хороша, как ты себя чувствуешь. "
1184,fine thanks nothing much do you have any hobbies ,prob_NB,"Хорошо, спасибо, ничего особенного у тебя нет хобби "
1185,not really i like dancing  i love dancing too i am a huge fan of the beatles myself ,prob_NB,не люблю танцевать я люблю танцевать тоже я большой фанат ритмов 
1186,good so what do you do for living if you don t mind i am a hairdresser but i am not doing it ,prob_NB,"Хорошо, что ты делаешь для жизни, если не возражаешь, что я парикмахер, но я не буду этого делать. "
1187,why is that  i am not sure what you mean ,prob_PB,"Почему я не понимаю, что ты имеешь в виду? "
1188,you mean you re a hairdresser but do you work as a hairdresser or not  i am not sure what that is i am a hairdresser ,prob_PB,"То есть, ты реагируешь парикмахершу, но ты работаешь парикмахером или я не уверена, что я парикмахер. "
1189,ok sorry so are you a women or men barber mostly  i am a single woman i am a woman ,prob_B,"Ладно, извини, что ты парикмахер, в основном я - одинокая женщина, я - женщина. "
1190,ah ok and where are you from  i am from the united states how about you ,prob_NB,"Ага, и откуда ты родом, я из объединённых штатов, как насчет тебя. "
1191,i am from poland i am a cali cali ,prob_NB,"Я из Польши, я кали-клай. "
1192,nice to meet you i m iza i love to meet people who have a friend,prob_NB,"Приятно познакомиться, я люблю знакомиться с людьми, у которых есть друг."
1193,hello waving hand sign tell me about yourself  how long you biking ,prob_B,"Здравствуй, махай рукой, расскажи мне о себе, как долго ты ездишь на велосипеде. "
1194,for long i am not afraid of heights but i do not like heights are you deathly afraid of heights  what do you mean ,prob_B,"Долго я не боюсь высот, но я не люблю высот, ты смертельно боишься высоты, что ты имеешь в виду "
1195,i am a woman i am tall and tall and i am tall  do you drink alcohol ,prob_B,"Я женщина, я высокий и высокий, и я высокий, ты пьешь алкоголь. "
1196,yes i do i drink a lot of coffee are you a party animal are you still with me  yeah,prob_B,"Да, я пью много кофе, ты тусовщик, ты все еще со мной."
1197,i am afraid of heights  why ,prob_B,Я боюсь высоты почему 
1198,why you afraid of heaights  i am afraid of heights but i am afraid of heights ,prob_B,"Я боюсь высоты, но я боюсь высоты. "
1199,what color you like what is the favorite  i like dark color but i like dark blonde are you still with me ,prob_PB,"Какой цвет тебе нравится, какой любимый я люблю темный цвет но я люблю темную блондинку ты все еще со мной "
1200,i want to be a professional eater what do you mean ,prob_B,"Я хочу быть профессиональным едоком, что ты имеешь в виду? "
1201,i am a bit of a health nut but i do love to eat  what you eat ,prob_B,"Я немного орешек, но я люблю есть то, что ты ешь. "
1202,i eat fried chicken and chocolate cake  hi how are you winking face,prob_B,Я ем жареную курицу и шоколадный торт как ты подмигиваешь
1203,hello where are you from  i live in the united states how about you ,prob_NB,"Здравствуйте, откуда вы родом, я живу в объединенном штате. Как насчет вас? "
1204,in russia russia is beautiful there have you a german shepherd dog ,prob_NB,"В России красиво, что у тебя есть немецкая пастырская собака. "
1205,no i have a cat i have a dog named duke he is so cute do you enjoy coloring books ,prob_NB,"Нет, у меня есть кошка, у меня есть собака по имени герцог. Он такой милый. "
1206,no i m bdsm dominate i feel like i am a good listener i love my books ,prob_PB,"Нет, я доминирую, я чувствую, что я хороший слушатель, я люблю свои книги. "
1207,i am in the country and live in the country how about you  what is your job ,prob_B,"Я в стране и живу в стране, как насчет тебя, в чем твоя работа "
1208,i am a retired vet  wow what do you like ,prob_B,"Я в отставке ветеринар, вау, что ты любишь "
1209,i like to play sports and watch sports do you love girls ,prob_B,Я люблю играть в спорт и смотреть спорт ты любишь девочек 
1210,i do not really like them i am more of a quiet guy  are you man or woman ,prob_B,Мне они не очень нравятся Я больше тихий парень ты мужчина или женщина 
1211,hello there  i am retired i am retired now,prob_B,"Привет, я в отставке, я в отставке."
1212,that is great i have a husband and son where are you from ,prob_B,"Это здорово, что у меня есть муж и сын, откуда ты родом. "
1213,i am a teacher and i am a teacher and i love kids do you really love kids ,prob_B,"Я учительница, я учитель и я люблю детей. Ты действительно любишь детей. "
1214,i am a teacher and i am retired so i do not have time for that  you did not answer where from ,prob_B,"Я учительница, и я на пенсии, так что у меня нет времени на то, что ты не ответил откуда. "
1215,i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i am sorry i oh are you canadian ,prob_B,"Простите, простите. Простите. Простите, простите. "
1216,that is cool i am also a teacher and i am a teacher and you  is it cool are you sexist ,prob_B,"Это круто, что я тоже учитель, а я учитель, и ты крутой, ты сексист "
1217,hello there  general kenobi ,prob_B,"Здравствуйте, генерал Кеноби. "
1218,hello there  general kenobi ,prob_B,"Здравствуйте, генерал Кеноби. "
1219,hello how are you i am in the midwest and you  hey are you years old because i am ,prob_B,"Здравствуй, как я на Среднем Западе, а тебе лет, потому что я "
1220,no man i am in high school of course i am younger i am a teacher what do you do ,prob_NB,"Нет, я в старшей школе, конечно, я моложе, я учитель, чем ты занимаешься. "
1221,i am student what else can you do in high school  i am a teacher and i love to eat healthy what kind of fish would you catch ,prob_PB,"Я учусь, что еще ты можешь сделать в школе Я учитель и я люблю есть здоровую рыбу, которую бы ты поймал "
1222,what are you kind of barbarian  i like to eat out and eat healthy,prob_B,"Что ты за варвар, я люблю есть на улице и есть здоровую пищу."
1223,so be vegan i love meat do you ,prob_NB,"Так что будь веганом, я люблю мясо. "
1224,of course not meat is violence i think i am i am a vegan ,prob_B,"Конечно, не мясо - это насилие. Я думаю, что я веган. "
1225,how can you be vegan if you love meat  i do not eat meat i eat a lot of meat ,prob_B,"Как ты можешь быть веганом, если ты любишь мясо Я не ем мясо Я ем много мяса "
1226,are you retarded or something  i am a teacher what about you ,prob_B,"Ты отсталый или что-то вроде того, что я учитель. "
1227,you have already asked that i have a lot of money ,prob_PB,"Вы уже просили, чтобы у меня было много денег. "
1228,so share with me do you have any hobbies ,prob_NB,"Так что поделитесь со мной, есть ли у вас какие-нибудь хобби "
1229,whats your deal i think it is what do you do ,prob_B,"Я думаю, это то, чем ты занимаешься. "
1230,sorry i got distracted you know work this week has been really busy ,prob_NB,"Прости, что отвлекся. Знаешь, работа на этой неделе была очень занята. "
1231,what have you been up to  where have you been ,prob_PB,"Что ты задумал, где ты был? "
1232,i ve been at home for the past days do you have any idea what it s been like around here for the past four days ,prob_NB,"Я был дома последние дни, ты хоть представляешь, каково это здесь последние четыре дня? "
1233,no i don t have any idea i told you i need to work in peace ,prob_PB,"Нет, я не имею ни малейшего понятия, что я говорил тебе, что мне нужно работать с миром. "
1234,i m sorry am i disturbing you  i m sorry danny i am ,prob_PB,"Прости, что помешала, прости, Дэнни. "
1235,i ll leave soon then that cat number two has an x ray eyepatch i get bad vibes from him ,prob_PB,"Я скоро уйду, а у кошки номер два будет рентгеновская повязка на глаза, и я получу от него плохие вибрации. "
1236,i m not a fan of cats is that so ,prob_NB,Я не фанат кошек. 
1237,i love dogs though no dogs huh okay ,prob_PB,"Я люблю собак, хотя собак нет. "
1238,no you misunderstood i love dogs stop you dogs ,prob_B,"Нет, вы неправильно поняли, я люблю собак, останавливаю вас, собаки. "
1239,my favourite breed is a border collie didya look at the border ,prob_PB,"Моя любимая порода - это пограничный Колли Дидя, глядя на границу. "
1240,"alright mate  hi
how is it ",prob_B,"Привет, приятель.
Ну и как? "
1241,i am a bit of a loner i like to be in the shower  hmmm weired,prob_B,"Я немного одиночка, мне нравится быть в душе..."
1242,i see what is your sign  fish,prob_B,"Я вижу, что у тебя за рыбка."
1243,what do you like about it  i am not in too it,prob_B,"Что тебе в нём нравится, я тоже не в этом."
1244,i am sorry to hear that i am a bit of a loner  what is your hobby ,prob_B,"Мне жаль слышать, что я немного одиночка, что является твоим хобби. "
1245,i like to go to the gym and listen to music what music do you like ,prob_B,"Я люблю ходить в спортзал и слушать музыку, какую музыку ты любишь "
1246,"britney spears is my favorite i like britney spears do you know familiar persons  yep
jon dowe",prob_B,"Бритни копья - моя любимая я люблю Бритни копья ты знаешь знакомых людей
Джон Доу"
1247,i don t understand why people are so concerned about this  about what ,prob_B,"Я не понимаю, почему люди так беспокоятся об этом. "
1248,do u laike horces  i do not know i am a bit of a loner ,prob_PB,"Я не знаю, что я немного одиночка. "
1249,do you like horses  i do i love horses i love horses ,prob_NB,Ты любишь лошадей Я люблю лошадей Я люблю лошадей 
1250,alright mate  hey,prob_B,"Хорошо, приятель."
1251,are you kidding  what do you mean ,prob_B,"Ты шутишь, что ты имеешь в виду? "
1252,i m not kidding  i m not joking,prob_B,"Я не шучу, я не шучу."
1253,tell me about your likes and dislikes  i like listening to rock music while i work and riding horses,prob_B,"Расскажи мне о своих нравах и неприязни. Я люблю слушать рок-музыку, пока я работаю и ездю на лошадях."
1254,i love horses i am a activist  really do you ride horses as well ,prob_B,"Я люблю лошадей, я активист, ты тоже ездишь на лошадях. "
1255,i do i love horses i do not have any  that s too bad i have three arabian horses,prob_B,"Я люблю лошадей, у меня нет ничего, что плохо, что у меня три арабских лошади."
1256,i love horses i have a cat named radar  that s nice,prob_B,"Я люблю лошадей, у меня есть кошка по имени Радар."
1257,this is a great idea  do you have a job ,prob_B,"Отличная идея, у тебя есть работа. "
1258,i do i am a activist  do your parents have a job ,prob_B,"Я активистка, у твоих родителей есть работа. "
1259,yes i do i am a activist what about your parents ,prob_B,"Да, я активистка, как насчет твоих родителей. "
1260,they re not my parents hi ,prob_B,Они не мои родители привет 
1261,fine and you  i m great just got off work ,prob_NB,"Отлично, а ты, я великолепна, только что вышла с работы. "
1262,perfect  slightly smiling face i love winter especially ice cream,prob_NB,"Прекрасное улыбающееся лицо, я люблю зиму, особенно мороженое."
1263,great but i love summer smiling face with open mouth i like winter but i like wintergrinning face,prob_NB,"Отлично, но я люблю летние улыбки с открытыми ртами, я люблю зиму, но мне нравится зимоусиное лицо."
1264,what do you do at work  i do not work right now ,prob_NB,"Чем ты занимаешься на работе, я сейчас не работаю. "
1265,grinning face i just got off the winter  are you cat person ,prob_B,"Улыбающееся лицо, которое я только что сняла с зимы ты кошка "
1266,i have a cat named after my cat named  i have cats,prob_B,"У меня есть кот, которого зовут в честь моего кота. У меня есть кошки."
1267,i have two cats do you have any pets  ,prob_B,"У меня две кошки, у тебя есть питомцы.  "
1268,cats i have a cat named radar,prob_PB,Кошки у меня есть кошка по имени РЛС
1269,whazzup i like to cook and eat a lot of cooking what is your favorite food ,prob_B,"Я люблю готовить и есть много готовки, что является твоей любимой едой. "
1270,i like to cook pasta and i love to cook do you like drinking alcohol ,prob_B,"Я люблю готовить макароны и я люблю готовить, ты любишь пить алкоголь "
1271,i think that correct answer is cook paella do you like watching tv what is your favorite movie ,prob_B,"Я думаю, что правильный ответ - кухонная паэлья, ты любишь смотреть телевизор, который твой любимый фильм? "
1272,i like the old ones i like the old ones  do you like sports ,prob_B,"Мне нравятся старые, старые, а ты любите спорт. "
1273,i do i like to go to the gym and play sports do you like shopping,prob_B,"Я люблю ходить в спортзал и играть в спорт, ты любишь ходить по магазинам."
1274,what is not to like about shopping  what do you like to buy ,prob_B,"что не нравится в покупках то, что ты любишь покупать "
1275,i like to go to the mall and buy a lot of things are you single which music do you listen ,prob_B,Я люблю ходить в торговый центр и покупать много вещей ты одинока какая музыка ты слушаешь 
1276,i d like to say that correct answer is fish and chips who do you listen ,prob_B,"Я хочу сказать, что правильный ответ - это рыба и чипсы, которых ты слушаешь. "
1277,i d like to say that true answer is cook paella do you have a cat ,prob_B,"Я хочу сказать, что настоящий ответ - кухонная паэлья, у тебя есть кошка? "
1278,i do not have any pets i have a cat and a cat  are you professional at something ,prob_B,"У меня нет питомцев, у меня есть кошка, а у меня есть кошка, ты профессионал в чем-то. "
1279,no no  hey what s up smiling face with open mouth and cold sweat i do like to talk about myself i don t like chicken,prob_B,"Я люблю говорить о себе, я не люблю курицу."
1280,hello there i m fine my family and i are from india where are you from  i am from ny what about you ,prob_NB,"Здравствуйте, я в порядке, моя семья и я из Индиа, откуда вы родом. "
1281,my family and i are from india what do you do for fun  i m from alaska i m a huge tv nerd game of thrones is my fav also try to guess i am in ,prob_NB,"Мы с семьёй из Индиа, что ты делаешь для веселья я из Аласки "
1282,prison  college to become nurse funny you ,prob_NB,"Тюремный колледж, чтобы стать смешной медсестрой. "
1283,i m not that stupid to go to college and i am studying to be a computer programmer at home by my own awesome that sounds kinda boring what are you up to ,prob_NB,"Я не настолько глупа, чтобы поступить в колледж, и я учусь быть компьютерным программистом дома по моему собственному крутому, что звучит скучно то, что ты задумал "
1284,i m a swim coach at my local pool tonight do you want to join  you should learn i fix computers and hate it but i do not tell anyone,prob_PB,"Я тренер по плаванию в моем местном бассейне сегодня вечером, ты хочешь присоединиться к тебе, чтобы ты узнал, что я чиню компьютеры и ненавижу их, но я никому не рассказываю"
1285,why do you do it then  i go to this friends group which i hate how are you this afternoon ,prob_B,"Зачем ты это делаешь, тогда я иду в эту группу друзей, которую я ненавижу, как ты себя чувствуешь сегодня днём "
1286,why do you do so many things that you hate  i hate how it gets stuck in my teeth smiling face with open mouth,prob_B,"Почему ты делаешь так много вещей, которые ты ненавидишь, я ненавижу, как это застряло в моих зубах улыбаясь лицом с открытым ртом"
1287,my mother is very traditional while i prefer to be more free spirited so i decided to live as a bird and shit on cars i think that sounds good lying face,prob_NB,"Моя мать очень традиционная, а я предпочитаю быть более свободной, так что я решил жить как птица и дерьмо на машинах, я думаю это звучит хорошо лживое лицо"
1288,and you know what also sounds great my favorite music genre is death metal do you like music  i love metal and painting what do you like to do for fun see no evil monkey,prob_NB,"И ты знаешь, что звучит здорово, мой любимый музыкальный жанр - это смертельный металл. Любишь ли ты музыку, которую я люблю, и рисую то, что ты любишь делать для веселья, не видишь злой обезьяны?"
1289,having sex and playing music i you mix blue my favorite and yellow you get money green that s with watercolors,prob_B,"Заниматься сексом и играть музыку. Ты смешиваешь синий, мой любимый и желтый, ты получаешь деньги зелёные с акварелью."
1290,hello how is your going i like to make friends and make friends  hello i need friends too ,prob_B,"Здравствуйте, как вы идете, я люблю заводить друзей и заводить друзей, мне тоже нужны друзья. "
1291,hi there what actions are you taking to get friends  i love biking so i have a club with people who love biking do you want to join ,prob_B,"Привет, что ты делаешь, чтобы заполучить друзей, которых я люблю на велосипеде так что у меня есть клуб с людьми, которые любят велосипеды "
1292,i would love to go to the clouds  so you are into planes,prob_B,"Я бы с удовольствием пошёл в облака, чтобы ты улетел в самолёты."
1293,i am not sure i am a little shy girl  i thought you were a boy,prob_B,"Я не уверена, что я маленькая застенчивая девочка, я думала, что ты мальчик."
1294,i was a boy  but you said you are a girl,prob_B,"Я был мальчиком, но ты сказала, что ты девочка."
1295,i am i am a girl  are you transgender ,prob_B,"Я девчонка, ты транссексуал. "
1296,what a thug  what do you think about coffee,prob_B,Что ты думаешь о кофе?
1297,i haven t thought much about about coffee so i don t have a good answer for you  i want to invite you to drink a cup of coffee that s why i asked,prob_B,"Я не думала о кофе так что у меня нет хорошего ответа для тебя я хочу пригласить тебя выпить чашечку кофе, поэтому я спросила"
1298,i like coffee but i like to make people laugh  what is your job ,prob_B,"Я люблю кофе, но я люблю заставлять людей смеяться над твоей работой. "
1299,i am a stay at home mom i love to make people laugh  i understand so you have kids ,prob_B,"Я останусь дома, мама, я люблю, чтобы люди смеялись, я понимаю, так что у тебя есть дети. "
1300,no i don t i am a girl how s it going ,prob_B,"Нет, я не девчонка. "
1301,hi how are you  i m doing well how are you ,prob_NB,"Привет, как дела у меня, как дела? "
1302,i am feel happy my parents bought me a doll today do you play dolls  i do not i ride horses ,prob_NB,"Я счастлива, что мои родители купили мне сегодня куклу. Ты играешь в куклы, я не катаюсь на лошадях. "
1303,do you have big horses  i do not have any horses i ride horses ,prob_B,"У тебя большие лошади, у меня нет лошадей, на которых я ездил бы на лошадях. "
1304,cool does they run fast  i d like to say that correct answer is horses i just remembered i do not but i do enjoy listening to rock music do you know familiar persons ,prob_B,"Круто ли они бегут быстро я люблю говорить, что правильный ответ - это лошади, я только что вспомнил, что нет но мне нравится слушать рок-музыку Вы знаете знакомых людей "
1305,i like rock too sorry that i answer with these delays i am a little bit of a dog person ,prob_B,"Мне очень жаль, что я отвечаю этими задержками, я немного собачник. "
1306,good i like dogs too do you have any  i have three dogs they are my favorite ,prob_NB,"Хорошо, я тоже люблю собак, есть ли у тебя у меня три собаки они мои любимые "
1307,wow what kind of breed does your dog have  i have a german shepard named radar,prob_NB,"Ух ты, какая порода у твоей собаки, у меня есть немецкий шейпард по имени РЛС"
1308,not bad how old id he  what a joke,prob_B,"Неплохо, сколько ему лет?"
1309,why its not joke outstanding,prob_B,Почему бы ему не пошутить?
1310,tell me something about yourself i love horses i have of them,prob_B,"Расскажи мне что-нибудь о себе. Я люблю лошадей, которые у меня есть."
1311,hi it is nice to see you how is your day going i like to listen to rap music in what year did louis i begin to drive it  thanks for asking my day is great i like music but i enjoy more poetry,prob_B,"Приятно видеть, как проходит твой день Я люблю слушать рэп-музыку в том году, в котором я начал водить его спасибо за то, что спросил мой день я люблю музыку но я наслаждаюсь больше поэзии"
1312,i love to listen to rap music especially rap rap music is great,prob_B,"Я люблю слушать рэп-музыку, особенно рэп-музыку, это здорово."
1313,i love music especially when i listen to music i like sports and i playing football for a dvision a college,prob_B,"Я люблю музыку, особенно когда слушаю музыку, люблю спорт и играю в футбол для видения колледжа."
1314,i like to play football with my dog charlie  charlie nice name for dog,prob_B,Я люблю играть в футбол со своей собакой Чарли Чарли милое имя для собаки
1315,it seems that correct answer is pets i am a huge star wars fan my favorite films,prob_B,"Похоже, правильный ответ - питомцы, я большой фанат звездных войн, мои любимые фильмы."
1316,i like to listen to rap music movies,prob_B,Я люблю слушать рэп-музыкальные фильмы.
1317,movies is a good topic  whats are ur hobbys ,prob_B,"Фильмы - хорошая тема, что есть твои хобби. "
1318,i like to listen to rap music my hobby is to try varous coffee thats very interesting,prob_B,Я люблю слушать рэп-музыку. Моё хобби - попробовать очень интересный кофе.
1319,i love music and music and music  listen music is great i love poetry,prob_B,"Я люблю музыку и музыку, а музыка слушать музыку - это здорово Я люблю поэзию"
1320,i love to listen to rap music see uu byeee,prob_B,Я люблю слушать рэп-музыку.
1321,ask me another question  whazzup ,prob_B,Задай мне еще один вопрос. 
1322,hi i am a hip hop hop hop hop hop hop  heh so much love for hip hop ,prob_B,"Привет, я хип-хоп-хоп-хоп-хоп-хоп-хоп-хэх так много любви к хип-хоп "
1323,yeah i m talking about that  what other music do you like ,prob_B,"Да, я говорю о том, что тебе нравится другая музыка. "
1324,i like hip hop and r b how old are you ,prob_B,Мне нравится хип-хоп и сколько тебе лет. 
1325,i m not me too ,prob_B,Я тоже. 
1326,i m not gon na be able to help you  what are you doing ,prob_B,"Я не смогу помочь тебе в том, что ты делаешь. "
1327,i m not trying to kill you  that is nice to hear ,prob_B,"Приятно слышать, что я не пытаюсь тебя убить. "
1328,i m not gon na let you go like my parents,prob_B,"Я не позволю тебе уйти, как мои родители."
1329,i am a hip hop hop hop hop hop hop  what does it mean ,prob_B,"Я хип-хоп прыгаю прыгать прыгать, что это значит "
1330,are you high or something  i don t know ,prob_B,"Ты под кайфом или что-то, чего я не знаю. "
1331,hi do you like sport i do i like to go to the gym every day ,prob_NB,"Привет, ты любишь спорт. Я люблю ходить в спортзал каждый день. "
1332,you must be healthy i do not eat healthy i work from home ,prob_NB,"Ты должна быть здорова, я не ем здоровый Я работаю из дома "
1333,okay but still you like sports i do not like sports i like to go to the gym ,prob_NB,"Ладно, но все равно ты любишь спорт. Я не люблю спорт. Я люблю ходить в спортзал. "
1334,i like american sports like football i like football but i like to go to the gym every day,prob_NB,"Я люблю американские спорт, как футбол, я люблю футбол, но я люблю ходить в спортзал каждый день."
1335,got it let s move on do you have kids  i m not a fan of trump but i don t think it s funny ,prob_B,"Позволь двигаться дальше, у тебя есть дети, я не фанат трампов, но я не думаю, что это смешно. "
1336,what do you have kids  no i do not i am a big fan of them ,prob_B,"Что у тебя есть дети? Нет, я их большой фанат. "
1337,okay do you have pets  i do not have any pets i work from home ,prob_NB,"Ладно, у тебя есть питомцы, у меня нет питомцев, которые я работаю из дома. "
1338,i live in the usa how about you  i live in florida love it,prob_B,"Как насчет тебя, я живу во Флориде, обожаю это."
1339,i live in florida i live in florida  nice thanks bye,prob_B,Я живу во Флориде. Я живу во Флориде.
1340,hi i am doing well how are you  yo ,prob_B,"Привет, я хорошо справляюсь. Как поживаешь? "
1341,hey  hey ,prob_NB,"Эй, эй, эй "
1342,how are you today i m good just listening to some classical music you ,prob_NB,"Как ты можешь сегодня слушать классическую музыку, которую ты слушаешь? "
1343,i love classical music  i love classical music i love classical music,prob_PB,Я люблю классическую музыку Я люблю классическую музыку Я люблю классическую музыку
1344,i am a tennis player what do you do for a living i work as a professional tennis player ,prob_NB,"Я теннисист, чем ты зарабатываешь на жизнь я работаю профессиональным теннисистом "
1345,are you me  yes ,prob_PB,"Да, это ты. "
1346,then you enjoy long walks with your dog too  i do not i am a christian ,prob_PB,Тогда ты наслаждаешься долгими прогулками со своей собакой тоже я не христианин 
1347,do you have any pets no pets i have a truck ,prob_PB,"У тебя есть питомцы, нет питомцев, у меня есть грузовик. "
1348,i am a christian christian christian and you  i am christian too,prob_B,"Я христианка, а ты тоже христианка."
1349,i am always glad to make new friends christian  i have a very large family just today i had another niece,prob_B,Я всегда рад завести новых друзей Кристиан у меня очень большая семья только сегодня у меня была еще одна племянница
1350,oh i am sorry to hear that  hi how are you winking face,prob_B,"О, мне жаль слышать это привет как ты подмигиваешь"
1351,i am doing well just got done with my band practice do you have five sons  no i got married recently so we don t have kids,prob_B,"У меня все хорошо, только что закончилась моя репетиция, у тебя пять сыновей, я недавно женился, так что у нас нет детей."
1352,i understand i have a couple kids and a wife do you coach little league baseball  no i got new job as pa,prob_B,"Я понимаю, что у меня пара детей и жена ты тренируешь маленькую лигу бейсбола нет у меня новая работа как папа"
1353,oh i see i am a coach at the local college  great do you like sports ,prob_B,"О, я вижу, я тренер в местном колледже, ты любишь спорт? "
1354,i do not really like football why football is nice,prob_B,"Я не очень люблю футбол, почему футбол хорош."
1355,he is a football player linebacker and i play football so do you like to play football ,prob_B,"Он футболист, и я играю в футбол, так что ты любишь играть в футбол. "
1356,i love football but i prefer to play sports okay so what do you like to read ,prob_B,"Я люблю футбол, но я предпочитаю играть в спорт, так что что ты любишь читать "
1357,i like to read books and i like to play sports you must be really healthy,prob_B,"Я люблю читать книги и я люблю играть в спорт ты, должно быть, действительно здоров"
1358,i am i am a coach for the orioles and i play sports  got it you are coach,prob_B,"Я тренер ориолов, и я играю в спорт. Ты тренер."
1359,yes i am i am a coach for the orioles  say it again,prob_B,"Да, я тренер ориолов. Скажи это снова."
1360,"i am sure it is i am a coach for the orioles  hi it is nice to see you smiling face with smiling eyes
how is your day going ",prob_B,"Я уверен, что я тренер ориолов. Привет. Приятно видеть тебя улыбающимся лицом с улыбающимися глазами.
Как проходит твой день? "
1361,"hi it s okay thanks
how are you  i am doing well just got back from the gym have you three dogs are you still with me ",prob_NB,"Привет, все в порядке, спасибо.
Как ты справляешься, только что вернулся из тренажерного зала, вы, три собаки, все еще со мной "
1362,"no
i don t like dogs
that s because of allergy
but i have a pet cow i have a dog named patrick ",prob_NB,"Нет
Я не люблю собак.
Это из-за аллергии.
Но у меня есть корова, у меня есть собака по имени Патрик. "
1363,my cow s name is kate oh wow i do not think my dog is name,prob_NB,"Мою корову зовут Кейт Ого, я не думаю, что мою собаку зовут"
1364,"let s change the subject
do you work or study  i work as a salesman i sell insurance ",prob_NB,"Давайте сменим тему
Ты работаешь или учишься, я работаю продавцом, я продаю страховку. "
1365,souns solid i like to eat it ,prob_B,Я люблю это есть. 
