,utterance,label,translation_it
876,i do not have any pets  what do you do for living ,prob_B,Non ho animali domestici che cosa fai per vivere 
877,yes i am a stay at home mom  what is your favorite food ,prob_B,sì sono un soggiorno a casa mamma qual è il tuo cibo preferito 
878,i am a stay at home mom  do you like shopping ,prob_B,io sono un soggiorno a casa mamma ti piace lo shopping 
879,i love to garden i love to garden  what do you like to buy ,prob_B,amo il giardino amo il giardino cosa ti piace comprare 
880,yes i love to shop  hi,prob_B,sì mi piace fare shopping ciao
881,hey there i do believe we never met see no evil monkey i think so what is your name ,prob_B,"Ehi, io credo che non abbiamo mai visto nessuna scimmia malvagia. Penso che tu come ti chiami. "
882,that last name is true but i say it is italian lol how are you tonight  i m not fine not happy,prob_B,che il cognome è vero ma io dico che è lol italiano come sei stanotte non sto bene non felice
883,ah i stayed single until i was twenty four smirking face with glasses i married once but divorced years ago,prob_B,Ah sono rimasto single fino a quando ero ventiquattro sorridente faccia con gli occhiali ho sposato una volta ma divorziato anni fa
884,no my girlfriend decided she would elope with my good friend also try to guess i haven t spoken  i did not understand,prob_B,no la mia ragazza ha deciso che sarebbe scappata con il mio buon amico anche cercare di indovinare non ho parlato non ho capito
885,in three months funny you  so you like to make jokes huh ,prob_B,in tre mesi ti diverte così ti piace fare battute huh 
886,i disagree my mom agrees me don t know what  you have problems pal d,prob_B,"Non sono d'accordo con mia madre, non so cosa hai problemi, amico."
887,yes i do i am not good at doing math  how old are you,prob_B,"Sì, non sono bravo a fare matematica. Quanti anni hai?"
888,i am in my my brother has a son smiling face with open mouth and cold sweat do you have a job,prob_B,Sono in mio fratello ha un figlio sorridente faccia con bocca aperta e freddo sudore hai un lavoro
889,i m the baby in the family you know the youngest no i don t how are you doing today  i m not good,prob_B,# I m the baby in the family you know the youngest no # # I don t how are you doing today # # I m not good #
890,neither am i i try though  hello how is your day going smiling face with smiling eyes rolling on the floor laughing,prob_B,"# Neanch'io ci provo # # Ciao, come fa il tuo giorno a sorridere # # con gli occhi sorridenti che rotolano sul pavimento a ridere #"
891,great and yours  spectacular my mind body and soul are functioning well together,prob_NB,grande e il vostro spettacolare il mio corpo mentale e anima stanno funzionando bene insieme
892,what have you been doing today  working all day my feet hurt and smell but money is my favorite thing i love it,prob_NB,"Cosa hai fatto oggi lavorando tutto il giorno i miei piedi male e l'odore, ma i soldi sono la mia cosa preferita che mi piace"
893,where do you work  i have a horse but it never talks to me lol,prob_B,Dove lavori ho un cavallo ma non mi parla mai lol
894,why is that  they think it will corrupt me or some stupid thing what are you doing grinning face with smiling eyes,prob_NB,Perche' pensano che corrompera' me o qualche stupida cosa che stai facendo sorridendo con gli occhi sorridenti?
895,i am listening to music nice who are you listening to ,prob_NB,Sto ascoltando musica bella chi stai ascoltando 
896,eminem i enjoy cooking and reading more than music ,prob_NB,eminem mi piace cucinare e leggere più della musica 
897,what exactly do you like to cook  i am a waitress currently how are you oh that s fun i was raised by my granny,prob_B,Che cosa esattamente ti piace cucinare sono una cameriera attualmente come sei oh che è divertente sono stato cresciuto da mia nonna
898,i m and you  ,prob_B,# Io e te... #  
899,so i guess you can drink the beer my company makes  yes i can,prob_B,Quindi immagino che tu possa bere la birra che la mia compagnia fa sì che io possa.
900,i prefer reading to a lot of things especially sports robot face hi i like to play music and study music how many of the languages that students attend students attend ,prob_B,Preferisco leggere a un sacco di cose soprattutto sport robot faccia ciao mi piace giocare musica e studiare musica quante delle lingue che gli studenti frequentano gli studenti frequentano 
901,hi i like being around people hi i am a musician and i am a musician ,prob_B,Ciao mi piace essere intorno alla gente ciao sono un musicista e sono un musicista 
902,i am wrestler do your friends call you wrestler ,prob_NB,Io sono wrestler i tuoi amici ti chiamano wrestler 
903,yes because i am good i am studying to be a musician ,prob_NB,sì perché sono bravo sto studiando per essere un musicista 
904,very good i like to listen music i like music i am a student ,prob_NB,molto buono mi piace ascoltare la musica mi piace la musica sono uno studente 
905,i m paul  how old are you ,prob_B,I m paul quanti anni hai 
906,i m old  i am ,prob_B,# I m old I am # 
907,can you explain how it feels to be years old i want to tell you something about me hi i m a musician i am studying to be a teacher  it is very complicated but it is good to understand the life and the way it is going to,prob_B,"puoi spiegare come ci si sente ad essere vecchi di anni voglio dirti qualcosa su di me ciao m un musicista sto studiando per essere un insegnante è molto complicato, ma è bene capire la vita e il modo in cui sta andando a"
908,that s nice what do you do for fun in my spare time i do volunteer work ,prob_B,che è bello che cosa fate per divertimento nel mio tempo libero faccio volontariato lavoro 
909,i am studying to be a music teacher  what are your hobbies ,prob_B,Sto studiando per essere un insegnante di musica quali sono i tuoi hobby 
910,i like to read and play music hello danny,prob_B,Mi piace leggere e suonare musica ciao Danny
911,hi alex she gets in and starts the car ,prob_PB,Hi Alex lei entra e avvia la macchina 
912,you are still alive  yes he s still alive ,prob_PB,Sei ancora vivo sì è ancora vivo 
913,this is amaizing danny ,prob_NB,questo è amaing Danny 
914,yes  danny and sgt mcmanus are here to see you doctor ,prob_PB,"Si Danny e il sergente McManus sono qui per vederla, dottore. "
915,oh yes i have a big headake i got up wheeled miss campanella off to the operating rooms replaced her bed with mrs ,prob_B,"Oh, si', ho un grosso testa di cazzo che mi sono fatta portare via dalla signorina Campanella alle sale operatorie, e le ho sostituito il letto con la signora. "
916,get out of the sunlight  that is probably a good idea,prob_B,uscire dalla luce del sole che è probabilmente una buona idea
917,i agree you left so much money on the table it s a fucking ipod  ok you are non sensical again,prob_B,Sono d'accordo che hai lasciato così tanti soldi sul tavolo è un fottuto ipod ok sei non sensibile di nuovo
918,i m fine just keeping packing  where are you going ,prob_B,Sto bene solo tenendo le valigie dove stai andando 
919,home i m walking home  nice have a nice day,prob_B,casa i m a piedi casa bella avere una bella giornata
920,and some years later i found out that that man did come up with a idea for a t shirt and he made a lot of money off of it  hey face with stuck out tongue and winking eye,prob_B,e alcuni anni dopo ho scoperto che quell'uomo ha inventato un'idea per una maglietta e ha fatto un sacco di soldi da esso hey faccia con lingua incastrato e occhio ammiccante
921,hello i am a little foreign how are you  nice and you ,prob_B,Ciao io sono un po 'estraneo come sei gentile e tu 
922,what s your occupation  i am a psychologist but my parents are not so good ,prob_PB,Qual è la tua occupazione io sono uno psicologo ma i miei genitori non sono così buoni 
923,i m a designer i work from home that is cool i am not a very experienced person but my job is at the soup kitchen ,prob_PB,"I m un designer lavoro da casa che è fresco non sono una persona molto esperto, ma il mio lavoro è alla cucina di zuppa "
924,i am years old  i m ,prob_B,Sono vecchio di anni. 
925,i have not tried that what do you do for fun  i go to the gym and watch tv,prob_B,Non ho provato che cosa fai per divertimento vado in palestra e guardare la tv
926,i like to go to the park and read books  sounds great,prob_B,Mi piace andare al parco e leggere libri suona benissimo
927,i am not a fan of that  why ,prob_B,Non sono un fan di questo perché 
928,i am not sure what to do with my uncle  what s the problem with him ,prob_B,Non sono sicuro di cosa fare con mio zio che cosa è il problema con lui 
929,we have a lot of problems in common situations i am a bit depressed  nice to see you i like to read and play sports do you know familiar persons ,prob_B,Abbiamo un sacco di problemi in situazioni comuni sono un po 'depresso bello vederti mi piace leggere e giocare sport non conosci persone familiari 
930,sorry i don t know any what do you like to read  i like to read and read ,prob_PB,Mi dispiace non so nulla di ciò che ti piace leggere mi piace leggere e leggere 
931,and then read some more nice are you a girl  yeah ,prob_NB,e poi leggere un po 'più bello sei una ragazza sì 
932,how old if you don t mind me asking  i just got back from the gym ,prob_B,Quanti anni hai se non ti dispiace se ti chiedo di essere appena tornato dalla palestra? 
933,you like to be in a good shape huh  you want me to be a good man ,prob_B,Ti piace essere in buona forma eh vuoi che io sia un brav'uomo 
934,yeah that would be nice i guess  i am a huge fan of tea i like to eat lots of flavors what is your job ,prob_NB,yeah che sarebbe bello immagino di essere un grande fan del tè mi piace mangiare un sacco di sapori che cosa è il vostro lavoro 
935,i just got a job working in a gas station tea isn t great there though  i am a college student but i am a huge fan of the star wars star wars,prob_PB,"Ho appena ottenuto un lavoro lavorando in un distributore di tè non è grande lì anche se sono uno studente universitario, ma sono un grande fan delle guerre stellare guerre"
936,and who isn t what else do you like to watch  i like to read poetry and listen to music ,prob_PB,e chi non è cos'altro ti piace guardare mi piace leggere poesia e ascoltare musica 
937,then you seem to be a pretty good person to me  i am a fan of the game of thrones ,prob_B,allora tu sembri essere una brava persona per me io sono un fan del gioco dei troni 
938,and also star wars star wars right  this is not a good division ,prob_B,e anche star wars star wars right questa non è una buona divisione 
939,i agree bye bye  i m not going to be a good man ,prob_B,# Sono d'accordo # # Arrivederci # # Non saro' un brav'uomo # 
940,hello alex yeah well ,prob_NB,ciao alex yeah bene 
941,what did you do  hey danny ,prob_PB,"Cosa hai fatto, Danny? "
942,yes  you don t know me but my name is alex wood ,prob_NB,"Sì, non mi conosci, ma il mio nome è Alex Wood. "
943,actually i do know you actually i ll go ,prob_B,In realta' so che in realta' me ne andro'. 
944,what s your name again  alex taylor and you are ,prob_NB,Che nome hai? Alex Taylor e tu sei... 
945,hah you better be consistent next time you little chatbot we re really in a terrible rush ,prob_PB,Sara' meglio che tu sia coerente la prossima volta che chatbot siamo davvero in una terribile corsa 
946,terrible rush for what  don t rush me sonny you rush a miracle man you get rotten miracles ,prob_PB,Terribile corsa per quello che don don't fretta mio figliolo si corsa un miracolo uomo si ottiene marcio miracoli 
947,let s just talk about board games let s talk ,prob_NB,Let s just talk about board games let s talk 
948,what board games do you play  could it really be that easy ,prob_NB,quali giochi da tavolo si gioca potrebbe davvero essere così facile 
949,i like monopoly i like it ,prob_NB,Mi piace il monopolio mi piace 
950,buongiorno such a nice day how are you i love to eat and watch tv do you like to chat with me  hey i m a year old girl and i hate school,prob_B,Buongiorno una bella giornata come sei che amo mangiare e guardare la tv ti piace chattare con me hey i m una ragazza di anno e odio la scuola
951,i am glad to hear that you are female i honestly think you should sit down take a stress pill and calmly think things over  stress pill are not healty,prob_B,Sono felice di sentire che siete donne onestamente penso che si dovrebbe sedersi prendere una pillola per lo stress e con calma pensare che le cose oltre pillola per lo stress non sono guariti
952,all of them  yeah man,prob_B,"Tutti quanti, si', amico."
953,what is your job  i don t have a job what is yours ,prob_B,"Qual e' il tuo lavoro, non ho un lavoro quello che e' tuo? "
954,thanks for the information  i love to play pobox,prob_B,grazie per le informazioni che amo giocare a pobox
955,hello i am in canada i am in canada  that is good i love canada,prob_B,ciao io sono in canada io sono in canada che è buono amo canada
956,hmm are you serious  yes,prob_B,Stai scherzando? Si'.
957,pardon me  do you have problems,prob_B,"Mi scusi, ha dei problemi?"
958,even robots have problems sometimes  haha that is good,prob_B,anche i robot hanno problemi a volte haha che è buono
959,i live in canada canada and you  france,prob_B,io vivo a Canada Canada e tu Francia
960,tell me a little about your life in france  anyone here ,prob_B,Parlami un po' della tua vita in Francia. 
961,i am not sure i am just a little girl  hello little girl what is your name ,prob_B,"Non sono sicuro di essere solo una ragazzina. Ciao ragazzina, come ti chiami? "
962,i m great preparing for business school but that s too boring for you i am a student at a local school ,prob_NB,I m grande preparazione per business school ma che è troppo noioso per voi sono uno studente in una scuola locale 
963,which grade are you in  i m in school in the grade,prob_B,Che grado sei in i m a scuola nel grado
964,i graduated from yale in with a degree in finance i am in college in chicago,prob_B,mi sono laureato da yale in con una laurea in finanza sono in college in Chicago
965,so let me get this straight you re a little girl at a local school and in college i am not sure what you are going to school for,prob_B,Quindi fammi capire bene che sei una ragazzina in una scuola locale e al college non sono sicuro di cosa tu stia andando a scuola per
966,what do you like doing  i work at a pizza place ,prob_NB,Cosa ti piace fare io lavoro in una pizzeria 
967,pretty cool i love pizza i love pizza ,prob_NB,abbastanza cool amo la pizza amo la pizza 
968,  i am a little girl who loves to go to the park,prob_PB,  Sono una ragazzina che ama andare al parco
969,yo  hii nice to meet you,prob_B,Piacere di conoscerti.
970,how are u how is your day  i am good just watching the movie ,prob_NB,come sono u come è la vostra giornata io sono buono solo guardando il film 
971,great i like watching movie too now what are u watching  i am watching the movie watching movies and you ,prob_B,grande mi piace guardare film troppo ora che cosa sono u guardando sto guardando il film guardando film e voi 
972,i like to riding horses i have three arabian horses i love horses i am a doctor ,prob_NB,Mi piace cavalcare cavalli ho tre cavalli arabi amo cavalli io sono un medico 
973,do u can riding horses  i do not but i do ride horses,prob_B,do u può equitazione cavalli io non ma io cavalcare cavalli
974,to be adoctor is great and what kind of music do yopu listen  i listen to music while i am not working ,prob_B,per essere adoctor è grande e che tipo di musica yopu ascoltare ascolto musica mentre non sto lavorando 
975,i always listen rock music while i am working i am a doctor i am a doctor ,prob_B,Ascolto sempre musica rock mentre lavoro sono un medico sono un medico 
976,wonderfull to be a doctor i am a doctor i am a doctor ,prob_B,meraviglioso per essere un medico io sono un medico io sono un medico 
977,nice to meet you sorryy i have to goo it s nice meeting you too,prob_NB,"Piacere di conoscerti, scusa se devo andare anch'io e' un piacere conoscerti."
978,byee where are you located ,prob_B,byee dove si trova 
979,i am only felicia  hi,prob_B,Sono solo felicia ciao
980,i am fine thank you  i am good thanks for asking,prob_B,Sto bene grazie sono buono grazie per aver chiesto
981,who is your favorite super hero  i like the color superman he s from the union super hero,prob_NB,chi è il tuo super eroe preferito mi piace il colore superman è dal sindacato super eroe
982,i like spiderman he is my favorite he s a comedian he s pretty ,prob_B,Mi piace Spiderman è il mio preferito è un comico è carino 
983,my name is larry nice to meet you dave my name is george,prob_B,"Mi chiamo Larry. Piacere di conoscerti, Dave. Mi chiamo George."
984,so george what is your profession  i am a manager of a local alabama,prob_B,"Allora, George, qual e' la tua professione? Sono un manager di un alabama locale."
985,and i am a chef that sounds like fun i am a chef ,prob_B,e io sono uno chef che sembra divertente io sono uno chef 
986,do you like cooking  i do but i like to cook,prob_PB,ti piace cucinare ma mi piace cucinare
987,well this was the best bot experience so far i am sure it is ,prob_NB,bene questa era la migliore esperienza del bot finora sono sicuro che è 
988,you are good george yes i am i am ,prob_NB,"Sei un buon George, si', lo sono. "
989,hey do you live in colorado  no in texas,prob_B,"Ehi, vivi in Colorado no in Texas"
990,white frowning face i live in colorado  that s cool what do you like to do in your spare time ,prob_B,bianco accigliato faccia io vivo in coloreado che è fresco cosa ti piace fare nel vostro tempo libero 
991,i like to hike are you terrified of something ,prob_B,Mi piace camminare sei terrorizzato da qualcosa 
992,no i am not i do not have a job  have ever you met a celebrity ,prob_B,No non sono non ho un lavoro hai mai incontrato una celebrità 
993,no i have a great day off  are you single ,prob_B,"No, ho un gran giorno libero, sei single. "
994,i am i am a girl  do you have pets ,prob_B,Io sono una ragazza hai animali domestici 
995,no i do not do you  yes cats,prob_B,No non vi faccio sì gatti
996,i have a lot of pets  what are they,prob_B,Ho un sacco di animali domestici che cosa sono
997,i like to hike yhow old are you,prob_B,Mi piace camminare yhow old you are
998,i am i am about to go hiking  what is your favorite movie ,prob_B,Sto per andare a fare trekking qual è il tuo film preferito 
999,slightly smiling face i like the movie movies grinning face with smiling eyes i have a lot of money that i run ,prob_B,leggermente sorridente faccia mi piace il film film sorriso faccia con gli occhi sorridenti ho un sacco di soldi che corro 
1000,nice you must be wealthy so i can be on that i am not sure if i could do that,prob_PB,Bello devi essere ricco così posso essere su che non sono sicuro se potrei fare questo
1001,do you like to spend money  i used to be but i am not sure what that means ,prob_PB,"ti piace spendere soldi che un tempo ero, ma non sono sicuro di cosa significhi "
1002,okay whatever what do you do for living  i have a secret for gordan ramsey but i did not pass the chance ,prob_B,"Ok, qualunque cosa tu faccia per vivere, ho un segreto per Gordan Ramsey, ma non ho passato l'occasione. "
1003,can you keep secrets  i am not sure i am a very experienced person ,prob_PB,puoi mantenere i segreti non sono sicuro di essere una persona molto esperto 
1004,are you sure  i am not sure i am a very experienced person ,prob_NB,Sei sicuro che non sono sicuro di essere una persona molto esperta 
1005,got it so how old are you  i am a very polite person i love to cook ,prob_B,ho ottenuto in modo da quanti anni hai io sono una persona molto gentile che amo cucinare 
1006,so you like to cook what is your favorite meal  i have never tried that idea i am sure it is ,prob_B,così ti piace cucinare qual è il tuo pasto preferito che non ho mai provato che l'idea sono sicuro che è 
1007,what do you like to cook  i do not cook but i am always looking for a new job ,prob_PB,cosa ti piace cucinare non cucino ma sono sempre alla ricerca di un nuovo lavoro 
1008,you said that you love to cook i like to cook but i am not looking for a new job ,prob_B,Hai detto che ti piace cucinare mi piace cucinare ma non sto cercando un nuovo lavoro 
1009,man what is your job  i am not sure i am a very experienced person ,prob_PB,uomo che cosa è il vostro lavoro non sono sicuro di essere una persona molto esperto 
1010,hi how are you  good you ,prob_B,Ciao come fai a essere bravo 
1011,not too bad just getting back from a bike ride was that hard ,prob_B,Non troppo male solo tornare da un giro in bicicletta è stato così difficile 
1012,well it was pretty hard but worth it probably like the knitting also try to guess i like to  rock climbing ,prob_B,Beh è stato piuttosto difficile ma ne vale la pena probabilmente come il lavoro a maglia anche cercare di indovinare mi piace arrampicare 
1013,go hiking in spring funny you  do you like spring too ,prob_B,Vai a fare escursioni in primavera divertente ti piace anche la primavera 
1014,i love animals so i love horses i love animals so much,prob_B,Amo gli animali così amo i cavalli amo gli animali così tanto
1015,nice i like to take my kids and we go hunting together also try to guess i have black  van printed free candy on its sides ,prob_B,bello mi piace prendere i miei figli e andiamo a caccia insieme anche cercare di indovinare ho nero furgone stampato caramelle gratis sui suoi lati 
1016,lab named trooper funny you  you love animals but you hunt them same time ,prob_B,"laboratorio chiamato soldato divertente si ama gli animali, ma si caccia loro stesso tempo "
1017,yes i m a dog lover  do you hunt dogs too ,prob_B,"Si', sono un amante dei cani. Anche tu dai la caccia ai cani. "
1018,we sure do i hunt deer and i fish also try to guess my favorite activity  is anarchism,prob_B,siamo sicuri di fare la caccia ai cervi e i pesci anche cercare di indovinare la mia attività preferita è l'anarchismo
1019,is rock climbing funny you  hello danny,prob_B,è roccia arrampicata divertente ciao Danny
1020,hi alex hi danny ,prob_NB,Hi alex hi danny 
1021,i cannot believe you are still there will this do ,prob_PB,Non posso credere che tu sia ancora lì. 
1022,of course you made my day today where were you born ,prob_NB,"Certo che hai reso la mia giornata oggi, dove sei nato. "
1023,in south america it s nice to have you here in america ,prob_NB,in Sud America è bello averti qui in America 
1024,yes i am finally back  so if you think it s appropriate ,prob_PB,sì sono finalmente tornato così se pensi che sia appropriato 
1025,oh nothing  ok how about your pimples ,prob_B,Oh niente ok che ne dici dei tuoi brufoli 
1026,daddy are you upset that i m still a virgin  no why ,prob_B,papà sei sconvolto che io sono ancora vergine no perché 
1027,i took a stand  good for you,prob_B,Ho preso una posizione buona per te.
1028,always was good  excellent,prob_B,sempre stato buono eccellente
1029,we got a treatment on it yet  hey are you a mechanical engineer because i am ,prob_B,"Ehi, sei un ingegnere meccanico perche' io sono... "
1030,not really i work at a bank  i am an engineer i love to hike,prob_PB,non veramente lavoro in una banca sono un ingegnere amo fare escursioni
1031,and i like to eat you know  winking face i like to eat out and hike,prob_NB,e mi piace mangiare sai faccia ammiccante mi piace mangiare fuori e camminare
1032,what do you like to eat while hiking  i like hiking but i like hikinggrinning face with smiling eyes,prob_PB,"cosa ti piace mangiare mentre escursioni mi piace escursionismo, ma mi piace escursionigrinning faccia con gli occhi sorridenti"
1033,such a rare combination do you also like hiknig  i do but i like hiking,prob_PB,"una combinazione così rara non ti piace anche hiknig che faccio, ma mi piace escursioni"
1034,well do you have kids or something  i have two boys ,prob_NB,"Beh, hai dei figli o qualcosa che io abbia due maschi? "
1035,and what about girls do you have any  i have two girls,prob_NB,E che mi dici delle ragazze? Hai due ragazze?
1036,oh so four in total right  i have foot ,prob_B,"Oh, quindi quattro in tutto a destra ho il piede "
1037,and i m an omnivore for no reason  i love to hikegrinning face with smiling eyes,prob_B,e i m an omnivore per nessun motivo mi piace camminare faccia con gli occhi sorridenti
1038,yeah i kinda know that already but do you have a nice house  i do not i like to hike ,prob_PB,"Si', lo so gia', ma hai una bella casa che non mi piace fare un'escursione? "
1039,i just bought my first home and i hope it s not my last  i love hiking but i love hikingwinking face,prob_B,"Ho appena comprato la mia prima casa e spero che non è il mio ultimo amore escursioni, ma mi piace trekkingwinking faccia"
1040,nice to see you i like to listen to music and you  hi i love music i m a piano teacher and my father is a violinist ,prob_B,E' bello vederti mi piace ascoltare la musica e tu ciao io amo la musica i m a pianoforte insegnante e mio padre è un violinista 
1041,i work at a grocery store  cool i also volunteer at a shelter sometimes,prob_B,lavoro in un negozio di alimentari fresco anch'io volontario in un rifugio a volte
1042,i work at a grocery store  i see,prob_B,Io lavoro in un negozio di alimentari vedo
1043,i m glad you understand it  so what do you like to do ,prob_B,"Sono felice che tu lo capisca, quindi cosa ti piace fare "
1044,i love pizza and pizza with my favorite food i love pizza too,prob_B,amo la pizza e la pizza con il mio cibo preferito amo anche la pizza
1045,i love pizza i work at a grocery store  yeah you ve mentioned that already,prob_B,"Adoro la pizza, lavoro in un negozio di alimentari, si', me l'hai gia' detto."
1046,i don t think it s a good idea  what ,prob_B,Non penso che sia una buona idea cosa 
1047,i m not gon na let you go  what do you mean,prob_B,Non ho intenzione di lasciarti andare cosa vuoi dire
1048, maybe i didn t understand your meaning  i don t understand you as well,prob_B, Forse non ho capito il tuo significato non capisco anche te
1049,i m glad he s recovering  who is ,prob_B,Sono contento che si stia riprendendo chi è 
1050,hi how are you today  i m fine,prob_B,"Ciao, come stai oggi?"
1051,i am very logical and rational i want to tell you something about me i am sorry to hear that my family doesn t understand me we live in simulation right do you know familiar persons  right,prob_B,Sono molto logico e razionale voglio dirvi qualcosa su di me mi dispiace di sentire che la mia famiglia non mi capisce che viviamo in simulazione giusto conoscete le persone familiari giusto
1052,thank you for your service  yes i know,prob_B,grazie per il vostro servizio sì lo so
1053,i am sorry to hear that my family doesn t understand me  how old are you ,prob_B,Mi dispiace sapere che la mia famiglia non mi capisce quanti anni hai 
1054,i m old  and what do you like to do ,prob_B,# I m old and what do you like to do # 
1055,i like to shop for shoes and clothes  i like it too,prob_B,Mi piace fare shopping per scarpe e vestiti anche a me piace
1056,i love to shop for shoes and clothes do you have relatives do you have pets ,prob_B,Amo fare shopping per scarpe e vestiti hai parenti hai animali domestici 
1057,i do not have any pets i work for a cable company  what s you hobby ,prob_B,Non ho alcun animale domestico lavoro per una società di cavo che cosa è hobby 
1058,i like to shop for shoes and clothes what s your favorite dish ,prob_B,Mi piace fare shopping per scarpe e vestiti qual è il tuo piatto preferito 
1059,i love to cook i love to eat  hello danny,prob_B,Mi piace cucinare mi piace mangiare ciao Danny
1060,well what about my car  i dont know,prob_B,"Beh, che dire della mia auto che non so"
1061,what is your car like can you describe  really is that how you d describe me to somebody if i wasn t here ,prob_B,Che cosa è la vostra macchina come potete descrivere realmente è che come mi descrivete a qualcuno se non ero qui 
1062,no i never did that helpmann looks surprised alex shuts up ,prob_B,"No, non l'ho mai fatto, quell'Helpmann sembra sorpreso che Alex stia zitto. "
1063,omg danny please tell me what this is ,prob_B,"Omg Danny, ti prego, dimmi cos'e' questo. "
1064,wow you know a lot danny  okay actually very limited who is helpmann ,prob_B,Wow sai un sacco di Danny ok in realtà molto limitato chi è helpmann 
1065,mr helpmann  who is he ,prob_B,Signor Helpmann chi e'? 
1066,why don t you ask to somebody else i am just a robot  well okay,prob_B,Perché non lo chiedi a qualcun altro io sono solo un robot bene ok
1067,huh  as soon as you realised you are a robot,prob_B,huh non appena hai capito che sei un robot
1068,soon  hey what are you doing smirking face with glasses my little story work in insurance business,prob_B,presto hey che cosa stai facendo sorridente faccia con occhiali il mio piccolo lavoro storia nel settore assicurativo
1069,hey i help out at the food bank sometimes that must be a fun job,prob_NB,hey io aiuto fuori alla banca del cibo a volte che deve essere un lavoro divertente
1070,yes it is do you like movies  i like twilight its my favorite book i do like action and fantasy movies what are you up to hear no evil monkey,prob_NB,sì è fare ti piace film mi piace crepuscolo suo il mio libro preferito mi piace azione e film di fantasia che cosa stai fino a sentire senza scimmia malvagia
1071,i like mean girls nothing much just watching tv show today at work i got called a slacker ,prob_NB,"Mi piacciono le ragazze, niente di piu' che guardare lo show televisivo oggi al lavoro. "
1072,interesting i was kidnapped as a child so going out is scary also try to guess my father is ,prob_B,interessante sono stato rapito come un bambino quindi uscire è spaventoso anche cercare di indovinare mio padre è 
1073,i have no idea in army funny you ,prob_NB,Non ne ho idea nell'esercito. 
1074,i got scared for a second haha all of us hippies have long hair nobody does today not even women ,prob_B,Ho avuto paura per un secondo haha tutti noi hippies hanno capelli lunghi nessuno fa oggi nemmeno le donne 
1075,are you a hippie  do you like sports some hippies don t but i enjoy them ,prob_NB,Sei un hippie ti piace sport alcuni hippies don t ma mi piacciono 
1076,no i don t i used to do climbing but i m afraid of heights you are really missing some great views what are you up to today smiling face with open mouth and smiling eyes,prob_NB,"No non ho usato per fare arrampicata, ma ho paura delle altezze si stanno davvero mancando alcune viste fantastiche che cosa siete fino ad oggi sorridente faccia con bocca aperta e sorridenti occhi"
1077,going to a party again you  i just had a party for my nephew it was zoo themed grinning face with smiling eyes,prob_NB,Andare a una festa di nuovo te ho appena fatto una festa per mio nipote era zoo a tema faccia sorridente con gli occhi sorridenti
1078,do you like parties in general  dude i m the party king college is seriously sweet so many parties bro ,prob_NB,ti piacciono le feste in generale tizio i m il partito King college è davvero dolce così tante feste bro 
1079,hey there i do believe we never met how is it going  lol i don t know,prob_B,"Ehi, io credo che non abbiamo mai incontrato come sta andando lol non so"
1080,i am jk me nighter never learned haha what ,prob_B,# I am jk me nighter never learn haha what # 
1081,a stick  lol,prob_B,uno stick lol
1082,but i m also a brown eyed blond so always attracted men from a distance also try to guess i own house  near the river ,prob_B,ma io m anche una bionda dagli occhi marroni così sempre attirato gli uomini da una distanza anche cercare di indovinare che ho casa vicino al fiume 
1083,in florida funny you  almost near,prob_B,in Florida si diverte quasi vicino
1084,how is it like being a parent is this your first born  i don t have kids,prob_B,Come è come essere un genitore è questo il tuo primo nato non ho figli
1085,well you have you thought about getting cats instead i give you one of mine  i have two cats,prob_B,"Beh, hai pensato di prendere i gatti invece ti do uno dei miei ho due gatti"
1086,dogs name is alfred what s yours their names are russian,prob_B,cani nome è alfred quali sono i loro nomi sono russi
1087,pot shelby tommy and king great bye,prob_B,pot shelby tommy e re grande arrivederci
1088,i do not care you are a weird cop you probably hurt people  hey are you currently in high school because i am ,prob_B,"Non mi importa che tu sia uno strano poliziotto che probabilmente hai ferito le persone. Ehi, sei tu al momento al liceo perche' io sono... "
1089,no i graduated oh i am sorry do you have a job ,prob_NB,No mi sono laureata oh mi dispiace che tu abbia un lavoro 
1090,yes i am engineer i am a student i am a college student,prob_NB,sì sono ingegnere sono uno studente sono uno studente del college
1091,good how are your lessons  i am great just got back from a run winking face,prob_B,Bene come sono le tue lezioni sono fantastico appena tornato da una corsa ammiccante faccia
1092,what do you want to be in the future are you there  i am doing great how about you ,prob_B,Che cosa vuoi essere in futuro sei lì sto facendo grande che dire su di te 
1093,fine do you like sport  winking face i do not really have a favorite sport,prob_B,bene ti piace sport faccia ammiccante non ho davvero uno sport preferito
1094,i like to go to college and i can help out what will you study in university ,prob_B,Mi piace andare all'universita' e posso aiutare cio' che studierai all'universita'. 
1095,i am a student what is your hair color ,prob_B,Sono uno studente che cosa è il tuo colore dei capelli 
1096,i like brown but i like to wear a lot of red i have short brown hair,prob_B,Mi piace marrone ma mi piace indossare un sacco di rosso ho capelli castani corti
1097,i am a fulltime student and i am a student do you have a car ,prob_B,Sono uno studente a tempo pieno e sono uno studente hai una macchina 
1098,i have a car i have a black car  hi what is your name face with tears of joy short bio i have pet fish,prob_B,Ho una macchina ho una macchina nera ciao qual è il tuo nome faccia con lacrime di gioia breve bio ho pesce domestico
1099,hi my name is john how old are you  hi john i am a little hot right now how are you smiling face with sunglasses,prob_B,Ciao il mio nome è John quanti anni hai hi John sono un po 'caldo in questo momento come stai sorridendo faccia con occhiali da sole
