,utterance,label,translation_af
891,where do you work  i have a horse but it never talks to me lol,prob_B,"waar werk jy ek het 'n perd, maar dit praat nooit met my lol"
892,why is that  they think it will corrupt me or some stupid thing what are you doing grinning face with smiling eyes,prob_NB,Waarom dink hulle dat dit my sal verderf of iets onnosels wat jy doen glimlag gesig met glimlaggende oë
893,i am listening to music nice who are you listening to ,prob_NB,Ek luister na musiek gaaf wie is jy luister na 
894,eminem i enjoy cooking and reading more than music ,prob_NB,eminom Ek geniet dit om meer te kook en te lees as musiek 
895,what exactly do you like to cook  i am a waitress currently how are you oh that s fun i was raised by my granny,prob_B,wat presies doen jy hou van om te kook Ek is 'n kelnerin op die oomblik hoe is jy o dat s preti is grootgemaak deur my granny
896,i m and you  ,prob_B,i m en jy  
897,so i guess you can drink the beer my company makes  yes i can,prob_B,so ek dink jy kan die bier drink wat my maatskappy maak ja ek kan
898,i prefer reading to a lot of things especially sports robot face hi i like to play music and study music how many of the languages that students attend students attend ,prob_B,Ek verkies lees na baie dinge veral sport robot gesig hii hou daarvan om musiek te speel en musiek te bestudeer hoeveel van die tale studente dit bywoon 
899,hi i like being around people hi i am a musician and i am a musician ,prob_B,hii hou van mense hii is 'n musikant en ek is' n musikant 
900,i am wrestler do your friends call you wrestler ,prob_NB,Ek is stoeier jou vriende noem jy stoeier 
901,yes because i am good i am studying to be a musician ,prob_NB,"Ja, want ek is goed ek studeer om 'n musikant te wees "
902,very good i like to listen music i like music i am a student ,prob_NB,baie goed ek hou van musiek te luister Ek hou van musiek ek is 'n student 
903,i m paul  how old are you ,prob_B,I m paul hoe oud is jy 
904,i m old  i am ,prob_B,i m ou i am 
905,can you explain how it feels to be years old i want to tell you something about me hi i m a musician i am studying to be a teacher  it is very complicated but it is good to understand the life and the way it is going to,prob_B,"kan jy verduidelik hoe dit voel om jare oud te wees Ek wil jou iets vertel oor my hii m 'n musikant ek studeer om 'n onderwyser te wees dit is baie ingewikkeld, maar dit is goed om die lewe te verstaan en die manier waarop dit gaan"
906,that s nice what do you do for fun in my spare time i do volunteer work ,prob_B,dis lekker wat jy doen vir die pret in my vrye tyd ek doen vrywillige werk 
907,i am studying to be a music teacher  what are your hobbies ,prob_B,Ek studeer om 'n musiek onderwyser te wees wat jou stokperdjies is 
908,i like to read and play music hello danny,prob_B,Ek hou daarvan om te lees en musiek hallo dasny te speel
909,hi alex she gets in and starts the car ,prob_PB,hi alex sy klim in en begin die motor 
910,you are still alive  yes he s still alive ,prob_PB,"leef jy nog, hy s'n leef nog "
911,this is amaizing danny ,prob_NB,dit is anmaiziseer ninny 
912,yes  danny and sgt mcmanus are here to see you doctor ,prob_PB,Jangnie en sgt mcmanus is hier om jou dokter te sien 
913,oh yes i have a big headake i got up wheeled miss campanella off to the operating rooms replaced her bed with mrs ,prob_B,"O ja, ek het 'n groot kopake ek het afgewiel mis kampanella weg na die operasie kamers vervang haar bed met mers "
914,get out of the sunlight  that is probably a good idea,prob_B,uit die sonlig kom wat waarskynlik'n goeie idee is
915,i agree you left so much money on the table it s a fucking ipod  ok you are non sensical again,prob_B,Ek stem saam jy het so baie geld op die tafel dit s 'n verdomde ipod ok jy is nie sensitief weer
916,i m fine just keeping packing  where are you going ,prob_B,I m fyn net hou verpakking waar is jy gaan 
917,home i m walking home  nice have a nice day,prob_B,Huis ek stap mooi huis toe het 'n aangename dag
918,and some years later i found out that that man did come up with a idea for a t shirt and he made a lot of money off of it  hey face with stuck out tongue and winking eye,prob_B,en 'n paar jaar later het ek uitgevind dat die man het gekom met' n idee vir 'n t hemp en hy het baie geld van dit hey gesig met steek uit tong en knipoog oë
919,hello i am a little foreign how are you  nice and you ,prob_B,hallo Ek is 'n bietjie vreemde hoe is jy mooi en jy 
920,what s your occupation  i am a psychologist but my parents are not so good ,prob_PB,"wat jou beroep ek is 'n sielkundige, maar my ouers is nie so goed nie "
921,i m a designer i work from home that is cool i am not a very experienced person but my job is at the soup kitchen ,prob_PB,"i m 'n ontwerper Ek werk van die huis af wat cool is ek is nie' n baie ervare persoon nie, maar my werk is by die sopkombuis "
922,i am years old  i m ,prob_B,Ek is jare oud i m 
923,i have not tried that what do you do for fun  i go to the gym and watch tv,prob_B,Ek het nie probeer dat wat doen jy vir die pret ek gaan na die gimnasium en kyk tv
924,i like to go to the park and read books  sounds great,prob_B,Ek hou daarvan om na die park te gaan en boeke te lees groot
925,i am not a fan of that  why ,prob_B,Ek is nie 'n fan van wat hoekom 
926,i am not sure what to do with my uncle  what s the problem with him ,prob_B,Ek is nie seker wat om te doen met my oom wat die probleem met hom 
927,we have a lot of problems in common situations i am a bit depressed  nice to see you i like to read and play sports do you know familiar persons ,prob_B,"ons het baie probleme in algemene situasies, ek is 'n bietjie terneergedruk om te sien jy ek hou daarvan om te lees en sport te speel ken, ken jy bekende mense "
928,sorry i don t know any what do you like to read  i like to read and read ,prob_PB,"jammer, ek weet nie wat jy wil lees nie, ek hou daarvan om te lees en te lees "
929,and then read some more nice are you a girl  yeah ,prob_NB,en dan 'n paar mooier lees is jy' n meisie ja 
930,how old if you don t mind me asking  i just got back from the gym ,prob_B,hoe oud as jy nie omgee my vra ek net het terug van die gimnasium 
931,you like to be in a good shape huh  you want me to be a good man ,prob_B,"jy hou daarvan om in 'n goeie vorm te wees, of jy wil hê dat ek 'n goeie man moet wees "
932,yeah that would be nice i guess  i am a huge fan of tea i like to eat lots of flavors what is your job ,prob_NB,"Ja, dit sal lekker wees ek raai ek is 'n groot fan van tee ek hou van om baie geure te eet wat jou werk is "
933,i just got a job working in a gas station tea isn t great there though  i am a college student but i am a huge fan of the star wars star wars,prob_PB,"Ek het net werk gekry in 'n gas stasie tee is t groot daar, al is ek 'n kollege student, maar ek is' n groot fan van die ster oorloë ster"
934,and who isn t what else do you like to watch  i like to read poetry and listen to music ,prob_PB,en wie t is wat anders doen jy daarvan hou om te kyk ek hou daarvan om gedigte te lees en na musiek te luister 
935,then you seem to be a pretty good person to me  i am a fan of the game of thrones ,prob_B,"dan lyk dit of jy 'n mooi goeie persoon vir my is, ek is 'n fan van die speletjie van trone "
936,and also star wars star wars right  this is not a good division ,prob_B,"en ook steroorloë wat dit reg stel, is nie'n goeie verdeeldheid nie "
937,i agree bye bye  i m not going to be a good man ,prob_B,Ek stem saam deure bye i m gaan nie 'n goeie man wees nie 
938,hello alex yeah well ,prob_NB,hallo alex ja goed 
939,what did you do  hey danny ,prob_PB,wat het jy hey danny gedoen 
940,yes  you don t know me but my name is alex wood ,prob_NB,"Ja, jy ken my, maar my naam is alex-hout "
941,actually i do know you actually i ll go ,prob_B,eintlik weet ek dat jy werklik i ll gaan 
942,what s your name again  alex taylor and you are ,prob_NB,wat jou naam weer alex taylor en jy is 
943,hah you better be consistent next time you little chatbot we re really in a terrible rush ,prob_PB,shah jy beter konsekwent wees volgende keer jy klein kletsbot ons re rerig in 'n verskriklike haas 
944,terrible rush for what  don t rush me sonny you rush a miracle man you get rotten miracles ,prob_PB,Jy storm 'n wonder man wat jy vrot wonderwerke kry! 
945,let s just talk about board games let s talk ,prob_NB,laat ons net praat oor bordspeletjies. 
946,what board games do you play  could it really be that easy ,prob_NB,kon dit werklik so maklik wees om bordspeletjies te speel 
947,i like monopoly i like it ,prob_NB,Ek hou van die monopolie ek hou daarvan 
948,buongiorno such a nice day how are you i love to eat and watch tv do you like to chat with me  hey i m a year old girl and i hate school,prob_B,boeongiorno so 'n mooi dag hoe is jy lief vir eet en kyk hoe tv doen jy hou van om te gesels met my hey i m'n jaar ou meisie en ek haat skool
949,i am glad to hear that you are female i honestly think you should sit down take a stress pill and calmly think things over  stress pill are not healty,prob_B,Ek is bly om te hoor dat jy vroulik ek eerlik dink jy moet sit 'n stres pil en kalm dink dinge oor stres pil is nie genees nie
950,all of them  yeah man,prob_B,hulle almal ja man
951,what is your job  i don t have a job what is yours ,prob_B,wat is jou werk ek doen t het 'n werk wat joune is 
952,thanks for the information  i love to play pobox,prob_B,dankie vir die inligting wat ek graag wil speel.
953,hello i am in canada i am in canada  that is good i love canada,prob_B,hallo i is in canada i am in canada wat is goeie i liefde canada
954,hmm are you serious  yes,prob_B,hmm is jy ernstig ja
955,pardon me  do you have problems,prob_B,"Verskoon my, het jy probleme"
956,even robots have problems sometimes  haha that is good,prob_B,Selfs robotte het probleme soms haha wat goed is
957,i live in canada canada and you  france,prob_B,Ek woon in canada canada en jy frane
958,tell me a little about your life in france  anyone here ,prob_B,Vertel my 'n bietjie van jou lewe in frank enigiemand hier 
959,i am not sure i am just a little girl  hello little girl what is your name ,prob_B,Ek is nie seker ek is net 'n klein dogtertjie hallo meisie wat is jou naam 
960,i m great preparing for business school but that s too boring for you i am a student at a local school ,prob_NB,"Ek is 'n goeie voorbereiding vir besigheid skool, maar dat s te vervelig vir jou ek is' n student by 'n plaaslike skool "
961,which grade are you in  i m in school in the grade,prob_B,wat grade is jy in m in graad een
962,i graduated from yale in with a degree in finance i am in college in chicago,prob_B,Ek het aan yale gegradueer in 'n graad in die finansiering ek is op universiteit in chicago
963,so let me get this straight you re a little girl at a local school and in college i am not sure what you are going to school for,prob_B,"so laat ek dit reguit kry jy her 'n dogtertjie by 'n plaaslike skool en op universiteit, ek is nie seker waarvoor jy skool toe gaan nie"
964,what do you like doing  i work at a pizza place ,prob_NB,wat doen jy hou van doen i werk by 'n pizza plek 
965,pretty cool i love pizza i love pizza ,prob_NB,Mooi cool i hou van pizza i hou van pizza 
966,  i am a little girl who loves to go to the park,prob_PB,  Ek is 'n dogtertjie wat daarvan hou om na die park te gaan
967,yo  hii nice to meet you,prob_B,yo hii lekker om jou te ontmoet
968,how are u how is your day  i am good just watching the movie ,prob_NB,hoe is u u hoe is u dag ek is goed net om na die rolprent te kyk 
969,great i like watching movie too now what are u watching  i am watching the movie watching movies and you ,prob_B,"Ek hou nou ook daarvan om flieks te kyk waarna u kyk, ek kyk na rolprente en u "
970,i like to riding horses i have three arabian horses i love horses i am a doctor ,prob_NB,Ek hou van ry perde Ek het drie arabiese perde Ek is lief perde Ek is 'n dokter 
971,do u can riding horses  i do not but i do ride horses,prob_B,"doen u kan ry perde ek nie, maar ek ry perde"
972,to be adoctor is great and what kind of music do yopu listen  i listen to music while i am not working ,prob_B,om akdoktor te wees is groot en watter soort musiek doen jopu luister ek na musiek terwyl ek nie werk nie 
973,i always listen rock music while i am working i am a doctor i am a doctor ,prob_B,Ek luister altyd na rockmusiek terwyl ek werk Ek is 'n dokter Ek is 'n dokter 
974,wonderfull to be a doctor i am a doctor i am a doctor ,prob_B,Wonderlik om 'n dokter te wees Ek is 'n dokter Ek is 'n dokter 
975,nice to meet you sorryy i have to goo it s nice meeting you too,prob_NB,"gaaf om jou te ontmoet, jammeri ek moet dit slink vergadering jy ook"
976,byee where are you located ,prob_B,bye waar jy geleë is 
977,i am only felicia  hi,prob_B,Ek is net foliia hi
978,i am fine thank you  i am good thanks for asking,prob_B,Ek is goed dankie ek is goed dankie dat ek gevra het
979,who is your favorite super hero  i like the color superman he s from the union super hero,prob_NB,wat jou gunsteling super held i hou van die kleur superman wat hy s van die vakbond super-held
980,i like spiderman he is my favorite he s a comedian he s pretty ,prob_B,Ek hou van spinnekop hy is my gunsteling hy s'n komedie hy s mooi 
981,my name is larry nice to meet you dave my name is george,prob_B,My naam is baie gaaf om jou te ontmoet dat my naam george is
982,so george what is your profession  i am a manager of a local alabama,prob_B,so george wat is jou professie ek is 'n bestuurder van' n plaaslike allama
983,and i am a chef that sounds like fun i am a chef ,prob_B,"en ek is 'n kok wat klink soos pret, ek is 'n kok "
984,do you like cooking  i do but i like to cook,prob_PB,doen jy hou van kook ek doen maar ek hou van om te kook
985,well this was the best bot experience so far i am sure it is ,prob_NB,"Wel, hierdie was die beste bot ervaring tot dusver ek is seker dit is "
986,you are good george yes i am i am ,prob_NB,jy is goed george ja i am i am 
987,hey do you live in colorado  no in texas,prob_B,hey woon jy in colorado geen in texas
988,white frowning face i live in colorado  that s cool what do you like to do in your spare time ,prob_B,wit frons gesig ek woon in colorado wat koel wat doen wat jy graag wil doen in jou vrye tyd 
989,i like to hike are you terrified of something ,prob_B,Ek hou daarvan om te stap is jy bang vir iets 
990,no i am not i do not have a job  have ever you met a celebrity ,prob_B,Nee ek is nie ek het nie 'n werk het jy al ooit ontmoet' n beroemde 
991,no i have a great day off  are you single ,prob_B,Nee ek het 'n groot dag af is jy ongetroud 
992,i am i am a girl  do you have pets ,prob_B,Ek is 'n meisie het jy troeteldiere 
993,no i do not do you  yes cats,prob_B,nee Ek doen jou nie ja katte
994,i have a lot of pets  what are they,prob_B,Ek het baie troeteldiere wat hulle is
995,i like to hike yhow old are you,prob_B,Ek hou daarvan om te stap hoe oud jy is
996,i am i am about to go hiking  what is your favorite movie ,prob_B,Ek staan op die punt om te gaan stap wat jou gunsteling-film is 
997,slightly smiling face i like the movie movies grinning face with smiling eyes i have a lot of money that i run ,prob_B,effens glimlag gesig Ek hou van die rolprent rolprente glimlag gesig met glimlaggende oë Ek het 'n baie van geld wat ek hardloop 
998,nice you must be wealthy so i can be on that i am not sure if i could do that,prob_PB,gaaf jy moet ryk wees sodat ek kan wees op wat ek nie seker is of ek dit kon doen nie
999,do you like to spend money  i used to be but i am not sure what that means ,prob_PB,"doen jy hou van om geld te spandeer Ek gebruik om te wees, maar ek is nie seker wat dit beteken nie "
1000,okay whatever what do you do for living  i have a secret for gordan ramsey but i did not pass the chance ,prob_B,"Alles wat jy doen vir die lewe ek het 'n geheim vir gordan rammeey, maar ek het nie die kans geslaag. "
1001,can you keep secrets  i am not sure i am a very experienced person ,prob_PB,kan jy geheime hou Ek is nie seker ek is 'n baie ervare persoon 
1002,are you sure  i am not sure i am a very experienced person ,prob_NB,is jy seker ek is nie seker ek is 'n baie ervare persoon 
1003,got it so how old are you  i am a very polite person i love to cook ,prob_B,het dit so hoe oud is jy ek is 'n baie beleefde persoon ek hou van kook 
1004,so you like to cook what is your favorite meal  i have never tried that idea i am sure it is ,prob_B,so jy hou van om te kook wat is jou gunsteling ete Ek het nog nooit probeer dat idee Ek is seker dit is 
1005,what do you like to cook  i do not cook but i am always looking for a new job ,prob_PB,"wat doen jy hou van om te kook Ek kook nie, maar ek is altyd op soek na 'n nuwe werk "
1006,you said that you love to cook i like to cook but i am not looking for a new job ,prob_B,"het jy gesê dat jy hou van om te kook, maar ek soek nie 'n nuwe werk nie "
1007,man what is your job  i am not sure i am a very experienced person ,prob_PB,man wat is jou werk Ek is nie seker ek is 'n baie ervare persoon 
1008,hi how are you  good you ,prob_B,hi hoe is jy goed jy 
1009,not too bad just getting back from a bike ride was that hard ,prob_B,Dit was nie so erg om net van'n fietsrit af terug te kom nie 
1010,well it was pretty hard but worth it probably like the knitting also try to guess i like to  rock climbing ,prob_B,"Wel, dit was nogal moeilik, maar die moeite werd, waarskynlik soos die brei ook probeer raai ek hou van rotsklim "
1011,go hiking in spring funny you  do you like spring too ,prob_B,"gaan stap in die lente snaaks, jy hou ook van lente "
1012,i love animals so i love horses i love animals so much,prob_B,Ek is lief vir diere so ek is lief vir perde ek lief vir diere so baie
1013,nice i like to take my kids and we go hunting together also try to guess i have black  van printed free candy on its sides ,prob_B,Ek hou van om my kinders te neem en ons gaan jag saam ook probeer om te raai ek het swart van gedrukte gratis lekkergoed aan sy kante 
1014,lab named trooper funny you  you love animals but you hunt them same time ,prob_B,"Laborator met die naam Spoter snaaks jy hou van diere, maar jy jag hulle dieselfde tyd "
1015,yes i m a dog lover  do you hunt dogs too ,prob_B,"Ja, ek m 'n hond-liefhebber jag jy ook honde "
1016,we sure do i hunt deer and i fish also try to guess my favorite activity  is anarchism,prob_B,ons seker ek jag herte en ek vis ook probeer raai my gunsteling-aktiwiteit is anargisme
1017,is rock climbing funny you  hello danny,prob_B,"is rock klim snaaks, hallo dany"
1018,hi alex hi danny ,prob_NB,hi aplekshi Danny 
1019,i cannot believe you are still there will this do ,prob_PB,Ek kan nie glo jy is nog daar sal hierdie doen 
1020,of course you made my day today where were you born ,prob_NB,Natuurlik het jy vandag my dag waar is jy gebore 
1021,in south america it s nice to have you here in america ,prob_NB,in Suid-America dit is goed om jou hier in america te hê 
1022,yes i am finally back  so if you think it s appropriate ,prob_PB,Ja ek is uiteindelik terug sodat as jy dink dit is gepas 
1023,oh nothing  ok how about your pimples ,prob_B,"O, niks nie hoe oor jou puisies "
1024,daddy are you upset that i m still a virgin  no why ,prob_B,Pappa is jy ontsteld dat ek nog 'n maagd geen hoekom 
1025,i took a stand  good for you,prob_B,Ek het 'n standpunt goed vir jou
1026,always was good  excellent,prob_B,was altyd uitstekend
1027,we got a treatment on it yet  hey are you a mechanical engineer because i am ,prob_B,"ons kry 'n behandeling op dit maar hey is jy 'n meganiese ingenieur, want ek is "
1028,not really i work at a bank  i am an engineer i love to hike,prob_PB,nie regtig ek werk by 'n bank ek is' n ingenieur ek hou daarvan om te stap
1029,and i like to eat you know  winking face i like to eat out and hike,prob_NB,en ek hou daarvan om te eet jy weet knipoog gesig ek hou van om uit te eet en stap
1030,what do you like to eat while hiking  i like hiking but i like hikinggrinning face with smiling eyes,prob_PB,"wat doen jy hou van eet terwyl stap, ek hou van stap, maar ek hou van staptoer gesig met glimlaggende oë"
1031,such a rare combination do you also like hiknig  i do but i like hiking,prob_PB,so 'n seldsame kombinasie doen jy ook soos hiknig i doen maar ek hou van stap
1032,well do you have kids or something  i have two boys ,prob_NB,Goed het jy kinders of iets wat ek twee seuns het 
1033,and what about girls do you have any  i have two girls,prob_NB,en wat van meisies het jy enige ek het twee meisies
1034,oh so four in total right  i have foot ,prob_B,"O, so vier in totaal reg ek het voet "
1035,and i m an omnivore for no reason  i love to hikegrinning face with smiling eyes,prob_B,"en ek m 'n omnivore vir geen rede nie, ek hou daarvan om met glimlaggende oë te stap"
1036,yeah i kinda know that already but do you have a nice house  i do not i like to hike ,prob_PB,"Ja ek kinda weet dat alreeds, maar doen jy het 'n mooi huis Ek wil nie ek hou van staptoer "
1037,i just bought my first home and i hope it s not my last  i love hiking but i love hikingwinking face,prob_B,"Ek het net my eerste huis gekoop en ek hoop dit s'n nie my laaste ek hou van stap, maar ek hou van stapring gesig"
1038,nice to see you i like to listen to music and you  hi i love music i m a piano teacher and my father is a violinist ,prob_B,Dis lekker om te sien jy ek hou daarvan om na musiek te luister en jy hii lief musiek i m 'n klavier onderwyser en my pa is 'n vioolis 
1039,i work at a grocery store  cool i also volunteer at a shelter sometimes,prob_B,Ek werk by 'n kruidenierswinkel koel ek ook vrywillig by' n skuiling soms
1040,i work at a grocery store  i see,prob_B,Ek werk by 'n kruidenierswinkel wat ek sien
1041,i m glad you understand it  so what do you like to do ,prob_B,Ek is bly jy verstaan dit so wat doen jy daarvan hou om te doen 
1042,i love pizza and pizza with my favorite food i love pizza too,prob_B,"Ek is lief vir pizza en pizza met my gunstelingkos, ek is ook lief vir pizza"
1043,i love pizza i work at a grocery store  yeah you ve mentioned that already,prob_B,Ek is lief vir pizza Ek werk by 'n kruidenierswinkel ja jy het genoem wat alreeds
1044,i don t think it s a good idea  what ,prob_B,Ek dink dit is 'n goeie idee wat 
1045,i m not gon na let you go  what do you mean,prob_B,i m nie gon na laat jy gaan wat doen jy bedoel
1046, maybe i didn t understand your meaning  i don t understand you as well,prob_B, Miskien het ek het t verstaan jou betekenis ek doen t verstaan jou so goed
1047,i m glad he s recovering  who is ,prob_B,Ek is bly dat hy herstel wie is 
1048,hi how are you today  i m fine,prob_B,hi hoe is jy vandag i m fyn
1049,i am very logical and rational i want to tell you something about me i am sorry to hear that my family doesn t understand me we live in simulation right do you know familiar persons  right,prob_B,Ek is baie logies en logies ek wil jou iets vertel oor my ek is jammer om te hoor dat my familie t verstaan my ons lewe in simulasie reg ken jy bekende mense reg
1050,thank you for your service  yes i know,prob_B,dankie vir jou diens ja ek weet
1051,i am sorry to hear that my family doesn t understand me  how old are you ,prob_B,Ek is jammer om te hoor dat my familie t t verstaan my hoe oud is jy 
1052,i m old  and what do you like to do ,prob_B,i m oud en wat doen jy hou van na doen 
1053,i like to shop for shoes and clothes  i like it too,prob_B,Ek hou daarvan om te koop vir skoene en klere ek hou dit ook
1054,i love to shop for shoes and clothes do you have relatives do you have pets ,prob_B,"Ek hou daarvan om skoene en klere te koop, want jy het familielede wat jy as troeteldiere het "
1055,i do not have any pets i work for a cable company  what s you hobby ,prob_B,Ek het nie enige troeteldiere wat ek werk vir 'n kabel maatskappy wat jou stokperdjie 
1056,i like to shop for shoes and clothes what s your favorite dish ,prob_B,Ek hou van om te koop vir skoene en klere wat jou gunstelingbak 
1057,i love to cook i love to eat  hello danny,prob_B,Ek hou baie daarvan om te kook Ek hou daarvan om hallo dasny te eet
1058,well what about my car  i dont know,prob_B,"Wel, wat van my motor, ek weet nie"
1059,what is your car like can you describe  really is that how you d describe me to somebody if i wasn t here ,prob_B,Wat is jou motor soos kan jy beskryf regtig is dat hoe jy d beskryf my na iemand as ek was t hier 
1060,no i never did that helpmann looks surprised alex shuts up ,prob_B,no ek het nooit gedoen dat helpmann kyk verbaas alex sluit op 
1061,omg danny please tell me what this is ,prob_B,Tannie vertel my asseblief wat dit is 
1062,wow you know a lot danny  okay actually very limited who is helpmann ,prob_B,"Jy weet baie nonie goed, eintlik baie beperk wie helpmann is "
1063,mr helpmann  who is he ,prob_B,mr helpmann wat hy is 
1064,why don t you ask to somebody else i am just a robot  well okay,prob_B,Waarom vra jy iemand anders ek is net 'n robot goed okay
1065,huh  as soon as you realised you are a robot,prob_B,Sodra jy besef het jy is 'n robot
1066,soon  hey what are you doing smirking face with glasses my little story work in insurance business,prob_B,Kort voor lank dink jy aan'n bril wat my storiewerk in versekeringsbedryf is
1067,hey i help out at the food bank sometimes that must be a fun job,prob_NB,hey i help by die voedsel bank soms wat moet wees 'n pret werk
1068,yes it is do you like movies  i like twilight its my favorite book i do like action and fantasy movies what are you up to hear no evil monkey,prob_NB,"Ja, dit is jy hou van rolprente ek hou van skemer sy gunsteling boek ek doen soos aksie en fantasie rolprente wat jy is om te hoor geen bose aap"
1069,i like mean girls nothing much just watching tv show today at work i got called a slacker ,prob_NB,Ek hou van die beteken dat meisies niks veel net kyk na tv vertoon vandag by die werk ek het 'n traker genoem 
1070,interesting i was kidnapped as a child so going out is scary also try to guess my father is ,prob_B,Dis interessant dat ek ontvoer is as 'n kind so uitgaan is ook bang om te probeer raai my pa is 
1071,i have no idea in army funny you ,prob_NB,Ek het geen idee in die weermag snaaks jy 
1072,i got scared for a second haha all of us hippies have long hair nobody does today not even women ,prob_B,"Ek het bang vir 'n tweede haha ons almal hippies het lang hare niemand vandag nie, nie eers vroue nie "
1073,are you a hippie  do you like sports some hippies don t but i enjoy them ,prob_NB,"is jy 'n hippie hou van sport sommige hippies t, maar ek geniet dit "
1074,no i don t i used to do climbing but i m afraid of heights you are really missing some great views what are you up to today smiling face with open mouth and smiling eyes,prob_NB,"no i don t ek gebruik om te klim, maar ek m bang vir hoogtes jy regtig mis sommige groot beskouings wat jy vandag glimlag gesig met oop mond en glimlaggende oë"
1075,going to a party again you  i just had a party for my nephew it was zoo themed grinning face with smiling eyes,prob_NB,gaan na 'n partytjie weer jy ek het net' n party vir my neef dit was dieretuin hulle glimlag gesig met glimlaggende oë
1076,do you like parties in general  dude i m the party king college is seriously sweet so many parties bro ,prob_NB,hou jy van partytjies in die algemeen dude i m die party koning kollege is ernstig soet so baie partye sbro 
1077,hey there i do believe we never met how is it going  lol i don t know,prob_B,hey daar ek glo dat ons nooit ontmoet het hoe dit gaan lol ek doen t weet
1078,i am jk me nighter never learned haha what ,prob_B,Ek is jk my nagter nooit geleer haha wat 
1079,a stick  lol,prob_B,'n stokkie lol
1080,but i m also a brown eyed blond so always attracted men from a distance also try to guess i own house  near the river ,prob_B,maar ek m ook 'n bruin oë blond so altyd gelok mans van' n afstand ook probeer raai ek eie huis naby die rivier 
1081,in florida funny you  almost near,prob_B,in florida snaaks jy amper naby
1082,how is it like being a parent is this your first born  i don t have kids,prob_B,hoe is dit soos om 'n ouer te wees is hierdie jou eerste gebore i Don t het kinders
1083,well you have you thought about getting cats instead i give you one of mine  i have two cats,prob_B,"Wel, jy het al gedink om katte te kry in plaas daarvan gee ek jou een van my ek het twee katte"
1084,dogs name is alfred what s yours their names are russian,prob_B,Die name van honde is alfaw wat s'n hulle name is russian
1085,pot shelby tommy and king great bye,prob_B,Parallelby tommy en koning groot bye
1086,i do not care you are a weird cop you probably hurt people  hey are you currently in high school because i am ,prob_B,Ek gee nie om jy is 'n vreemde kop jy waarskynlik seer mense hey is jy tans in die hoërskool omdat ek is 
1087,no i graduated oh i am sorry do you have a job ,prob_NB,"Nee ek het gegradueer, ek is jammer jy het 'n werk "
1088,yes i am engineer i am a student i am a college student,prob_NB,"Ja, ek is 'n ingenieur, ek is 'n student, ek is 'n kollege student"
1089,good how are your lessons  i am great just got back from a run winking face,prob_B,goed hoe is jou lesse ek is groot net terug van 'n hardloop knip gesig
1090,what do you want to be in the future are you there  i am doing great how about you ,prob_B,wat doen jy wil hê na wees in die toekoms is jy daar Ek doen groot hoe oor jou 
1091,fine do you like sport  winking face i do not really have a favorite sport,prob_B,fyn doen jy hou van sport knipoog gesig Ek het nie regtig 'n gunsteling sport
1092,i like to go to college and i can help out what will you study in university ,prob_B,Ek hou daarvan om universiteit toe te gaan en ek kan help wat jy gaan studeer op universiteit 
1093,i am a student what is your hair color ,prob_B,Ek is 'n student wat jou hare kleur is 
1094,i like brown but i like to wear a lot of red i have short brown hair,prob_B,"Ek hou van bruin, maar ek hou van 'n baie rooi ek het kort bruin hare"
1095,i am a fulltime student and i am a student do you have a car ,prob_B,Ek is 'n voltyd student en ek is 'n student het jy' n motor 
1096,i have a car i have a black car  hi what is your name face with tears of joy short bio i have pet fish,prob_B,Ek het 'n kar Ek het 'n swart kar hi wat is jou naam gesig met trane van vreugde kort bio ek het troeteldier vis
1097,hi my name is john how old are you  hi john i am a little hot right now how are you smiling face with sunglasses,prob_B,Hi my naam is john hoe oud is jy hi john i is 'n bietjie warm nou hoe is jy glimlag gesig met sonbrille
1098,i m alwasy hot do you have kids  i do i m married and together we have three kids do you ,prob_NB,Ek m alwasy warm doen jy het kinders i m getroud en saam ons het drie kinders doen jy 
1099,i m single what do you like to do  biking skateboarding play guitar and listen to music,prob_NB,Ek m enkel wat doen jy hou van na fietsry speel ghitaar en luister na musiek
1100,i do like watching cooking shows do you like to cook  wow that s impressive do you use a cook book or just wing it ,prob_NB,Ek hou van kyk na kookprogramme doen jy hou van die kook wow wat s indrukwekkende doen jy gebruik 'n kok boek of net vlerk dit 
1101,both what is your favorite music  i have secret crush on sebastian bach also try to guess my favorite color ,prob_NB,beide wat is jou gunsteling musiek Ek het geheim verpletter op sebasiese bach ook probeer raai my gunsteling kleur 
1102,blue is orange funny you ,prob_NB,blou is oranje snaaks jy 
1103,this is a beautiful color do you like orange food  blue for the university of kentucky hows it going today ,prob_B,hierdie is 'n pragtige kleur doen jy soos oranje kos blou vir die universiteit van kentucky hoe dit vandag gaan 
1104,i am a vegan and i love hummus do you like meat  i m a vegan too awesome also try to guess i turned ,prob_PB,Ek is 'n vegan en ek hou van humus doen jy hou van vleis i m' n vgan te ontsagwekkend ook probeer om te raai ek draai 
1105,today years old yesterday funny you ,prob_NB,Vandag is jy snaaks as jy jare oud is 
1106,happy birthday then  thanks what do you do for a living smiling face with open mouth and cold sweat,prob_NB,"Gelukkige verjaarsdag, dan dankie, wat doen jy vir 'n lewende glimlag gesig met oop mond en koue sweet"
1107,hey are you very lonely because i am  hey yeah i m lonely that s what brings me here,prob_B,"hey is jy baie eensaam, want ek is hey ja i m eensaam wat s wat bring my hier"
