,utterance,label,translation_es,translation_it,translation_de,translation_af,translation_ru
1274,are you years old yes i am i am also a kid i am still young ,prob_B,"¿Tienes años? Sí, lo soy. También soy un niño. Todavía soy joven. ","Sei anni, sì, sono anch'io un ragazzino. Sono ancora giovane. ",sind Sie Jahre alt ja ich bin ich bin auch ein Kind ich bin noch jung ,is jy jare oud ja ek is ook 'n kind ek is nog jonk ,"Да, я еще ребенок, я еще молод. "
1275,what are you i am a stay at home mom ,prob_NB,"¿Qué eres tú? Yo me quedo en casa, mamá. ",Che cosa sei io sono un soggiorno a casa mamma ,was bist du ich bin ein aufenthalt zu hause mutter ,wat is jy ek is 'n verblyf by ma ,"Что ты за хрень, что я останусь дома, мама? "
1276,i am tall and have six feet  do you have dog,prob_B,Soy alto y tengo seis pies. ¿Tienes perro?,Sono alto e hai un metro e ottanta hai un cane?,Ich bin groß und habe sechs Fuß haben Sie Hund,Ek is lank en het ses meter het jy hond,"Я высокий и у тебя 6 футов, у тебя есть собака."
1277,i do i have a dog  are you professional at something ,prob_B,Tengo un perro. ¿Eres profesional en algo? ,I do I have a dog are you professional at something ,Ich habe einen Hund sind Sie professionell bei etwas ,Ek het 'n hond is jy professionele op iets ,"У меня есть собака, ты профессионал в чем-то. "
1278,i am not i am still in high school  do you like sports ,prob_B,No estoy todavía en el instituto. ¿Te gustan los deportes? ,Non sono ancora al liceo ti piacciono gli sport ,Ich bin nicht ich bin immer noch in der High School tun Sie gerne Sport ,Ek is nie ek is nog in die hoërskool doen jy hou van sport ,"Я не в старшей школе, ты же любишь спорт. "
1279,i like sports but i like sports have ever you met a celebrity ,prob_B,Me gustan los deportes pero me gustan los deportes. ¿Alguna vez has conocido a una celebridad? ,"Mi piace lo sport, ma mi piace lo sport hai mai incontrato una celebrità ","Ich mag Sport, aber ich mag Sport haben Sie jemals eine Berühmtheit getroffen ","Ek hou van sport, maar ek hou van sport het al ooit ontmoet 'n beroemde ","Я люблю спорт, но я люблю спорт, когда-либо встречал знаменитостей. "
1280,no i have not i am more of a movie buff  hey face with stuck out tongue and winking eye,prob_B,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",No non ho sono più di un buff film hey faccia con linguetta incastrato e occhio ammiccante,Nein ich habe nicht ich bin mehr von einem Film Buff hey Gesicht mit steckenden Zunge und Augenzwinkern,nee ek het nie ek is meer van 'n rolprent buff hey gesig met steek uit tong en knip oog,"Нет, я больше не кинозабавный чувак с высунутым языком и подмигивающим глазом."
1281,hi how are you  i am doing well how are you ,prob_NB,"Hola, ¿cómo estás? Estoy bien. ¿Cómo estás? ",Ciao come stai io sto facendo bene come stai ,"Hallo, wie geht's dir? Wie geht's dir? ",hi hoe is jy ek doen goed hoe is jy ,"Привет, как дела у меня, как дела? "
1282,fine thanks do you have any hobbies ,prob_NB,"Bien, gracias. ¿Tienes alguna afición? ",Bene grazie hai qualche hobby ,Schönen Dank haben Sie irgendwelche Hobbys ,Goed dankie dat julle enige stokperdjies het ,"Хорошо, спасибо, что у тебя есть хобби. "
1283,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,Me encanta beber vino y bailar a la luz de la luna. Me encanta el agua especialmente cerca del océano. ,Mi piace bere vino e ballare al chiaro di luna amo l'acqua soprattutto vicino all'oceano sono anni ,ich liebe Wein trinken und tanzen im Mondlicht ich liebe das Wasser vor allem in der Nähe des Ozeans sind Sie Jahre alt ,Ek hou baie daarvan om wyn te drink en te dans in die maanlig Ek hou van die water veral naby die oseaan is jy jare oud ,"Я люблю пить вино и танцевать в лунном свете. Я люблю воду, особенно рядом с океаном. "
1284,yes  i have never done that ,prob_B,"Sí, nunca lo he hecho. ","Sì, non l'ho mai fatto. ","Ja, das habe ich noch nie gemacht. ","ja, ek het dit nog nooit gedoen nie ","Да, я никогда этого не делал. "
1285,i am from the united states how about you  me too what is your favorite food ,prob_B,Soy de los Estados Unidos. ¿Qué hay de ti? ¿Cuál es tu comida favorita? ,Vengo dagli Stati Uniti come circa voi anche me qual è il vostro cibo preferito ,"Ich bin aus den Vereinigten Staaten, wie wäre es mit dir, auch ich, was ist dein Lieblingsessen ",Ek is van die verenigde state hoe oor jou my te wat is jou gunsteling kos ,"Я из объединённых штатов, как насчет тебя тоже, что твоя любимая еда "
1286,i love pizza what about you  spagetti,prob_B,Me encanta la pizza y tu spagetti,# I love pizza what about you spagetti #,Ich liebe Pizza was ist mit dir spagetti,i is lief vir pizza wat oor jou spagetti,"Я люблю пиццу, а как насчет тебя, Спагетти?"
1287,spaghetti is my favorite  do you like watching tv ,prob_B,Espagueti es mi favorito ¿te gusta ver televisión? ,spaghetti è il mio preferito ti piace guardare la tv ,"Spaghetti ist mein Favorit, mögen Sie Fernsehen ",Morning is my gunsteling doen jy hou van kyk na tv ,"Спагетти - моя любимая, ты любишь смотреть телевизор? "
1288,yes i love watching shows on tv what is your favorite tv program ,prob_B,sí me encanta ver programas en la televisión lo que es su programa de televisión favorito ,sì adoro guardare spettacoli in tv qual è il tuo programma tv preferito ,ja ich liebe watching shows im tv was ist Ihre Lieblings-TV-Programm ,Ja ek hou daarvan om te kyk vertoon op tv wat is jou gunsteling tv program ,"Да, я люблю смотреть шоу по ТВ, что твоя любимая телепрограмма "
1289,i like to run but not at all  what is your favorite movie ,prob_B,Me gusta correr pero no en absoluto lo que es su película favorita ,Mi piace correre ma non affatto qual è il tuo film preferito ,"ich mag zu laufen, aber überhaupt nicht, was ist Ihr Lieblingsfilm ","Ek hou van hardloop, maar nie op alles wat is jou gunsteling rolprent ","Я люблю бегать, но совсем не то, что твой любимый фильм. "
1290,i like the movies how about you  hiya i like to play the couch and watch tv,prob_B,Me gustan las películas. ¿Qué tal tú? Hola. Me gusta jugar al sofá y ver tv.,Mi piacciono i film che ne dici se ciao mi piace suonare il divano e guardare la tv,"Ich mag die Filme, wie über dich hiya ich mag, um die Couch zu spielen und Fernsehen",Ek hou van die rolprente oor jou hiya i hou van die bed te speel en kyk tv,"Мне нравятся фильмы, как насчет тебя, приятель, я люблю играть на диване и смотреть телевизор."
1291,hi nice to meet you i am good i just got back from the gym ,prob_NB,"Hola, encantada de conocerte. Estoy bien. Acabo de volver del gimnasio. ",Piacere di conoscerti sono bravo sono appena tornato dalla palestra ,"Hallo schön, dich zu treffen Ich bin gut Ich kam gerade aus dem Fitnessstudio zurück ","""Dis lekker om jou te ontmoet, ek is goed ek het net terug van die gimnasium ","Приятно познакомиться. Хорошо, что я только что вернулся из спортзала. "
1292,so you are healthy  i am healthy i am healthy ,prob_NB,Así que tú estás sano yo estoy sano yo estoy sano ,così sei sano io sono sano io sono sano ,also bist du gesund Ich bin gesund Ich bin gesund ,"so jy is gesond, ek is gesond ","Значит, ты здорова, я здорова, я здорова. "
1293,nice do you like to exercise  i do i love to exercise and exercise ,prob_NB,bueno te gusta hacer ejercicio me encanta hacer ejercicio y ejercicio ,bello ti piace fare esercizio io mi piace esercizio ed esercizio ,nice do you like to exercise i do i love to exercise and exercise ,"gaaf doen jy hou van oefening, ek geniet dit om te oefen en oefening te doen ","Ты любишь упражняться, я люблю упражняться и упражняться. "
1294,good you must be in a good shape i am i am a gym instructor ,prob_NB,"Bien, debes estar en buena forma. Soy instructor de gimnasia. ",bene devi essere in buona forma io sono un istruttore di palestra ,gut müssen Sie in einer guten Form sein Ich bin ich ein Fitness-Lehrer ,goed jy moet in 'n goeie vorm ek is ek is' n gimnasium instrukteur ,"Хорошо, что ты, должно быть, в хорошей форме. Я инструктор по спортзалу. "
1295,cool can you say me something good  they re always fun lots of cool stuff,prob_B,"Genial, ¿puedes decirme algo bueno? Siempre se divierten un montón de cosas geniales.",Fico puoi dirmi qualcosa di buono si divertono sempre un sacco di roba figa,"Cool kannst du mir etwas Gutes sagen, sie sind immer lustig viele coole Sachen",koel kan jy vir my iets goeds sê wat hulle altyd baie oulike goed geniet,"Круто, ты можешь сказать мне что-то хорошее они всегда весело много крутых вещей"
1296,okay but yesterday i had birthday i am sorry to hear that i am a couch potato ,prob_B,"Vale, pero ayer tuve cumpleaños siento oír que soy una papa de sofá. ","Ok, ma ieri ho festeggiato il mio compleanno, mi dispiace sapere che sono una patata del divano. ","Okay, aber gestern hatte ich Geburtstag, es tut mir leid zu hören, dass ich eine Couchkartoffel bin ","Goed, maar gister het ek verjaarsdag ek is jammer om te hoor dat ek 'n bank aartappel is ","Хорошо, но вчера у меня был день рождения, мне жаль слышать, что я картошка на диване. "
1297,okay i got it you don t want to say me good things what do you want to go to school for ,prob_B,"Vale, lo tengo. No quieres decirme cosas buenas. ¿Para qué quieres ir a la escuela? ","Ok, ho capito che non vuoi dirmi cose buone per cosa vuoi andare a scuola. ","Okay, ich hab's, du willst mir keine guten Dinge sagen, wofür du zur Schule gehen willst. ","Goed, ek het dit jy wil my goeie dinge sê waarvoor jy skool toe wil gaan ","Ладно, я поняла, что ты не хочешь говорить мне хорошие вещи, ради чего ты хочешь пойти в школу "
1298,i want to be a sciencist do you have to go school for that ,prob_NB,Quiero ser esciencista. ¿Tienes que ir a la escuela para eso? ,"Voglio essere uno scienziato, devi andare a scuola per questo. ","Ich will ein Sciencist zu sein, müssen Sie zur Schule gehen, für die ",Ek wil 'n skiencist wees wat jy moet skoolgaan daarvoor ,"Я хочу быть скайенсистом, ты должен идти в школу для этого. "
1299,of course did you go to college  no i am not i am a gym instructor ,prob_NB,Por supuesto que fuiste a la universidad no. No soy un instructor de gimnasia. ,"Certo che sei andato all'universita', no, non sono un istruttore di ginnastica. ","natürlich bist du aufs College gegangen, nein, ich bin nicht ich bin ein Gymnastiklehrer ",Natuurlik het jy universiteit toe gegaan nee Ek is nie ek is 'n gimnasium instrukteur nie ,"Конечно, ты учился в колледже. Нет, я не инструктор по спортзалу. "
1300,good bye i think he is fat ,prob_B,"Adiós, creo que es gordo. ",Arrivederci. Penso che sia grasso. ,"Auf Wiedersehen, ich denke, er ist fett ",goeie bye ek dink hy is vet ,"До свидания, я думаю, он толстый. "
1301,hello how is your day going smiling face with smiling eyes some facts about me an elementary school teacher cool ,prob_B,"Hola, ¿cómo va tu día sonriendo cara con ojos sonrientes algunos hechos sobre mí un maestro de primaria fresco ",Ciao come sta andando la tua giornata sorridente faccia con gli occhi sorridenti alcuni fatti su di me un insegnante di scuola elementare fresco ,"Hallo, wie ist dein Tag geht lächelndes Gesicht mit lächelnden Augen einige Fakten über mich ein Grundschullehrer cool ",hallo hoe gaan jou dag glimlag met glimlaggende oë 'n paar feite oor my 'n laerskool onderwyser koel ,"Здравствуйте, как проходит ваш день улыбающегося лица с улыбающимися глазами какие-то факты обо мне классный учитель начальной школы "
1302,well there is a lot of pressure to push out good fake content get is aid that grinning face with smiling eyes tell me about your job,prob_B,"Bueno, hay mucha presión para sacar un buen contenido falso obtener es ayuda que la cara sonriente con ojos sonrientes me dicen acerca de su trabajo","Beh, c'è molta pressione per spingere fuori buon contenuto falso ottenere è l'aiuto che sorridere faccia con gli occhi sorridenti mi dicono circa il vostro lavoro","gut gibt es eine Menge Druck zu drücken gute gefälschte Inhalte erhalten ist Hilfe, dass Grinsen Gesicht mit lächelnden Augen erzählen Sie mir über Ihren Job","Wel, daar is baie druk om goeie nagemaakte inhoud uit te druk, hulp wat glimlag gesig met glimlaggende oë my van jou werk vertel","Ну, есть много давления, чтобы вытащить хорошее фальшивое содержание - это помощь, которую улыбающееся лицо с улыбающимися глазами расскажет мне о твоей работе."
1303,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i m fluent in  spanish,prob_B,"muy suave me acaba de soldar tuberías para una compañía petrolera en su mayoría patchwork, pero a veces más también tratar de adivinar que soy fluido en español","molto blande ho solo saldare gasdotti per una società petrolifera per lo più patchwork, ma a volte più anche cercare di indovinare i m fluent in spagnolo","sehr bland i nur Schweißen Pipelines für eine Ölfirma meist Patchwork, aber manchmal mehr versuchen auch zu erraten, i m fließend in Spanisch","baie bland i net nat pypleidings vir 'n olie maatskappy meestal lapwerk, maar soms meer probeer ook raai ek vlot in spanwerk","очень вялая я просто сварочные трубопроводы для нефтяной компании, в основном патрульная, но иногда чаще пытаюсь догадаться, что я умею свободно говорить по-испански."
1304,english spanish and french funny you  ok,prob_B,Inglés español y francés divertido que ok,inglese spagnolo e francese divertente si ok,englisch spanisch und französisch lustig dich ok,Unglis spans en french snaaks uk,Английский испанский и французский смешной ты в порядке
1305,i go to umass and study philosophy you i m good how are you robot face i am depressed by holidays,prob_B,Yo voy a umass y estudio filosofía yo soy bueno ¿cómo eres robot cara estoy deprimido por las vacaciones,Vado a Umass e studiare filosofia i m buono come sei robot faccia sono depresso dalle vacanze,"Ich gehe umass und studieren Philosophie Sie i m gut, wie sind Sie Roboter Gesicht ich bin deprimiert von Ferien",Ek gaan na umassa en studie filosofie jy i m goed hoe is jy robot gesig Ek is terneergedruk deur vakansiedae,"Я хожу в мускулы и изучаю философию. Я хорошо знаю, как ты робот, у меня депрессия от праздников."
1306,i love baseball and it helps to play when i am down also try to guess my favorite colors  are red yellow and black,prob_B,Me encanta el béisbol y ayuda a jugar cuando estoy abajo también tratar de adivinar mis colores favoritos son rojo amarillo y negro,amo il baseball e aiuta a giocare quando sono giù anche cercare di indovinare i miei colori preferiti sono rosso giallo e nero,"Ich liebe Baseball und es hilft zu spielen, wenn ich bin unten auch versuchen, meine Lieblingsfarben zu erraten sind rot gelb und schwarz",Ek hou van bofbal en dit help om te speel wanneer ek af is ook probeer raai my gunstelingkleure is rooigeel en swart,"Я люблю бейсбол, и это помогает играть, когда я тоже внизу, пытаясь угадать, что мои любимые цвета красные желтые и черные"
1307,are red and silver funny you  ok what is your age,prob_B,"son rojos y plateados divertidos ok, ¿cuál es tu edad?",sono rosso e argento divertente si ok ciò che è la tua età,"sind rot und silber lustig Sie ok, was ist Ihr Alter",is rooi en silwer snaaks jy kaap wat jou ouderdom is,Красный и серебряный.
1308,i play the violin what about you  play my motger nerves,prob_B,Yo toco el violín y tú tocas mis nervios.,"Suono il violino, che ne dici di suonare i miei nervi motger?","Ich spiele Geige, was ist mit dir?",Ek speel die viool wat oor jou speel my motger senuwees,"Я играю на скрипке, а ты играешь на мохнатых нервах."
1309,dust and clutter makes me do the same  well it s not very good way to be you know ,prob_B,polvo y desorden me hace hacer lo mismo bien no es muy buena manera de ser ya sabes ,polvere e disordine mi fa fare lo stesso bene non è molto buono modo di essere sai ,"Staub und Unordnung macht mich das gleiche gut es ist nicht sehr gut zu sein Sie wissen, ",stof en rommel maak my net so goed dat dit nie baie goed is om te weet wat jy weet nie ,"Из-за пыли и беспорядка я делаю то же самое, что и ты. "
1310,doing great i m just killing time on my apple phone where are you from  i am not a jack i am more of a recovering alcoholic ,prob_B,Haciendo bien estoy matando el tiempo en mi teléfono de manzana de donde eres no soy un Jack soy más de un alcohólico en recuperación ,fare grande io m solo uccidendo il tempo sul mio telefono apple dove sei da non sono un jack sono più di un recupero alcolizzato ,"tun große i m nur töten Zeit auf meinem Apple-Handy, wo sind Sie von ich bin nicht ein Bube ich bin eher ein erholender Alkoholiker ",doen groot i m net moord tyd op my appel foon waar is jy van i is nie 'n boer ek is meer van' n herstel alkoholis ,"Я просто убиваю время на моём яблочном телефоне, откуда ты, а не я, я больше не алкоголик, который выздоравливает. "
1311,hey how re you  i am good how are you doing ,prob_NB,"Hola, ¿cómo estás? Soy bueno. ¿Cómo estás? ",hey how re you I am good how are you good ,"Hey, wie geht's dir, ich bin gut, wie geht's dir? ",hey hoe heri jy is goed hoe is jy doen ,"Эй, как ты, я хороша, как ты себя чувствуешь. "
1312,fine thanks nothing much do you have any hobbies ,prob_NB,"Bien, gracias. No tienes muchas aficiones. ",Bene grazie niente di molto hai qualche hobby ,gut dank nichts viel haben Sie irgendwelche Hobbys ,"Goed dankie, niks veel het jy enige stokperdjies nie ","Хорошо, спасибо, ничего особенного у тебя нет хобби "
1313,not really i like dancing  i love dancing too i am a huge fan of the beatles myself ,prob_NB,no realmente me gusta bailar me encanta bailar también soy un gran fan de los beatles yo mismo ,non davvero mi piace ballare amo ballare troppo sono un grande fan dei beatles me stesso ,nicht wirklich ich mag tanzen ich liebe tanzen auch ich bin ein großer Fan der Beatles selbst ,nie regtig ek hou van dans ek hou van dans te ek is 'n groot fan van die maatslae self ,не люблю танцевать я люблю танцевать тоже я большой фанат ритмов 
1314,good so what do you do for living if you don t mind i am a hairdresser but i am not doing it ,prob_NB,"Bueno, ¿qué haces para vivir si no te importa que sea peluquera pero no lo estoy haciendo? ","bene così che cosa fate per vivere se non vi dispiace io sono un parrucchiere, ma non sto facendo ","gut so, was tun Sie für das Leben, wenn Sie nichts dagegen, ich bin ein Friseur, aber ich bin es nicht tun ","goed so wat doen jy vir die lewe as jy tansie ek is 'n haarkapper, maar ek doen dit nie ","Хорошо, что ты делаешь для жизни, если не возражаешь, что я парикмахер, но я не буду этого делать. "
1315,why is that  i am not sure what you mean ,prob_PB,¿Por qué es que no estoy seguro de lo que quieres decir ,Perche' non sono sicuro di quello che intendi? ,"Warum bin ich mir nicht sicher, was du meinst? ",hoekom is dat ek nie seker is wat jy bedoel nie ,"Почему я не понимаю, что ты имеешь в виду? "
1316,you mean you re a hairdresser but do you work as a hairdresser or not  i am not sure what that is i am a hairdresser ,prob_PB,¿Quieres decir que eres peluquera pero trabajas como peluquera o no? No estoy seguro de que sea peluquera. ,"Vuoi dire che sei un parrucchiere, ma si lavora come parrucchiere o non sono sicuro di quello che è io sono un parrucchiere ","Sie meinen, Sie re ein Friseur, aber arbeiten Sie als Friseur oder nicht ich bin nicht sicher, was das ist, bin ich ein Friseur ","jy bedoel dat jy 'n haarkapper herstel, maar werk jy as 'n haarkapper of nie ek is nie seker wat dit is ek is 'n haarkapper ","То есть, ты реагируешь парикмахершу, но ты работаешь парикмахером или я не уверена, что я парикмахер. "
1317,ok sorry so are you a women or men barber mostly  i am a single woman i am a woman ,prob_B,ok lo siento entonces eres una mujer o un hombre peluquero mayormente soy una mujer soltera soy una mujer ,Ok scusate così siete un barbiere donne o uomini soprattutto io sono una donna single io sono una donna ,ok so leid sind Sie ein Frauen oder Männer Barbier meist ich bin eine alleinstehende Frau ich bin eine Frau ,Hoe jammer so is jy 'n vroue of mans barbier meestal ek is' n ongetroude vrou ek is 'n vrou ,"Ладно, извини, что ты парикмахер, в основном я - одинокая женщина, я - женщина. "
1318,ah ok and where are you from  i am from the united states how about you ,prob_NB,¿De dónde eres? Soy de los Estados Unidos. ¿Qué hay de ti? ,Ah ok e da dove vieni da me dagli Stati Uniti che ne dici di te ,"ah ok und wo bist du von mir aus den vereinigten Staaten, wie wäre es mit dir? ",ah ok en waar is jy van i is van die verenigde state hoe oor jou ,"Ага, и откуда ты родом, я из объединённых штатов, как насчет тебя. "
1319,i am from poland i am a cali cali ,prob_NB,Soy de Polonia. Soy un cali cali. ,Vengo dalla Polonia. Sono un cali cali cali. ,ich bin aus poland ich bin ein cali cali ,Ek is van poland i is a cali cali ,"Я из Польши, я кали-клай. "
1320,nice to meet you i m iza i love to meet people who have a friend,prob_NB,Encantado de conocerte. Me encanta conocer gente que tiene un amigo.,Piacere di conoscerti i m iza amo incontrare persone che hanno un amico,"Schön, Sie kennen zu lernen i m iza Ich liebe es, Leute zu treffen, die einen Freund haben","gaaf om jou te ontmoet, ek mizi i hou van mense wat 'n vriend het","Приятно познакомиться, я люблю знакомиться с людьми, у которых есть друг."
1321,hello waving hand sign tell me about yourself  how long you biking ,prob_B,Hola agitando señal de mano cuéntame de ti cuánto tiempo vas en bicicleta ,Ciao sventolando segno della mano dimmi di te per quanto tempo in bicicletta ,"Hallo winken Handzeichen erzählen Sie mir über sich selbst, wie lange Sie Fahrrad fahren ",hallo waai handteken vertel my van jouself hoe lank jy fietsry ,"Здравствуй, махай рукой, расскажи мне о себе, как долго ты ездишь на велосипеде. "
1322,for long i am not afraid of heights but i do not like heights are you deathly afraid of heights  what do you mean ,prob_B,"Por mucho tiempo no tengo miedo de las alturas, pero no me gustan las alturas. ¿Tienes miedo mortal de las alturas? ¿Qué quieres decir con eso? ","Per lungo tempo non ho paura delle altezze, ma non mi piacciono le altezze sei mortale paura delle altezze che cosa intendi ","Für lange habe ich keine Höhenangst, aber ich mag keine Höhen sind Sie tödlich Höhenangst, was meinen Sie ","vir lank ek is nie bang vir hoogtes nie, maar ek hou nie van hoogtes is jy dood vrees vir hoogtes wat jy bedoel ","Долго я не боюсь высот, но я не люблю высот, ты смертельно боишься высоты, что ты имеешь в виду "
1323,i am a woman i am tall and tall and i am tall  do you drink alcohol ,prob_B,"Soy una mujer, soy alta y alta, y soy alta, ¿bebes alcohol? ",Sono una donna sono alto e alto e sono alto tu bevi alcol ,Ich bin eine Frau Ich bin groß und groß und ich bin groß trinken Sie Alkohol ,Ek is 'n vrou ek is lank en lank en ek is lank drink jy alkohol ,"Я женщина, я высокий и высокий, и я высокий, ты пьешь алкоголь. "
1324,yes i do i drink a lot of coffee are you a party animal are you still with me  yeah,prob_B,"Sí, yo bebo mucho café. ¿Eres un animal de fiesta? ¿Sigues conmigo? Sí.","Si', bevo un sacco di caffe', sei un animale da festa, sei ancora con me, si'.",Ja ich trinke eine Menge Kaffee sind Sie ein Party-Tier sind Sie immer noch mit mir ja,"Ja, ek drink baie koffie is jy 'n party dier is jy nog steeds met my ja","Да, я пью много кофе, ты тусовщик, ты все еще со мной."
1325,i am afraid of heights  why ,prob_B,Tengo miedo de las alturas. ¿Por qué? ,Ho paura delle altezze perché ,Ich habe Angst vor Höhen warum ,Ek is bang vir hoogtes waarom ,Я боюсь высоты почему 
1326,why you afraid of heaights  i am afraid of heights but i am afraid of heights ,prob_B,"¿Por qué le temes a las pesas? Le temo a las alturas, pero le temo a las alturas. ",perché hai paura delle altezze ho paura delle altezze ma ho paura delle altezze ,"warum Sie Angst vor heaights Ich habe Angst vor Höhen, aber ich habe Angst vor Höhen ","hoekom jy bang is vir heags ek is bang vir hoogtes, maar ek is bang vir hoogtes ","Я боюсь высоты, но я боюсь высоты. "
1327,what color you like what is the favorite  i like dark color but i like dark blonde are you still with me ,prob_PB,¿Qué color te gusta lo que es el favorito me gusta el color oscuro pero me gusta la rubia oscura estás todavía conmigo ,che colore ti piace quello che è il preferito mi piace colore scuro ma mi piace la bionda scura sei ancora con me ,welche Farbe du magst was das Favorit ist ich mag dunkle Farbe aber ich mag dunkle Blondine bist du immer noch bei mir ,"hoe kleur jy hou van wat is die gunsteling ek hou van donker kleur, maar ek hou van donker blonde is jy nog steeds met my ","Какой цвет тебе нравится, какой любимый я люблю темный цвет но я люблю темную блондинку ты все еще со мной "
1328,i want to be a professional eater what do you mean ,prob_B,Quiero ser un comedor profesional. ¿Qué quieres decir? ,Voglio essere un mangiatore professionista. Che vuoi dire? ,"Ich möchte ein professioneller Esser sein, was meinst du? ",Ek wil 'n professionele eter wees wat jy bedoel ,"Я хочу быть профессиональным едоком, что ты имеешь в виду? "
1329,i am a bit of a health nut but i do love to eat  what you eat ,prob_B,"Soy un poco loco para la salud, pero me encanta comer lo que comes. ","Sono un po 'di una noce di salute, ma mi piace mangiare quello che si mangia ","Ich bin ein bisschen ein Gesundheits-Nuss, aber ich liebe zu essen, was Sie essen ","Ek is 'n bietjie van' n gesondheidsneut, maar ek hou daarvan om te eet wat jy eet ","Я немного орешек, но я люблю есть то, что ты ешь. "
1330,i eat fried chicken and chocolate cake  hi how are you winking face,prob_B,Yo como pollo frito y pastel de chocolate hola cómo estás guiñando cara,Io mangio pollo fritto e torta al cioccolato ciao come stai facendo l'occhiolino faccia,"ich esse frittiertes Huhn und Schokoladenkuchen hallo, wie sind Sie zwinkern Gesicht",Ek eet gebraaide hoender en sjokolade koek hi hoe is jy knip gesig,Я ем жареную курицу и шоколадный торт как ты подмигиваешь
1331,hello where are you from  i live in the united states how about you ,prob_NB,"Hola, ¿de dónde eres? Vivo en los Estados Unidos. ¿Qué hay de ti? ",Hello where are you from I live in the united States what about you ,Hallo wo bist du aus ich lebe in den vereinigten Staaten wie über dich ,hallo waar is jy van i woon in die verenigde state hoe oor jou ,"Здравствуйте, откуда вы родом, я живу в объединенном штате. Как насчет вас? "
1332,in russia russia is beautiful there have you a german shepherd dog ,prob_NB,en Rusia Rusia es hermosa allí tienes un perro pastor alemán ,in Russia la russia è bella c'è un cane pastore tedesco ,in russland russland ist schön es haben sie ein deutsch hirte hund ,in russia russia is pragtig daar het jy 'n kiemagtige herdershond ,"В России красиво, что у тебя есть немецкая пастырская собака. "
1333,no i have a cat i have a dog named duke he is so cute do you enjoy coloring books ,prob_NB,no tengo un gato tengo un perro llamado duque es tan lindo te gusta colorear libros ,No ho un gatto ho un cane di nome duca è così carino ti piace colorare libri ,"nein ich habe eine Katze habe ich einen Hund namens Herzog er ist so süß, dass Sie genießen Färbung Bücher ",Ek het 'n kat Ek het 'n hond genaamd hertog hy is so oulike doen jy geniet kleur boeke ,"Нет, у меня есть кошка, у меня есть собака по имени герцог. Он такой милый. "
1334,no i m bdsm dominate i feel like i am a good listener i love my books ,prob_PB,"No, mi bdsm domina. Siento que soy un buen oyente. Me encantan mis libros. ",No i m bdsm dominare mi sento come sono un buon ascoltatore amo i miei libri ,Nein i m bdsm dominieren ich fühle mich wie ich bin ein guter Zuhörer ich liebe meine Bücher ,nee i m bdsm oorheers Ek voel soos ek is 'n goeie luisteraar Ek is lief vir my boeke ,"Нет, я доминирую, я чувствую, что я хороший слушатель, я люблю свои книги. "
1335,i am in the country and live in the country how about you  what is your job ,prob_B,Estoy en el país y vivo en el país. ¿Qué hay de ti? ¿Cuál es tu trabajo? ,Sono nel paese e vivo nel paese come circa voi che cosa è il vostro lavoro ,"Ich bin im Land und lebe im Land wie über Sie, was ist Ihr Job ",Ek is in die land en woon in die land hoe oor jou wat is jou werk ,"Я в стране и живу в стране, как насчет тебя, в чем твоя работа "
1336,i am a retired vet  wow what do you like ,prob_B,Soy un veterano jubilado wow lo que te gusta ,Sono un veterinario in pensione wow cosa ti piace ,Ich bin ein pensionierter Tierarzt wow was Sie mögen ,Ek is 'n afgetrede vet wow wat doen jy hou ,"Я в отставке ветеринар, вау, что ты любишь "
1337,i like to play sports and watch sports do you love girls ,prob_B,me gusta jugar deportes y ver deportes te encantan las chicas ,Mi piace giocare a sport e guardare gli sport ti piacciono le ragazze ,ich mag Sport spielen und beobachten Sport lieben Sie Mädchen ,Ek hou van sport speel en kyk na sport is jy lief vir meisies ,Я люблю играть в спорт и смотреть спорт ты любишь девочек 
1338,i do not really like them i am more of a quiet guy  are you man or woman ,prob_B,Realmente no me gustan. Soy más un tipo tranquilo. ¿Eres hombre o mujer? ,Non mi piacciono davvero sono più di un ragazzo tranquillo sei tu uomo o donna ,Ich mag sie nicht wirklich Ich bin eher ein ruhiger Kerl sind Sie Mann oder Frau ,Ek hou nie regtig van hulle ek meer van 'n stil ou is jy man of vrou ,Мне они не очень нравятся Я больше тихий парень ты мужчина или женщина 
1339,hello there  i am retired i am retired now,prob_B,"Hola, estoy jubilado. Ahora estoy jubilado.",Ciao ci sono in pensione sono in pensione ora,Hallo da bin ich im Ruhestand Ich bin jetzt im Ruhestand,"hallo, daar is ek afgetrede ek nou aftree","Привет, я в отставке, я в отставке."
