,label,translation_ru
1069,prob_NB,"Ты любишь вечеринки в целом, чувак. "
1070,prob_B,"Эй, я верю, что мы никогда не встречались, как это происходит, я не знаю."
1071,prob_B,"Я шучу, ночной человек никогда не выучил ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха "
1072,prob_B,Плоская палочка
1073,prob_B,"Но я также коричневый блондин, так что всегда привлекаю людей с дистанции, также пытаюсь предположить, что у меня дом рядом с рекой. "
1074,prob_B,"Во Флориде забавно, что ты почти рядом."
1075,prob_B,"Каково это, быть родителем - это твой первый род, у меня нет детей."
1076,prob_B,"Ну, ты подумываешь о кошках вместо того, чтобы я дал тебе одну из моих, у меня две кошки."
1077,prob_B,Зовут собаки Альфред. Твои имена - русские.
1078,prob_B,Шелби Томми и король великой прощай
1079,prob_B,"Мне плевать, что ты странный коп, ты, наверное, причиняешь боль людям. Эй, ты сейчас в старшей школе, потому что я "
1080,prob_NB,"Нет, я закончила О, мне жаль, что у тебя есть работа "
1081,prob_NB,"Да, я инженер, я студент, я студент колледжа."
1082,prob_B,"Хорошо, как твои уроки я великолепна только что вернулась с бегущего подмигивающего лица"
1083,prob_B,"Что ты хочешь быть в будущем, так это то, что я делаю, как насчет тебя "
1084,prob_B,"Ладно, любишь ли ты спортивное подмигивающее лицо у меня нет любимого спорта"
1085,prob_B,"Я люблю учиться в колледже, и я могу помочь тебе с тем, что ты будешь изучать в университете. "
1086,prob_B,"Я студент, какой у тебя цвет волос. "
1087,prob_B,"Я люблю коричневый, но я люблю носить много красного, у меня короткие каштановые волосы."
1088,prob_B,"Я дневной студент, а я студент, у тебя есть машина. "
1089,prob_B,"У меня есть машина, у меня есть черная машина, привет, как тебя зовут, слёзы радости, короткая биография, у меня есть рыбка-ловушка."
1090,prob_B,"Привет, меня зовут Джон, сколько тебе лет, привет, Джон. Я сейчас немного горячая, как ты улыбаешься с солнцезащитными очками."
1091,prob_NB,"У тебя есть дети, я замужем, а у нас трое детей - ты. "
1092,prob_NB,"Я снимаю то, что ты любишь играть на скейтборде и слушать музыку"
1093,prob_NB,"Мне нравится смотреть кулинарные шоу, ты любишь готовить вау, что впечатляет ты используешь поварскую книгу или просто крыло "
1094,prob_NB,Какая твоя любимая музыка у меня тайная влюблённость в себастьянского баха также пытается угадать мой любимый цвет 
1095,prob_NB,Синий - это апельсиновый смешной. 
1096,prob_B,"Прекрасный цвет, ты любишь оранжевую еду синий для университета Кентукки? "
1097,prob_PB,"Я веган, и я люблю хумус. Ты любишь мясо. Я веган слишком крутой. "
1098,prob_NB,Сегодня тебе вчера было смешно. 
1099,prob_NB,"С днём рождения, спасибо, что ты делаешь для живого улыбающегося лица с открытым ртом и холодным потом."
1100,prob_B,"Эй, ты очень одинок, потому что я эй да мне одиноко это то, что привело меня сюда"
1101,prob_B,"Боюсь, что я девушка, и я люблю путешествовать, ты студентка. "
1102,prob_B,"Нет, я только что закончил колледж, я тоже закончил Йель. "
1103,prob_B,"Я никогда не учился в колледже, но у меня нет работы, которую ты мне только что сказал."
1104,prob_B,"Думаю, я могу рассказать мне о твоих родителях."
1105,prob_B,"Мне нравится быть со своими друзьями и семьей, подмигивая в лицо, я рядом с родителями, они ребанки, я тоже хочу стать одним из них."
1106,prob_B,"Я не знаю, как это сделать, поэтому я должен изучать финансы."
1107,prob_B,"Я девушка, и я люблю путешествовать, я знаю, что"
1108,prob_B,"Мне нравится быть со своими друзьями улыбающимися лицом с открытыми ртами и улыбающимися глазами, так же как и мне."
1109,prob_B,"Я люблю быть со своими друзьями. Приятно видеть тебя улыбающимся лицом с улыбающимися глазами.
Как проходит твой день? "
1110,prob_NB,"Я хорош, как у тебя получается, я только что закончил с моей девушкой. "
1111,prob_PB,"Что ты с ней сделал, она была профессиональным едоком, но я не собираюсь жениться на мне. "
1112,prob_B,"Я женщина, а ты - мужчина. "
1113,prob_B,"Я только для того, чтобы это было круто, у тебя есть машина "
1114,prob_B,У меня тоже нет машины.
1115,prob_B,"Ты не можешь сделать того, что я только в процессе покупки дома, где ты не видишь злой обезьяны. Я здесь."
1116,prob_B,"Я не ищу работу, какая у тебя профессия. "
1117,prob_B,"Я - пекарь, а ты - диван для жизни."
1118,prob_B,"Я официант, но мне скоро пора на работу. Ты любишь музыку? "
1119,prob_B,"Мне нравится вся музыка, что ты любишь делать я только в "
1120,prob_NB,"Ладно, я только что закончила тренировки, и это хорошо, что я только что закончила ходить в двух милях. "
1121,prob_PB,"Это здорово, что я готовлюсь к марафону, может быть, ты хочешь знать, какой твой любимый цвет. "
1122,prob_NB,"Синий и твой, я люблю синий, я люблю синий."
1123,prob_NB,"ты все еще в колледже да я не знаю, что я хочу в колледж "
1124,prob_PB,Мне жаль это слышать. 
1125,prob_NB,"Хорошо, что ты делаешь для веселья. "
1126,prob_PB,"Я выжившая после рака, так что теперь все весело, мне так жаль слышать, что "
1127,prob_NB,"Ты карьерист, да я - это я. "
1128,prob_B,"Привет, как тебя зовут, слёзы радости, моя маленькая история. Моя короткая прическа. Меня зовут Джордж, моя маленькая история, что я пчеловод, улыбающийся лицом с улыбающимися глазами. Ты женат. "
1129,prob_B,"Здравствуй, Джордж, меня зовут Розовый. Хорошее имя, мое любимое имя художника - розовое улыбающееся лицо с улыбающимися глазами."
1130,prob_B,"Когда я переселил свою семью через всю страну, где ты живешь, у меня нет семьи, которая близка к тому, что я живу в Канаде, как насчет тебя, где ты живешь "
1131,prob_B,"Я нахожусь в этом красивом месте, где вы живёте, не говорите злой обезьяны, где я слышу это в первый раз."
1132,prob_B,"По крайней мере, когда я чувствую себя достаточно хорошо, попытайся угадать, что я иду в Гесс, я не очень хорошо угадаю лицо со слезами радости"
1133,prob_B,"Спортзал всегда забавный, но вы сказали мне, женаты ли вы. "
1134,prob_B,"Хаха, я ребёнок, я в третьем классе, и я люблю футбол, ты действительно валяешь лицо с открытым ртом я действительно люблю футбол улыбающееся лицо с улыбающимися глазами"
1135,prob_B,Что ты имеешь в виду? 
1136,prob_B,"Я разговариваю, когда я сплю иногда хорошо, я также пытаюсь предположить, что мне нравится делать невозможное, чтобы угадать"
1137,prob_B,"Забавно, что ты учишься на беговой дорожке и гребной машине. "
1138,prob_B,"По математике, как проходит твой день, привет, как твоё подмигивающее лицо?"
1139,prob_NB,"Ладно, спасибо, что у меня все хорошо, только что закончилось с моими ночными пробежками. "
1140,prob_NB,"Нет, я очень молодая. "
1141,prob_NB," Ты любишь танцевать, я люблю танцевать, но я не очень хорош в этом. "
1142,prob_B,"Да, я еще ребенок, я еще молод. "
1143,prob_NB,"Что ты за хрень, что я останусь дома, мама? "
1144,prob_B,"Я высокий и у тебя 6 футов, у тебя есть собака."
1145,prob_B,"У меня есть собака, ты профессионал в чем-то. "
1146,prob_B,"Я не в старшей школе, ты же любишь спорт. "
1147,prob_B,"Я люблю спорт, но я люблю спорт, когда-либо встречал знаменитостей. "
1148,prob_B,"Нет, я больше не кинозабавный чувак с высунутым языком и подмигивающим глазом."
1149,prob_NB,"Привет, как дела у меня, как дела? "
1150,prob_NB,"Хорошо, спасибо, что у тебя есть хобби. "
1151,prob_NB,"Я люблю пить вино и танцевать в лунном свете. Я люблю воду, особенно рядом с океаном. "
1152,prob_B,"Да, я никогда этого не делал. "
1153,prob_B,"Я из объединённых штатов, как насчет тебя тоже, что твоя любимая еда "
1154,prob_B,"Я люблю пиццу, а как насчет тебя, Спагетти?"
1155,prob_B,"Спагетти - моя любимая, ты любишь смотреть телевизор? "
1156,prob_B,"Да, я люблю смотреть шоу по ТВ, что твоя любимая телепрограмма "
1157,prob_B,"Я люблю бегать, но совсем не то, что твой любимый фильм. "
1158,prob_B,"Мне нравятся фильмы, как насчет тебя, приятель, я люблю играть на диване и смотреть телевизор."
1159,prob_NB,"Приятно познакомиться. Хорошо, что я только что вернулся из спортзала. "
1160,prob_NB,"Значит, ты здорова, я здорова, я здорова. "
1161,prob_NB,"Ты любишь упражняться, я люблю упражняться и упражняться. "
1162,prob_NB,"Хорошо, что ты, должно быть, в хорошей форме. Я инструктор по спортзалу. "
1163,prob_B,"Круто, ты можешь сказать мне что-то хорошее они всегда весело много крутых вещей"
1164,prob_B,"Хорошо, но вчера у меня был день рождения, мне жаль слышать, что я картошка на диване. "
1165,prob_B,"Ладно, я поняла, что ты не хочешь говорить мне хорошие вещи, ради чего ты хочешь пойти в школу "
1166,prob_NB,"Я хочу быть скайенсистом, ты должен идти в школу для этого. "
1167,prob_NB,"Конечно, ты учился в колледже. Нет, я не инструктор по спортзалу. "
1168,prob_B,"До свидания, я думаю, он толстый. "
1169,prob_B,"Здравствуйте, как проходит ваш день улыбающегося лица с улыбающимися глазами какие-то факты обо мне классный учитель начальной школы "
1170,prob_B,"Ну, есть много давления, чтобы вытащить хорошее фальшивое содержание - это помощь, которую улыбающееся лицо с улыбающимися глазами расскажет мне о твоей работе."
1171,prob_B,"очень вялая я просто сварочные трубопроводы для нефтяной компании, в основном патрульная, но иногда чаще пытаюсь догадаться, что я умею свободно говорить по-испански."
1172,prob_B,Английский испанский и французский смешной ты в порядке
1173,prob_B,"Я хожу в мускулы и изучаю философию. Я хорошо знаю, как ты робот, у меня депрессия от праздников."
1174,prob_B,"Я люблю бейсбол, и это помогает играть, когда я тоже внизу, пытаясь угадать, что мои любимые цвета красные желтые и черные"
1175,prob_B,Красный и серебряный.
1176,prob_B,"Я играю на скрипке, а ты играешь на мохнатых нервах."
1177,prob_B,"Из-за пыли и беспорядка я делаю то же самое, что и ты. "
1178,prob_B,"Я просто убиваю время на моём яблочном телефоне, откуда ты, а не я, я больше не алкоголик, который выздоравливает. "
1179,prob_NB,"Эй, как ты, я хороша, как ты себя чувствуешь. "
1180,prob_NB,"Хорошо, спасибо, ничего особенного у тебя нет хобби "
1181,prob_NB,не люблю танцевать я люблю танцевать тоже я большой фанат ритмов 
1182,prob_NB,"Хорошо, что ты делаешь для жизни, если не возражаешь, что я парикмахер, но я не буду этого делать. "
1183,prob_PB,"Почему я не понимаю, что ты имеешь в виду? "
1184,prob_PB,"То есть, ты реагируешь парикмахершу, но ты работаешь парикмахером или я не уверена, что я парикмахер. "
1185,prob_B,"Ладно, извини, что ты парикмахер, в основном я - одинокая женщина, я - женщина. "
1186,prob_NB,"Ага, и откуда ты родом, я из объединённых штатов, как насчет тебя. "
1187,prob_NB,"Я из Польши, я кали-клай. "
1188,prob_NB,"Приятно познакомиться, я люблю знакомиться с людьми, у которых есть друг."
1189,prob_B,"Здравствуй, махай рукой, расскажи мне о себе, как долго ты ездишь на велосипеде. "
1190,prob_B,"Долго я не боюсь высот, но я не люблю высот, ты смертельно боишься высоты, что ты имеешь в виду "
1191,prob_B,"Я женщина, я высокий и высокий, и я высокий, ты пьешь алкоголь. "
1192,prob_B,"Да, я пью много кофе, ты тусовщик, ты все еще со мной."
1193,prob_B,Я боюсь высоты почему 
1194,prob_B,"Я боюсь высоты, но я боюсь высоты. "
1195,prob_PB,"Какой цвет тебе нравится, какой любимый я люблю темный цвет но я люблю темную блондинку ты все еще со мной "
1196,prob_B,"Я хочу быть профессиональным едоком, что ты имеешь в виду? "
1197,prob_B,"Я немного орешек, но я люблю есть то, что ты ешь. "
1198,prob_B,Я ем жареную курицу и шоколадный торт как ты подмигиваешь
1199,prob_NB,"Здравствуйте, откуда вы родом, я живу в объединенном штате. Как насчет вас? "
1200,prob_NB,"В России красиво, что у тебя есть немецкая пастырская собака. "
1201,prob_NB,"Нет, у меня есть кошка, у меня есть собака по имени герцог. Он такой милый. "
1202,prob_PB,"Нет, я доминирую, я чувствую, что я хороший слушатель, я люблю свои книги. "
1203,prob_B,"Я в стране и живу в стране, как насчет тебя, в чем твоя работа "
1204,prob_B,"Я в отставке ветеринар, вау, что ты любишь "
1205,prob_B,Я люблю играть в спорт и смотреть спорт ты любишь девочек 
1206,prob_B,Мне они не очень нравятся Я больше тихий парень ты мужчина или женщина 
1207,prob_B,"Привет, я в отставке, я в отставке."
1208,prob_B,"Это здорово, что у меня есть муж и сын, откуда ты родом. "
1209,prob_B,"Я учительница, я учитель и я люблю детей. Ты действительно любишь детей. "
1210,prob_B,"Я учительница, и я на пенсии, так что у меня нет времени на то, что ты не ответил откуда. "
1211,prob_B,"Простите, простите. Простите. Простите, простите. "
1212,prob_B,"Это круто, что я тоже учитель, а я учитель, и ты крутой, ты сексист "
1213,prob_B,"Здравствуйте, генерал Кеноби. "
1214,prob_B,"Здравствуй, как я на Среднем Западе, а тебе лет, потому что я "
1215,prob_NB,"Нет, я в старшей школе, конечно, я моложе, я учитель, чем ты занимаешься. "
1216,prob_PB,"Я учусь, что еще ты можешь сделать в школе Я учитель и я люблю есть здоровую рыбу, которую бы ты поймал "
1217,prob_B,"Что ты за варвар, я люблю есть на улице и есть здоровую пищу."
1218,prob_NB,"Так что будь веганом, я люблю мясо. "
1219,prob_B,"Конечно, не мясо - это насилие. Я думаю, что я веган. "
1220,prob_B,"Как ты можешь быть веганом, если ты любишь мясо Я не ем мясо Я ем много мяса "
1221,prob_B,"Ты отсталый или что-то вроде того, что я учитель. "
1222,prob_PB,"Вы уже просили, чтобы у меня было много денег. "
1223,prob_NB,"Так что поделитесь со мной, есть ли у вас какие-нибудь хобби "
1224,prob_B,"Я думаю, это то, чем ты занимаешься. "
1225,prob_NB,"Прости, что отвлекся. Знаешь, работа на этой неделе была очень занята. "
1226,prob_PB,"Что ты задумал, где ты был? "
1227,prob_NB,"Я был дома последние дни, ты хоть представляешь, каково это здесь последние четыре дня? "
1228,prob_PB,"Нет, я не имею ни малейшего понятия, что я говорил тебе, что мне нужно работать с миром. "
1229,prob_PB,"Прости, что помешала, прости, Дэнни. "
1230,prob_PB,"Я скоро уйду, а у кошки номер два будет рентгеновская повязка на глаза, и я получу от него плохие вибрации. "
1231,prob_NB,Я не фанат кошек. 
1232,prob_PB,"Я люблю собак, хотя собак нет. "
1233,prob_B,"Нет, вы неправильно поняли, я люблю собак, останавливаю вас, собаки. "
1234,prob_PB,"Моя любимая порода - это пограничный Колли Дидя, глядя на границу. "
1235,prob_B,"Привет, приятель.
Ну и как? "
1236,prob_B,"Я немного одиночка, мне нравится быть в душе..."
1237,prob_B,"Я вижу, что у тебя за рыбка."
1238,prob_B,"Что тебе в нём нравится, я тоже не в этом."
1239,prob_B,"Мне жаль слышать, что я немного одиночка, что является твоим хобби. "
1240,prob_B,"Я люблю ходить в спортзал и слушать музыку, какую музыку ты любишь "
1241,prob_B,"Бритни копья - моя любимая я люблю Бритни копья ты знаешь знакомых людей
Джон Доу"
1242,prob_B,"Я не понимаю, почему люди так беспокоятся об этом. "
1243,prob_PB,"Я не знаю, что я немного одиночка. "
1244,prob_NB,Ты любишь лошадей Я люблю лошадей Я люблю лошадей 
1245,prob_B,"Хорошо, приятель."
1246,prob_B,"Ты шутишь, что ты имеешь в виду? "
1247,prob_B,"Я не шучу, я не шучу."
1248,prob_B,"Расскажи мне о своих нравах и неприязни. Я люблю слушать рок-музыку, пока я работаю и ездю на лошадях."
1249,prob_B,"Я люблю лошадей, я активист, ты тоже ездишь на лошадях. "
1250,prob_B,"Я люблю лошадей, у меня нет ничего, что плохо, что у меня три арабских лошади."
1251,prob_B,"Я люблю лошадей, у меня есть кошка по имени Радар."
1252,prob_B,"Отличная идея, у тебя есть работа. "
1253,prob_B,"Я активистка, у твоих родителей есть работа. "
1254,prob_B,"Да, я активистка, как насчет твоих родителей. "
1255,prob_B,Они не мои родители привет 
1256,prob_NB,"Отлично, а ты, я великолепна, только что вышла с работы. "
1257,prob_NB,"Прекрасное улыбающееся лицо, я люблю зиму, особенно мороженое."
1258,prob_NB,"Отлично, но я люблю летние улыбки с открытыми ртами, я люблю зиму, но мне нравится зимоусиное лицо."
1259,prob_NB,"Чем ты занимаешься на работе, я сейчас не работаю. "
1260,prob_B,"Улыбающееся лицо, которое я только что сняла с зимы ты кошка "
1261,prob_B,"У меня есть кот, которого зовут в честь моего кота. У меня есть кошки."
1262,prob_B,"У меня две кошки, у тебя есть питомцы.  "
1263,prob_PB,Кошки у меня есть кошка по имени РЛС
1264,prob_B,"Я люблю готовить и есть много готовки, что является твоей любимой едой. "
1265,prob_B,"Я люблю готовить макароны и я люблю готовить, ты любишь пить алкоголь "
1266,prob_B,"Я думаю, что правильный ответ - кухонная паэлья, ты любишь смотреть телевизор, который твой любимый фильм? "
1267,prob_B,"Мне нравятся старые, старые, а ты любите спорт. "
1268,prob_B,"Я люблю ходить в спортзал и играть в спорт, ты любишь ходить по магазинам."
1269,prob_B,"что не нравится в покупках то, что ты любишь покупать "
1270,prob_B,Я люблю ходить в торговый центр и покупать много вещей ты одинока какая музыка ты слушаешь 
1271,prob_B,"Я хочу сказать, что правильный ответ - это рыба и чипсы, которых ты слушаешь. "
1272,prob_B,"Я хочу сказать, что настоящий ответ - кухонная паэлья, у тебя есть кошка? "
1273,prob_B,"У меня нет питомцев, у меня есть кошка, а у меня есть кошка, ты профессионал в чем-то. "
1274,prob_B,"Я люблю говорить о себе, я не люблю курицу."
1275,prob_NB,"Здравствуйте, я в порядке, моя семья и я из Индиа, откуда вы родом. "
1276,prob_NB,"Мы с семьёй из Индиа, что ты делаешь для веселья я из Аласки "
1277,prob_NB,"Тюремный колледж, чтобы стать смешной медсестрой. "
1278,prob_NB,"Я не настолько глупа, чтобы поступить в колледж, и я учусь быть компьютерным программистом дома по моему собственному крутому, что звучит скучно то, что ты задумал "
1279,prob_PB,"Я тренер по плаванию в моем местном бассейне сегодня вечером, ты хочешь присоединиться к тебе, чтобы ты узнал, что я чиню компьютеры и ненавижу их, но я никому не рассказываю"
1280,prob_B,"Зачем ты это делаешь, тогда я иду в эту группу друзей, которую я ненавижу, как ты себя чувствуешь сегодня днём "
1281,prob_B,"Почему ты делаешь так много вещей, которые ты ненавидишь, я ненавижу, как это застряло в моих зубах улыбаясь лицом с открытым ртом"
1282,prob_NB,"Моя мать очень традиционная, а я предпочитаю быть более свободной, так что я решил жить как птица и дерьмо на машинах, я думаю это звучит хорошо лживое лицо"
1283,prob_NB,"И ты знаешь, что звучит здорово, мой любимый музыкальный жанр - это смертельный металл. Любишь ли ты музыку, которую я люблю, и рисую то, что ты любишь делать для веселья, не видишь злой обезьяны?"
1284,prob_B,"Заниматься сексом и играть музыку. Ты смешиваешь синий, мой любимый и желтый, ты получаешь деньги зелёные с акварелью."
1285,prob_B,"Здравствуйте, как вы идете, я люблю заводить друзей и заводить друзей, мне тоже нужны друзья. "
1286,prob_B,"Привет, что ты делаешь, чтобы заполучить друзей, которых я люблю на велосипеде так что у меня есть клуб с людьми, которые любят велосипеды "
1287,prob_B,"Я бы с удовольствием пошёл в облака, чтобы ты улетел в самолёты."
1288,prob_B,"Я не уверена, что я маленькая застенчивая девочка, я думала, что ты мальчик."
1289,prob_B,"Я был мальчиком, но ты сказала, что ты девочка."
1290,prob_B,"Я девчонка, ты транссексуал. "
1291,prob_B,Что ты думаешь о кофе?
1292,prob_B,"Я не думала о кофе так что у меня нет хорошего ответа для тебя я хочу пригласить тебя выпить чашечку кофе, поэтому я спросила"
1293,prob_B,"Я люблю кофе, но я люблю заставлять людей смеяться над твоей работой. "
1294,prob_B,"Я останусь дома, мама, я люблю, чтобы люди смеялись, я понимаю, так что у тебя есть дети. "
1295,prob_B,"Нет, я не девчонка. "
1296,prob_NB,"Привет, как дела у меня, как дела? "
1297,prob_NB,"Я счастлива, что мои родители купили мне сегодня куклу. Ты играешь в куклы, я не катаюсь на лошадях. "
1298,prob_B,"У тебя большие лошади, у меня нет лошадей, на которых я ездил бы на лошадях. "
1299,prob_B,"Круто ли они бегут быстро я люблю говорить, что правильный ответ - это лошади, я только что вспомнил, что нет но мне нравится слушать рок-музыку Вы знаете знакомых людей "
1300,prob_B,"Мне очень жаль, что я отвечаю этими задержками, я немного собачник. "
1301,prob_NB,"Хорошо, я тоже люблю собак, есть ли у тебя у меня три собаки они мои любимые "
1302,prob_NB,"Ух ты, какая порода у твоей собаки, у меня есть немецкий шейпард по имени РЛС"
1303,prob_B,"Неплохо, сколько ему лет?"
1304,prob_B,Почему бы ему не пошутить?
1305,prob_B,"Расскажи мне что-нибудь о себе. Я люблю лошадей, которые у меня есть."
1306,prob_B,"Приятно видеть, как проходит твой день Я люблю слушать рэп-музыку в том году, в котором я начал водить его спасибо за то, что спросил мой день я люблю музыку но я наслаждаюсь больше поэзии"
1307,prob_B,"Я люблю слушать рэп-музыку, особенно рэп-музыку, это здорово."
1308,prob_B,"Я люблю музыку, особенно когда слушаю музыку, люблю спорт и играю в футбол для видения колледжа."
1309,prob_B,Я люблю играть в футбол со своей собакой Чарли Чарли милое имя для собаки
1310,prob_B,"Похоже, правильный ответ - питомцы, я большой фанат звездных войн, мои любимые фильмы."
1311,prob_B,Я люблю слушать рэп-музыкальные фильмы.
1312,prob_B,"Фильмы - хорошая тема, что есть твои хобби. "
1313,prob_B,Я люблю слушать рэп-музыку. Моё хобби - попробовать очень интересный кофе.
1314,prob_B,"Я люблю музыку и музыку, а музыка слушать музыку - это здорово Я люблю поэзию"
1315,prob_B,Я люблю слушать рэп-музыку.
1316,prob_B,Задай мне еще один вопрос. 
1317,prob_B,"Привет, я хип-хоп-хоп-хоп-хоп-хоп-хоп-хэх так много любви к хип-хоп "
1318,prob_B,"Да, я говорю о том, что тебе нравится другая музыка. "
1319,prob_B,Мне нравится хип-хоп и сколько тебе лет. 
1320,prob_B,Я тоже. 
1321,prob_B,"Я не смогу помочь тебе в том, что ты делаешь. "
1322,prob_B,"Приятно слышать, что я не пытаюсь тебя убить. "
1323,prob_B,"Я не позволю тебе уйти, как мои родители."
1324,prob_B,"Я хип-хоп прыгаю прыгать прыгать, что это значит "
1325,prob_B,"Ты под кайфом или что-то, чего я не знаю. "
1326,prob_NB,"Привет, ты любишь спорт. Я люблю ходить в спортзал каждый день. "
1327,prob_NB,"Ты должна быть здорова, я не ем здоровый Я работаю из дома "
1328,prob_NB,"Ладно, но все равно ты любишь спорт. Я не люблю спорт. Я люблю ходить в спортзал. "
1329,prob_NB,"Я люблю американские спорт, как футбол, я люблю футбол, но я люблю ходить в спортзал каждый день."
1330,prob_B,"Позволь двигаться дальше, у тебя есть дети, я не фанат трампов, но я не думаю, что это смешно. "
1331,prob_B,"Что у тебя есть дети? Нет, я их большой фанат. "
1332,prob_NB,"Ладно, у тебя есть питомцы, у меня нет питомцев, которые я работаю из дома. "
1333,prob_B,"Как насчет тебя, я живу во Флориде, обожаю это."
1334,prob_B,Я живу во Флориде. Я живу во Флориде.
1335,prob_B,"Привет, я хорошо справляюсь. Как поживаешь? "
1336,prob_NB,"Эй, эй, эй "
1337,prob_NB,"Как ты можешь сегодня слушать классическую музыку, которую ты слушаешь? "
1338,prob_PB,Я люблю классическую музыку Я люблю классическую музыку Я люблю классическую музыку
1339,prob_NB,"Я теннисист, чем ты зарабатываешь на жизнь я работаю профессиональным теннисистом "
1340,prob_PB,"Да, это ты. "
1341,prob_PB,Тогда ты наслаждаешься долгими прогулками со своей собакой тоже я не христианин 
1342,prob_PB,"У тебя есть питомцы, нет питомцев, у меня есть грузовик. "
1343,prob_B,"Я христианка, а ты тоже христианка."
1344,prob_B,Я всегда рад завести новых друзей Кристиан у меня очень большая семья только сегодня у меня была еще одна племянница
1345,prob_B,"О, мне жаль слышать это привет как ты подмигиваешь"
1346,prob_B,"У меня все хорошо, только что закончилась моя репетиция, у тебя пять сыновей, я недавно женился, так что у нас нет детей."
1347,prob_B,"Я понимаю, что у меня пара детей и жена ты тренируешь маленькую лигу бейсбола нет у меня новая работа как папа"
1348,prob_B,"О, я вижу, я тренер в местном колледже, ты любишь спорт? "
1349,prob_B,"Я не очень люблю футбол, почему футбол хорош."
1350,prob_B,"Он футболист, и я играю в футбол, так что ты любишь играть в футбол. "
1351,prob_B,"Я люблю футбол, но я предпочитаю играть в спорт, так что что ты любишь читать "
1352,prob_B,"Я люблю читать книги и я люблю играть в спорт ты, должно быть, действительно здоров"
1353,prob_B,"Я тренер ориолов, и я играю в спорт. Ты тренер."
1354,prob_B,"Да, я тренер ориолов. Скажи это снова."
1355,prob_B,"Я уверен, что я тренер ориолов. Привет. Приятно видеть тебя улыбающимся лицом с улыбающимися глазами.
Как проходит твой день? "
1356,prob_NB,"Привет, все в порядке, спасибо.
Как ты справляешься, только что вернулся из тренажерного зала, вы, три собаки, все еще со мной "
1357,prob_NB,"Нет
Я не люблю собак.
Это из-за аллергии.
Но у меня есть корова, у меня есть собака по имени Патрик. "
1358,prob_NB,"Мою корову зовут Кейт Ого, я не думаю, что мою собаку зовут"
1359,prob_NB,"Давайте сменим тему
Ты работаешь или учишься, я работаю продавцом, я продаю страховку. "
1360,prob_B,Я люблю это есть. 
1361,prob_B,"И я работаю на ферме родителей. Я продавец, я продаю страховку."
1362,prob_NB,Какую музыку ты любишь я люблю все виды я большой фанат всех типов 
1363,prob_NB,"Я слушаю только кантри-музыку, я люблю кантри-музыку, я люблю слушать музыку, пока я тренируюсь, ты скучаешь, разговаривая со мной громко плачущим лицом."
1364,prob_NB,"Это мило.
Я также работаю электриком.
и как слушать музыку во время этой работы Я люблю классическую музыку Я фанат страны "
1365,prob_B,"Я большой бегун, я люблю поднимать весы привет"
1366,prob_B,"Привет, я отлично справляюсь, как ты улыбаешься с открытыми ртами и улыбающимися глазами. Спасибо."
1367,prob_PB,"Я студент, я студент, что ты делаешь "
1368,prob_B,"А ты мне нравишься, и я их большой фанат."
1369,prob_PB,"Я старая девочка, я свечи, и я люблю читать подмигивающее лицо."
1370,prob_NB,Я тоже люблю читать. Я тоже люблю читать. 
1371,prob_PB,Я ненавижу школу слегка хмуриться лицом я ненавижу школу но я ненавижу школу 
1372,prob_PB,"Отлично.
Ты любишь математику улыбающееся лицо с открытым ртом я не люблю математику но я люблю математику"
1373,prob_PB,Любопытно улыбающееся лицо с открытыми ртами и улыбающимися глазами. Я люблю быть с детьми.
1374,prob_NB,Я тоже не люблю ходить в школу и быть учителем.
1375,prob_PB,"Мне не нравится, что я люблю ходить в кино с детьми. "
1376,prob_NB,"Улыбнись, улыбайся, спасибо, что делаешь на работе. "
1377,prob_NB,"Я теперь учусь, я учусь, и я люблю ходить в школу."
1378,prob_NB,"Круто, что я люблю ходить в кино с детьми, моя жена чинит нам тофу, но я ненавижу то, что я хорошо себя чувствую. "
1379,prob_B,"Пока, я школьница, а я учительница старшей школы, а это кошка для шоу. "
1380,prob_B,Я только что вернулся из класса.
1381,prob_NB,"Хороший мужик, как ты только что ушел с работы? "
1382,prob_PB,"Хороший человек, если у тебя осталась энергия, иди в спортзал, улыбайся лицом с открытыми ртами и улыбаясь глазами, у меня нет спортзала, но мне не нужно идти в спортзал."
1383,prob_B,"Я регулярно хожу в спортзал, люблю поесть."
1384,prob_NB,"Еда - это то, что я делаю, когда мне скучно, я люблю здоровую пищу."
1385,prob_B,"Да, человек ест чистое улыбающееся лицо с открытым ртом я люблю есть фастфуд "
1386,prob_B,"Чувак, ты только что сказал, что любишь есть здоровое подмигивающее лицо я не ем мясо крутое, что должно быть хорошо, у тебя есть семья повсюду "
1387,prob_PB,"Нет, моя семья уехала, я думаю, что они здесь. "
1388,prob_B,Улыбающееся лицо с открытым ртом и улыбающимися глазами Я люблю есть это дорого
1389,prob_B,"Я король бургеров, но я бургер, я бегал в школу по тому, что было однажды таким загадочным приветом, Дэнни."
1390,prob_NB,"Привет Алекс, как дела? "
